DEPTH,CALI,DENC,DENS,DTC,DTS1,DTS2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP
509.4488,,,,,,,,,,,,,
509.6012,,,,,,,,,,,,,
509.7536,,,,,,,,,,,,,
509.906,,,,,,,,,,,,,
510.0584,,,,,,,,,,,,,
510.2108,,,,,,,,,,,,,
510.3632,,,,,,,,,,,,,
510.5156,,,,,,,,,,,,,
510.668,,,,,,,,,,,,,
510.8204,,,,,,,,,,,,,
510.9728,,,,,,,,,,,,,
511.1252,,,,,,,,,,,,,
511.2776,,,,,,,,,,,,,
511.43,,,,,,,,,,,,,
511.5824,,,,,,,,,,,,,
511.7348,,,,,,,,,,,,,
511.8872,,,,,,,,,,,,,
512.0396,,,,,,,,,,,,,
512.192,,,,,,,,,,,,,
512.3444,,,,,,,,,,,,,
512.4968,,,,,,,,,,,,,
512.6492,,,,,,,,,,,,,
512.8016,,,,,,,,,,,,,
512.954,,,,,,,,,,,,,
513.1064,,,,,,,,,,,,,
513.2588,,,,,,,,,,,,,
513.4112,,,,,,,,,,,,,
513.5636,,,,,,,,,,,,,
513.716,,,,,,,,,,,,,
513.8684,,,,,,,,,,,,,
514.0208,,,,,,,,,,,,,
514.1732,,,,,,,,,,,,,
514.3256,,,,,,,,,,,,,
514.478,,,,,,,,,,,,,
514.6304,,,,,,,,,,,,,
514.7828,,,,,,,,,,,,,
514.9352,,,,,,,,,,,,,
515.0876,,,,,,,,,,,,,
515.24,,,,,,,,,,,,,
515.3924,,,,,,,,,,,,,
515.5448,,,,,,,,,,,,,
515.6972,,,,,,,,,,,,,
515.8496,,,,,,,,,,,,,
516.002,,,,,,,,,,,,,
516.1544,,,,,,,,,,,,,
516.3068,,,,,,,,,,,,,
516.4592,,,,,,,,,,,,,
516.6116,,,,,,,,,,,,,
516.764,,,,,,,,,,,,,
516.9164,,,,,,,,,,,,,
517.0688,,,,,,,,,,,,,
517.2212,,,,,,,,,,,,,
517.3736,,,,,,,,,,,,,
517.526,,,,,,,,,,,,,
517.6784,,,,,,,,,,,,,
517.8308,,,,,,,,,,,,,
517.9832,,,,,,,,,,,,,
518.1356,,,,,,,,,,,,,
518.288,,,,,,,,,,,,,
518.4404,,,,,,,,,,,,,
518.5928,,,,,,,,,,,,,
518.7452,,,,,,,,,,,,,
518.8976,,,,,,,,,,,,,
519.05,,,,,,,,,,,,,
519.2024,,,,,,,,,,,,,
519.3548,,,,,,,,,,,,,
519.5072,,,,,,,,,,,,,
519.6596,,,,,,,,,,,,,
519.812,,,,,,,,,,,,,
519.9644,,,,,,,,,,,,,
520.1168,,,,,,,,,,,,,
520.2692,,,,,,,,,,,,,
520.4216,,,,,,,,,,,,,
520.574,,,,,,,,,,,,,
520.7264,,,,,,,,,,,,,
520.8788,,,,,,,,,,,,,
521.0312,,,,,,,,,,,,,
521.1836,,,,,,,,,,,,,
521.336,,,,,,,,,,,,,
521.4884,,,,,,,,,,,,,
521.6408,,,,,,,,,,,,,
521.7932,,,,,,,,,,,,,
521.9456,,,,,,,,,,,,,
522.098,,,,,,,,,,,,,
522.2504,,,,,,,,,,,,,
522.4028,,,,,,,,,,,,,
522.5552,,,,,,,,,,,,,
522.7076,,,,,,,,,,,,,
522.86,,,,,,,,,,,,,
523.0124,,,,,,,,,,,,,
523.1648,,,,,,,,,,,,,
523.3172,,,,,,,,,,,,,
523.4696,,,,,,,,,,,,,
523.622,,,,,,,,,,,,,
523.7744,,,,,,,,,,,,,
523.9268,,,,,,,,,,,,,
524.0792,,,,,,,,,,,,,
524.2316,,,,,,,,,,,,,
524.384,,,,,,,,,,,,,
524.5364,,,,,,,,,,,,,
524.6888,,,,,,,,,,,,,
524.8412,,,,,,,,,,,,,
524.9936,,,,,,,,,,,,,
525.146,,,,,,,,,,,,,
525.2984,,,,,,,,,,,,,
525.4508,,,,,,,,,,,,,
525.6032,,,,,,,,,,,,,
525.7556,,,,,,,,,,,,,
525.908,,,,,,,,,,,,,
526.0604,,,,,,,,,,,,,
526.2128,,,,,,,,,,,,,
526.3652,,,,,,,,,,,,,
526.5176,,,,,,,,,,,,,
526.67,,,,,,,,,,,,,
526.8224,,,,,,,,,,,,,
526.9748,,,,,,,,,,,,,
527.1272,,,,,,,,,,,,,
527.2796,,,,,,,,,,,,,
527.432,,,,,,,,,,,,,
527.5844,,,,,,,,,,,,,
527.7368,,,,,,,,,,,,,
527.8892,,,,,,,,,,,,,
528.0416,,,,,,,,,,,,,
528.194,,,,,,,,,,,,,
528.3464,,,,,,,,,,,,,
528.4988,,,,,,,,,,,,,
528.6512,,,,,,,,,,,,,
528.8036,,,,,,,,,,,,,
528.956,,,,,,,,,,,,,
529.1084,,,,,,,,,,,,,
529.2608,,,,,,,,,,,,,
529.4132,,,,,,,,,,,,,
529.5656,,,,,,,,,,,,,
529.718,,,,,,,,,,,,,
529.8704,,,,,,,41.0322,,,,,,
530.0228,,,,,,,42.9818,,,,,,
530.1752,,,,,,,41.973,,,,,,
530.3276,,,,,,,42.0602,,,,,,
530.48,,,,,,,42.4551,,,,,,
530.6324,,,,,,,38.6982,,,,,,
530.7848,,,,,,,39.2689,,,,,,
530.9372,,,,,,,39.1284,,,,,,
531.0896,,,,,,,40.6196,,,,,,
531.242,,,,,,,39.9466,,,,,,
531.3944,,,,,,,35.0763,,,,,,
531.5468,,,,,,,40.1671,,,,,,
531.6992,,,,,,,44.061,,,,,,
531.8516,,,,,,,45.699,,,,,,
532.004,,,,,,,47.5657,,,,,,
532.1564,,,,,,,42.192,,,,,,
532.3088,,,,,,,44.3779,,,,,,
532.4612,,,,,,,46.7511,,,,,,
532.6136,,,,,,,45.0558,,,,,,
532.766,,,,,,,42.2721,,,,,,
532.9184,,,,,,,42.3021,,,,,,
533.0708,,,,,,,40.5886,,,,,,
533.2232,,,,,,,40.9229,,,,,,
533.3756,,,,,,,44.5425,,,,,,
533.528,,,,,,,45.4267,,,,,,
533.6804,,,,,,,43.6768,,,,,,
533.8328,,,,,,,46.2673,,,,,,
533.9852,,,,,,,49.8001,,,,,,
534.1376,,,,,,,39.6085,,,,,,
534.29,,,,,,,38.6403,,,,,,
534.4424,,,,,,,40.4362,,,,,,
534.5948,,,,,,,38.4864,,,,,,
534.7472,,,,,,,31.4737,,,,,,
534.8996,,,,,,,30.3448,,,,,,
535.052,,,,,,,27.9749,,,,,,
535.2044,,,,,,,26.7264,,,,,,
535.3568,,,,,,,28.2899,,,,,,
535.5092,,,,,,,27.903,,,,,,
535.6616,,,,,,,25.7481,,,,,,
535.814,,,,,,,27.9791,,,,,,
535.9664,,,,,,,25.4598,,,,,,
536.1188,,,,,,,35.1346,,,,,,
536.2712,,,,,,,33.6549,,,,,,
536.4236,,,,,,,35.4325,,,,,,
536.576,,,,,,,41.1419,,,,,,
536.7284,,,,,,,37.7716,,,,,,
536.8808,,,,,,,40.9272,,,,,,
537.0332,,,,,,,41.3506,,,,,,
537.1856,,,,,,,40.8151,,,,,,
537.338,,,,,,,39.956,,,,,,
537.4904,,,,,,,37.9028,,,,,,
537.6428,,,,,,,40.3521,,,,,,
537.7952,,,,,,,43.6798,,,,,,
537.9476,,,,,,,40.6659,,,,,,
538.1,,,,,,,44.2415,,,,,,
538.2524,,,,,,,39.1006,,,,,,
538.4048,,,,,,,39.2427,,,,,,
538.5572,,,,,,,44.8654,,,,,,
538.7096,,,,,,,42.1614,,,,,,
538.862,,,,,,,42.7172,,,,,,
539.0144,,,,,,,36.436,,,,,,
539.1668,,,,,,,38.9635,,,,,,
539.3192,,,,,,,37.0228,,,,,,
539.4716,,,,,,,37.7105,,,,,,
539.624,,,,,,,42.3567,,,,,,
539.7764,,,,,,,44.1053,,,,,,
539.9288,,,,,,,45.5534,,,,,,
540.0812,,,,,,,41.7126,,,,,,
540.2336,,,,,,,40.7965,,,,,,
540.386,,,,,,,41.489,,,,,,
540.5384,,,,,,,41.7742,,,,,,
540.6908,,,,,,,41.103,,,,,,
540.8432,,,,,,,37.9825,,,,,,
540.9956,,,,,,,39.9201,,,,,,
541.148,,,,,,,41.831,,,,,,
541.3004,,,,,,,39.556,,,,,,
541.4528,,,,,,,42.6848,,,,,,
541.6052,,,,,,,42.4729,,,,,,
541.7576,,,,,,,30.7615,,,,,,
541.91,,,,,,,28.8631,,,,,,
542.0624,,,,,,,25.6402,,,,,,
542.2148,,,,,,,24.2893,,,,,,
542.3672,,,,,,,25.4322,,,,,,
542.5196,,,,,,,26.524,,,,,,
542.672,,,,,,,25.8188,,,,,,
542.8244,,,,,,,25.5622,,,,,,
542.9768,,,,,,,20.2939,,,,,,
543.1292,,,,,,,24.4277,,,,,,
543.2816,,,,,,,23.0026,,,,,,
543.434,,,,,,,23.3611,,,,,,
543.5864,,,,,,,25.0631,,,,,,
543.7388,,,,,,,26.8148,,,,,,
543.8912,,,,,,,25.5161,,,,,,
544.0436,,,,,,,24.8425,,,,,,
544.196,,,,,,,26.2316,,,,,,
544.3484,,,,,,,26.7651,,,,,,
544.5008,,,,,,,25.5579,,,,,,
544.6532,,,,,,,26.8226,,,,,,
544.8056,,,,,,,28.2156,,,,,,
544.958,,,,,,,27.5783,,,,,,
545.1104,,,,,,,27.7814,,,,,,
545.2628,,,,,,,27.2744,,,,,,
545.4152,,,,,,,28.1049,,,,,,
545.5676,,,,,,,24.9066,,,,,,
545.72,,,,,,,24.658,,,,,,
545.8724,,,,,,,27.3672,,,,,,
546.0248,,,,,,,26.8169,,,,,,
546.1772,,,,,,,26.0516,,,,,,
546.3296,,,,,,,27.0924,,,,,,
546.482,,,,,,,27.2016,,,,,,
546.6344,,,,,,,25.2596,,,,,,
546.7868,,,,,,,25.3236,,,,,,
546.9392,,,,,,,29.7615,,,,,,
547.0916,,,,,,,23.466,,,,,,
547.244,,,,,,,28.1311,,,,,,
547.3964,,,,,,,28.7604,,,,,,
547.5488,,,,,,,27.1421,,,,,,
547.7012,,,,,,,29.269,,,,,,
547.8536,,,,,,,27.3597,,,,,,
548.006,,,,,,,27.3574,,,,,,
548.1584,,,,,,,26.2848,,,,,,
548.3108,,,,,,,28.7439,,,,,,
548.4632,,,,,,,28.4889,,,,,,
548.6156,,,,,,,27.3828,,,,,,
548.768,,,,,,,30.8081,,,,,,
548.9204,,,,,,,32.2462,,,,,,
549.0728,,,,,,,30.4663,,,,,,
549.2252,,,,,,,28.2241,,,,,,
549.3776,,,,,,,27.5947,,,,,,
549.53,,,,,,,27.3027,,,,,,
549.6824,,,,,,,26.3411,,,,,,
549.8348,,,,,,,24.2796,,,,,,
549.9872,,,,,,,23.9007,,,,,,
550.1396,,,,,,,24.8487,,,,,,
550.292,,,,,,,26.3145,,,,,,
550.4444,,,,,,,29.202,,,,,,
550.5968,,,,,,,27.8767,,,,,,
550.7492,,,,,,,28.9282,,,,,,
550.9016,,,,,,,28.8691,,,,,,
551.054,,,,,,,23.7206,,,,,,
551.2064,,,,,,,24.8267,,,,,,
551.3588,,,,,,,32.8034,,,,,,
551.5112,,,,,,,31.1327,,,,,,
551.6636,,,,,,,27.4689,,,,,,
551.816,,,,,,,25.2364,,,,,,
551.9684,,,,,,,22.8669,,,,,,
552.1208,,,,,,,22.4756,,,,,,
552.2732,,,,,,,23.8265,,,,,,
552.4256,,,,,,,26.2039,,,,,,
552.578,,,,,,,27.4529,,,,,,
552.7304,,,,,,,24.3048,,,,,,
552.8828,,,,,,,23.7847,,,,,,
553.0352,,,,,,,21.8115,,,,,,
553.1876,,,,,,,28.3668,,,,,,
553.34,,,,,,,29.2744,,,,,,
553.4924,,,,,,,29.1649,,,,,,
553.6448,,,,,,,26.9454,,,,,,
553.7972,,,,,,,30.4179,,,,,,
553.9496,,,,,,,29.6179,,,,,,
554.102,,,,,,,29.4564,,,,,,
554.2544,,,,,,,29.1166,,,,,,
554.4068,,,,,,,29.3438,,,,,,
554.5592,,,,,,,28.2601,,,,,,
554.7116,,,,,,,29.1332,,,,,,
554.864,,,,,,,26.9665,,,,,,
555.0164,,,,,,,26.9575,,,,,,
555.1688,,,,,,,29.6937,,,,,,
555.3212,,,,,,,29.7233,,,,,,
555.4736,,,,,,,26.6354,,,,,,
555.626,,,,,,,27.5547,,,,,,
555.7784,,,,,,,27.725,,,,,,
555.9308,,,,,,,28.7386,,,,,,
556.0832,,,,,,,26.6222,,,,,,
556.2356,,,,,,,27.4889,,,,,,
556.388,,,,,,,27.6107,,,,,,
556.5404,,,,,,,26.637,,,,,,
556.6928,,,,,,,28.9268,,,,,,
556.8452,,,,,,,28.338,,,,,,
556.9976,,,,,,,26.1914,,,,,,
557.15,,,,,,,27.4345,,,,,,
557.3024,,,,,,,27.9725,,,,,,
557.4548,,,,,,,27.7154,,,,,,
557.6072,,,,,,,30.2336,,,,,,
557.7596,,,,,,,27.3202,,,,,,
557.912,,,,,,,27.2651,,,,,,
558.0644,,,,,,,27.6116,,,,,,
558.2168,,,,,,,26.6265,,,,,,
558.3692,,,,,,,25.5863,,,,,,
558.5216,,,,,,,28.047,,,,,,
558.674,,,,,,,29.4405,,,,,,
558.8264,,,,,,,31.4064,,,,,,
558.9788,,,,,,,30.5432,,,,,,
559.1312,,,,,,,26.1161,,,,,,
559.2836,,,,,,,27.6478,,,,,,
559.436,,,,,,,25.9955,,,,,,
559.5884,,,,,,,27.3077,,,,,,
559.7408,,,,,,,25.7996,,,,,,
559.8932,,,,,,,30.9936,,,,,,
560.0456,,,,,,,29.0758,,,,,,
560.198,,,,,,,28.5411,,,,,,
560.3504,,,,,,,28.6413,,,,,,
560.5028,,,,,,,25.7394,,,,,,
560.6552,,,,,,,27.4204,,,,,,
560.8076,,,,,,,26.5264,,,,,,
560.96,,,,,,,28.7826,,,,,,
561.1124,,,,,,,27.5195,,,,,,
561.2648,,,,,,,24.7825,,,,,,
561.4172,,,,,,,29.3162,,,,,,
561.5696,,,,,,,31.4821,,,,,,
561.722,,,,,,,31.2431,,,,,,
561.8744,,,,,,,27.8238,,,,,,
562.0268,,,,,,,29.5133,,,,,,
562.1792,,,,,,,30.0888,,,,,,
562.3316,,,,,,,27.4392,,,,,,
562.484,,,,,,,26.6648,,,,,,
562.6364,,,,,,,27.7852,,,,,,
562.7888,,,,,,,27.0173,,,,,,
562.9412,,,,,,,25.5274,,,,,,
563.0936,,,,,,,24.3539,,,,,,
563.246,,,,,,,21.1567,,,,,,
563.3984,,,,,,,29.2367,,,,,,
563.5508,,,,,,,26.8844,,,,,,
563.7032,,,,,,,28.1062,,,,,,
563.8556,,,,,,,26.1452,,,,,,
564.008,,,,,,,26.8229,,,,,,
564.1604,,,,,,,25.0886,,,,,,
564.3128,,,,,,,26.778,,,,,,
564.4652,,,,,,,29.6805,,,,,,
564.6176,,,,,,,26.8105,,,,,,
564.77,,,,,,,35.5554,,,,,,
564.9224,,,,,,,27.6063,,,,,,
565.0748,,,,,,,28.4035,,,,,,
565.2272,,,,,,,29.2338,,,,,,
565.3796,,,,,,,29.9162,,,,,,
565.532,,,,,,,30.6378,,,,,,
565.6844,,,,,,,30.9367,,,,,,
565.8368,,,,,,,29.1828,,,,,,
565.9892,,,,,,,28.5358,,,,,,
566.1416,,,,,,,27.5114,,,,,,
566.294,,,,,,,29.1951,,,,,,
566.4464,,,,,,,30.0405,,,,,,
566.5988,,,,,,,30.0117,,,,,,
566.7512,,,,,,,31.4758,,,,,,
566.9036,,,,,,,30.8193,,,,,,
567.056,,,,,,,31.7974,,,,,,
567.2084,,,,,,,28.6989,,,,,,
567.3608,,,,,,,32.1435,,,,,,
567.5132,,,,,,,32.3244,,,,,,
567.6656,,,,,,,30.6505,,,,,,
567.818,,,,,,,30.4582,,,,,,
567.9704,,,,,,,30.4583,,,,,,
568.1228,,,,,,,30.0346,,,,,,
568.2752,,,,,,,32.2277,,,,,,
568.4276,,,,,,,31.6728,,,,,,
568.58,,,,,,,29.603,,,,,,
568.7324,,,,,,,31.1448,,,,,,
568.8848,,,,,,,34.8398,,,,,,
569.0372,,,,,,,35.5904,,,,,,
569.1896,,,,,,,34.4415,,,,,,
569.342,,,,,,,34.8152,,,,,,
569.4944,,,,,,,37.3082,,,,,,
569.6468,,,,,,,37.5135,,,,,,
569.7992,,,,,,,35.5927,,,,,,
569.9516,,,,,,,33.1293,,,,,,
570.104,,,,,,,37.6205,,,,,,
570.2564,,,,,,,39.3473,,,,,,
570.4088,,,,,,,39.3325,,,,,,
570.5612,,,,,,,37.7917,,,,,,
570.7136,,,,,,,36.568,,,,,,
570.866,,,,,,,36.7021,,,,,,
571.0184,,,,,,,34.7275,,,,,,
571.1708,,,,,,,35.4855,,,,,,
571.3232,,,,,,,32.7085,,,,,,
571.4756,,,,,,,35.3188,,,,,,
571.628,,,,,,,33.4633,,,,,,
571.7804,,,,,,,35.3105,,,,,,
571.9328,,,,,,,32.7025,,,,,,
572.0852,,,,,,,34.6322,,,,,,
572.2376,,,,,,,33.9926,,,,,,
572.39,,,,,,,36.9069,,,,,,
572.5424,,,,,,,31.963,,,,,,
572.6948,,,,,,,40.1361,,,,,,
572.8472,,,,,,,38.3599,,,,,,
572.9996,,,,,,,38.6561,,,,,,
573.152,,,,,,,39.804,,,,,,
573.3044,,,,,,,43.1077,,,,,,
573.4568,,,,,,,43.8906,,,,,,
573.6092,,,,,,,42.4923,,,,,,
573.7616,,,,,,,42.1123,,,,,,
573.914,,,,,,,36.2202,,,,,,
574.0664,,,,,,,33.8354,,,,,,
574.2188,,,,,,,36.0128,,,,,,
574.3712,,,,,,,36.1517,,,,,,
574.5236,,,,,,,35.8281,,,,,,
574.676,,,,,,,36.5988,,,,,,
574.8284,,,,,,,36.3594,,,,,,
574.9808,,,,,,,38.2838,,,,,,
575.1332,,,,,,,37.6519,,,,,,
575.2856,,,,,,,35.5631,,,,,,
575.438,,,,,,,36.8602,,,,,,
575.5904,,,,,,,36.6187,,,,,,
575.7428,,,,,,,40.4453,,,,,,
575.8952,,,,,,,37.754,,,,,,
576.0476,,,,,,,35.7251,,,,,,
576.2,,,,,,,32.0702,,,,,,
576.3524,,,,,,,35.1581,,,,,,
576.5048,,,,,,,35.9723,,,,,,
576.6572,,,,,,,37.4361,,,,,,
576.8096,,,,,,,34.7272,,,,,,
576.962,,,,,,,35.6292,,,,,,
577.1144,,,,,,,35.3439,,,,,,
577.2668,,,,,,,36.7819,,,,,,
577.4192,,,,,,,39.7674,,,,,,
577.5716,,,,,,,35.9901,,,,,,
577.724,,,,,,,36.5071,,,,,,
577.8764,,,,,,,39.2584,,,,,,
578.0288,,,,,,,33.3136,,,,,,
578.1812,,,,,,,36.1875,,,,,,
578.3336,,,,,,,37.9091,,,,,,
578.486,,,,,,,35.9515,,,,,,
578.6384,,,,,,,36.0217,,,,,,
578.7908,,,,,,,37.0831,,,,,,
578.9432,,,,,,,37.9489,,,,,,
579.0956,,,,,,,38.0742,,,,,,
579.248,,,,,,,38.3559,,,,,,
579.4004,,,,,,,35.0157,,,,,,
579.5528,,,,,,,34.9034,,,,,,
579.7052,,,,,,,38.5493,,,,,,
579.8576,,,,,,,38.5938,,,,,,
580.01,,,,,,,39.5434,,,,,,
580.1624,,,,,,,34.4349,,,,,,
580.3148,,,,,,,35.9219,,,,,,
580.4672,,,,,,,32.3968,,,,,,
580.6196,,,,,,,33.3464,,,,,,
580.772,,,,,,,37.9352,,,,,,
580.9244,,,,,,,37.6057,,,,,,
581.0768,,,,,,,37.3983,,,,,,
581.2292,,,,,,,35.7366,,,,,,
581.3816,,,,,,,35.6965,,,,,,
581.534,,,,,,,35.03,,,,,,
581.6864,,,,,,,38.3718,,,,,,
581.8388,,,,,,,37.6935,,,,,,
581.9912,,,,,,,35.2623,,,,,,
582.1436,,,,,,,36.7591,,,,,,
582.296,,,,,,,37.8779,,,,,,
582.4484,,,,,,,39.6774,,,,,,
582.6008,,,,,,,37.8299,,,,,,
582.7532,,,,,,,36.6442,,,,,,
582.9056,,,,,,,36.584,,,,,,
583.058,,,,,,,35.654,,,,,,
583.2104,,,,,,,35.7804,,,,,,
583.3628,,,,,,,39.6021,,,,,,
583.5152,,,,,,,39.0515,,,,,,
583.6676,,,,,,,36.6152,,,,,,
583.82,,,,,,,36.139,,,,,,
583.9724,,,,,,,37.4414,,,,,,
584.1248,,,,,,,32.3736,,,,,,
584.2772,,,,,,,32.3093,,,,,,
584.4296,,,,,,,35.7755,,,,,,
584.582,,,,,,,35.0053,,,,,,
584.7344,,,,,,,35.3227,,,,,,
584.8868,,,,,,,33.8969,,,,,,
585.0392,,,,,,,36.6468,,,,,,
585.1916,,,,,,,34.7336,,,,,,
585.344,,,,,,,36.1194,,,,,,
585.4964,,,,,,,37.682,,,,,,
585.6488,,,,,,,37.9575,,,,,,
585.8012,,,,,,,38.5027,,,,,,
585.9536,,,,,,,34.9759,,,,,,
586.106,,,,,,,34.3344,,,,,,
586.2584,,,,,,,34.6478,,,,,,
586.4108,,,,,,,40.7496,,,,,,
586.5632,,,,,,,39.1211,,,,,,
586.7156,,,,,,,34.2922,,,,,,
586.868,,,,,,,33.7137,,,,,,
587.0204,,,,,,,32.5231,,,,,,
587.1728,,,,,,,29.7141,,,,,,
587.3252,,,,,,,40.3717,,,,,,
587.4776,,,,,,,39.6457,,,,,,
587.63,,,,,,,38.1779,,,,,,
587.7824,,,,,,,36.8084,,,,,,
587.9348,,,,,,,34.7883,,,,,,
588.0872,,,,,,,32.2748,,,,,,
588.2396,,,,,,,31.0383,,,,,,
588.392,,,,,,,32.1205,,,,,,
588.5444,,,,,,,34.4789,,,,,,
588.6968,,,,,,,32.458,,,,,,
588.8492,,,,,,,32.954,,,,,,
589.0016,,,,,,,32.6162,,,,,,
589.154,,,,,,,37.1844,,,,,,
589.3064,,,,,,,40.6471,,,,,,
589.4588,,,,,,,39.1186,,,,,,
589.6112,,,,,,,37.2831,,,,,,
589.7636,,,,,,,37.0881,,,,,,
589.916,,,,,,,35.4787,,,,,,
590.0684,,,,,,,35.8979,,,,,,
590.2208,,,,,,,34.8934,,,,,,
590.3732,,,,,,,34.2136,,,,,,
590.5256,,,,,,,35.5628,,,,,,
590.678,,,,,,,35.6311,,,,,,
590.8304,,,,,,,37.0157,,,,,,
590.9828,,,,,,,39.7444,,,,,,
591.1352,,,,,,,37.6642,,,,,,
591.2876,,,,,,,37.0295,,,,,,
591.44,,,,,,,36.4679,,,,,,
591.5924,,,,,,,31.5243,,,,,,
591.7448,,,,,,,33.3858,,,,,,
591.8972,,,,,,,35.0149,,,,,,
592.0496,,,,,,,34.8963,,,,,,
592.202,,,,,,,31.1998,,,,,,
592.3544,,,,,,,32.8143,,,,,,
592.5068,,,,,,,27.1793,,,,,,
592.6592,,,,,,,32.78,,,,,,
592.8116,,,,,,,38.5993,,,,,,
592.964,,,,,,,38.1479,,,,,,
593.1164,,,,,,,40.3592,,,,,,
593.2688,,,,,,,34.2411,,,,,,
593.4212,,,,,,,33.2717,,,,,,
593.5736,,,,,,,32.0221,,,,,,
593.726,,,,,,,34.6663,,,,,,
593.8784,,,,,,,32.8848,,,,,,
594.0308,,,,,,,31.4256,,,,,,
594.1832,,,,,,,35.867,,,,,,
594.3356,,,,,,,35.0034,,,,,,
594.488,,,,,,,36.9213,,,,,,
594.6404,,,,,,,35.9551,,,,,,
594.7928,,,,,,,34.6916,,,,,,
594.9452,,,,,,,34.2118,,,,,,
595.0976,,,,,,,36.0193,,,,,,
595.25,,,,,,,33.3745,,,,,,
595.4024,,,,,,,32.1916,,,,,,
595.5548,,,,,,,32.864,,,,,,
595.7072,,,,,,,35.6243,,,,,,
595.8596,,,,,,,39.2442,,,,,,
596.012,,,,,,,37.2875,,,,,,
596.1644,,,,,,,38.001,,,,,,
596.3168,,,,,,,35.8148,,,,,,
596.4692,,,,,,,34.1128,,,,,,
596.6216,,,,,,,37.7141,,,,,,
596.774,,,,,,,34.2081,,,,,,
596.9264,,,,,,,36.744,,,,,,
597.0788,,,,,,,31.8888,,,,,,
597.2312,,,,,,,37.3393,,,,,,
597.3836,,,,,,,37.9215,,,,,,
597.536,,,,,,,37.2182,,,,,,
597.6884,,,,,,,40.2362,,,,,,
597.8408,,,,,,,38.3417,,,,,,
597.9932,,,,,,,37.3972,,,,,,
598.1456,,,,,,,32.2066,,,,,,
598.298,,,,,,,34.7265,,,,,,
598.4504,,,,,,,34.7205,,,,,,
598.6028,,,,,,,28.7106,,,,,,
598.7552,,,,,,,36.9362,,,,,,
598.9076,,,,,,,37.8839,,,,,,
599.06,,,,,,,36.36,,,,,,
599.2124,,,,,,,35.8955,,,,,,
599.3648,,,,,,,37.3041,,,,,,
599.5172,,,,,,,38.9449,,,,,,
599.6696,,,,,,,39.09,,,,,,
599.822,,,,,,,37.6751,,,,,,
599.9744,,,,,,,40.7822,,,,,,
600.1268,,,,,,,38.4313,,,,,,
600.2792,,,,,,,37.6701,,,,,,
600.4316,,,,,,,35.5392,,,,,,
600.584,,,,,,,33.8039,,,,,,
600.7364,,,,,,,33.2627,,,,,,
600.8888,,,,,,,33.3807,,,,,,
601.0412,,,,,,,30.7591,,,,,,
601.1936,,,,,,,30.2298,,,,,,
601.346,,,,,,,35.0203,,,,,,
601.4984,,,,,,,34.4816,,,,,,
601.6508,,,,,,,36.6549,,,,,,
601.8032,,,,,,,36.6489,,,,,,
601.9556,,,,,,,37.262,,,,,,
602.108,,,,,,,37.5045,,,,,,
602.2604,,,,,,,34.8493,,,,,,
602.4128,,,,,,,34.0825,,,,,,
602.5652,,,,,,,36.2295,,,,,,
