DEPTH,AT20,AT60,CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMED,RSHAL
1258.4692,0.9965,0.9965,14.4498,-0.0116,2.0907,158.9577,,22.203,0.6025,7.6562,0.9965,0.9965,0.9965
1258.6216,1.1302,1.1302,14.4006,-0.0179,2.0902,154.2462,,24.1292,0.5985,7.6189,1.1302,1.1302,1.1302
1258.774,1.9,1.9,14.1994,-0.0204,2.0898,155.2122,,19.2621,0.5792,6.5434,1.9,1.9,1.9
1258.9264,4.3111,4.3111,13.9998,-0.0204,2.0893,156.9259,,18.193,0.5427,5.8248,4.3111,4.3111,4.3111
1259.0788,12.9926,12.9926,13.7649,-0.0169,2.0889,149.625,,18.9303,0.4365,3.6429,12.9926,12.9926,12.9926
1259.2312,15.4284,15.4284,13.6241,-0.0179,2.0884,139.7723,,18.8732,0.4462,3.5446,15.4284,15.4284,15.4284
1259.3836,8.5391,8.5391,13.7603,-0.0244,2.088,140.8755,,17.8538,0.4862,3.3624,8.5391,8.5391,8.5391
1259.536,3.3898,3.3898,14.0182,-0.0212,2.0875,149.4109,,25.8469,0.5159,4.4518,3.3898,3.3898,3.3898
1259.6884,2.2192,2.2192,14.5258,-0.0131,2.087,151.4774,,27.0663,0.5676,5.4709,2.2192,2.2192,2.2192
1259.8408,1.6566,1.6566,14.9241,-0.0021,2.0866,152.1866,,26.2339,0.5765,6.4258,1.6566,1.6566,1.6566
1259.9932,1.3877,1.3877,15.2957,0.0111,2.0861,157.7973,,25.6956,0.5752,6.6278,1.3877,1.3877,1.3877
1260.1456,1.0869,1.0869,15.5171,0.0154,2.0857,164.8451,,26.8833,0.5708,6.9234,1.0869,1.0869,1.0869
1260.298,0.8616,0.8616,15.442,0.015,2.0852,165.1656,,24.5181,0.564,7.7863,0.8616,0.8616,0.8616
1260.4504,0.8104,0.8104,15.3081,0.0134,2.0848,163.6841,,25.9508,0.5535,7.679,0.8104,0.8104,0.8104
1260.6028,0.8313,0.8313,15.1738,0.0094,2.0843,165.5753,,25.883,0.5541,6.8814,0.8313,0.8313,0.8313
1260.7552,1.0053,1.0053,15.1586,0.0039,2.0839,166.122,,28.3508,0.5625,3.7894,1.0053,1.0053,1.0053
1260.9076,1.2617,1.2617,14.9775,-0.0017,2.0834,157.7317,,22.8497,0.5832,2.2945,1.2617,1.2617,1.2617
1261.06,2.14,2.14,14.7301,-0.0068,2.083,154.6918,,20.4857,0.6223,1.8344,2.14,2.14,2.14
1261.2124,3.5217,3.5217,14.5478,-0.0107,2.0825,144.8148,,21.2283,0.6579,2.1555,3.5217,3.5217,3.5217
1261.3648,3.0973,3.0973,14.5576,-0.0102,2.0821,144.9667,,19.9023,0.6645,3.2537,3.0973,3.0973,3.0973
1261.5172,1.6171,1.6171,14.6126,-0.0057,2.0816,148.5021,,23.2522,0.6446,4.6119,1.6171,1.6171,1.6171
1261.6696,1.296,1.296,14.8383,-0.0021,2.0811,150.5593,,26.7615,0.615,6.0187,1.296,1.296,1.296
1261.822,1.0697,1.0697,15.1201,0.0014,2.0807,152.6165,,24.3154,0.5872,6.7972,1.0697,1.0697,1.0697
1261.9744,0.904,1.021,15.0781,0.0029,2.0802,149.67,,23.5678,0.5806,5.0422,1.021,0.904,0.904
1262.1268,0.8695,1.0182,14.6887,0.0029,2.0798,146.7235,,22.9022,0.5914,4.7544,1.0182,0.8695,0.8695
1262.2792,0.9132,1.0306,14.262,-0.0026,2.0793,145.0711,,24.0429,0.6114,5.3736,1.0306,0.9132,0.9132
1262.4316,1.0924,1.0924,14.0075,-0.0096,2.0789,143.9287,,19.542,0.618,4.2515,1.0924,1.0924,1.0924
1262.584,1.6165,1.6165,13.846,-0.0192,2.0784,142.7863,,20.5076,0.6216,2.8621,1.6165,1.6165,1.6165
1262.7364,2.3193,2.3193,13.7793,-0.0181,2.078,141.6438,,22.3821,0.6343,1.8263,2.3193,2.3193,2.3193
1262.8888,2.474,2.474,13.7797,-0.017,2.0775,142.1243,,18.3855,0.6554,1.7368,2.474,2.474,2.474
1263.0412,2.2107,2.2107,14.1552,-0.0151,2.0771,148.1734,,22.7977,0.6722,2.4386,2.2107,2.2107,2.2107
1263.1936,1.5151,1.5151,14.4975,-0.0098,2.0766,146.5565,,26.5556,0.6632,4.3292,1.5151,1.5151,1.5151
1263.346,1.0384,1.0384,14.8588,-0.0047,2.0761,148.7727,,24.8333,0.6315,7.6062,1.0384,1.0384,1.0384
1263.4984,0.9287,0.9287,14.9981,-0.001,2.0757,154.0125,,26.0763,0.6132,5.2694,0.9287,0.9287,0.9287
1263.6508,1.0037,1.0037,15.1864,-0.001,2.0752,152.2242,,23.8853,0.5908,3.1672,1.0037,1.0037,1.0037
1263.8032,1.204,1.204,15.1952,-0.0025,2.0748,150.4359,,26.2808,0.6023,2.366,1.204,1.204,1.204
1263.9556,1.5093,1.5093,15.0665,-0.0019,2.0743,149.1445,,23.3075,0.6445,2.5226,1.5093,1.5093,1.5093
1264.108,1.8293,1.8293,14.6999,-0.0004,2.0739,150.0125,,23.2517,0.701,3.0242,1.8293,1.8293,1.8293
1264.2604,1.9794,1.9794,14.5776,-0.001,2.0734,150.0346,,25.341,0.6975,3.7057,1.9794,1.9794,1.9794
1264.4128,1.7893,1.7893,14.5754,-0.0004,2.073,146.5427,,24.8748,0.6511,3.5268,1.7893,1.7893,1.7893
1264.5652,1.5,1.5,14.6765,0.0011,2.0725,154.4588,,23.62,0.6212,4.9461,1.5,1.5,1.5
1264.7176,1.374,1.374,14.9077,0.0046,2.0721,154.8003,,24.7968,0.5955,6.6091,1.374,1.374,1.374
1264.87,1.3131,1.3131,15.5886,-0.0001,2.0716,157.0786,,26.9856,0.5853,5.0816,1.3131,1.3131,1.3131
1265.0224,1.2724,1.2724,15.8795,-0.0037,2.0712,152.3067,,27.0078,0.5771,4.2196,1.2724,1.2724,1.2724
1265.1748,1.267,1.267,15.4935,-0.0127,2.0707,143.613,,23.9291,0.5751,3.3466,1.267,1.267,1.267
1265.3272,1.267,1.267,15.0687,-0.0177,2.0702,128.239,,22.663,0.5781,5.2121,1.267,1.267,1.267
1265.4796,1.2408,1.2408,15.179,-0.0143,2.1027,137.4314,,20.8568,0.5683,4.6588,1.2408,1.2408,1.2408
1265.632,1.1087,1.1087,15.3099,-0.0124,2.2139,140.7575,,24.343,0.566,3.7793,1.1087,1.1087,1.1087
1265.7844,0.9613,0.9613,15.4946,-0.0184,2.0266,139.1839,,25.0547,0.5913,3.3954,0.9613,0.9613,0.9613
1265.9368,0.8945,0.8945,15.4609,-0.0254,1.899,139.5593,,25.1387,0.5979,3.2591,0.8945,0.8945,0.8945
1266.0892,0.9083,0.9083,15.548,-0.0204,1.9635,139.9347,,25.5651,0.5961,3.4711,0.9083,0.9083,0.9083
1266.2416,0.9915,0.9915,15.6487,-0.0003,2.091,140.3102,,25.6702,0.5883,4.6239,0.9915,0.9915,0.9915
1266.394,1.1485,1.1485,15.6123,-0.0006,2.2217,148.3837,,22.1814,0.581,5.4589,1.1485,1.1485,1.1485
1266.5464,1.3391,1.3391,15.3782,0.0017,2.2028,148.4885,,20.2492,0.5732,6.0816,1.3391,1.3391,1.3391
1266.6988,1.6176,1.6176,15.194,0.0012,2.081,147.4941,,24.0387,0.5672,5.2767,1.6176,1.6176,1.6176
1266.8512,1.6513,1.6513,15.0825,0.0002,2.0804,157.8307,,24.878,0.5642,4.3967,1.6513,1.6513,1.6513
1267.0036,1.2604,1.2604,15.0127,0.0012,2.0804,157.7303,,25.6877,0.5747,4.6925,1.2604,1.2604,1.2604
1267.156,0.9581,0.9581,15.0131,-0.0008,2.0804,153.9333,,24.7427,0.6199,5.3272,0.9581,0.9581,0.9581
1267.3084,0.8743,0.8743,15.181,-0.0033,2.0804,158.032,,24.1544,0.6602,6.7174,0.8743,0.8743,0.8743
1267.4608,0.8317,0.8317,15.3864,-0.0053,2.0804,158.1128,,24.6348,0.6576,6.8778,0.8317,0.8317,0.8317
1267.6132,0.827,0.827,15.5006,-0.0058,2.0804,158.1154,,25.7198,0.6237,5.4915,0.827,0.827,0.827
1267.7656,0.8284,0.8461,15.5454,-0.0033,2.0804,157.9267,,23.3748,0.6099,4.3491,0.8461,0.8284,0.8284
1267.918,0.8782,0.9142,15.6377,-0.0002,2.0804,157.7379,,26.7863,0.6064,3.9237,0.9142,0.8782,0.839
1268.0704,0.9351,0.9869,15.8532,0.0003,2.0804,157.5492,,27.1917,0.6196,4.3047,0.9869,0.9351,0.8856
1268.2228,1.0086,1.1041,15.947,-0.0017,2.0804,155.0584,,27.0842,0.6274,5.0969,1.1041,1.0086,0.9337
1268.3752,1.0206,1.1339,15.9975,-0.0032,2.0804,154.9583,,23.3403,0.631,4.8182,1.1339,1.0206,0.9355
1268.5276,1.0205,1.1442,16.0934,-0.0037,2.0804,155.332,,25.062,0.6208,4.9748,1.1442,1.0205,0.9176
1268.68,1.0072,1.1357,16.1039,-0.0037,2.0804,161.3536,,26.4061,0.5974,4.5354,1.1357,1.0072,0.9059
1268.8324,1.0019,1.1068,15.8206,-0.0023,2.0804,161.1743,,28.3941,0.5749,5.1625,1.1068,1.0019,0.9059
1268.9848,1.0085,1.0518,15.3727,-0.0007,2.0804,158.2575,,23.4381,0.5809,3.386,1.0518,1.0085,0.9126
1269.1372,1.0439,1.0296,15.4666,-0.0007,2.0804,164.9138,,22.5722,0.6153,2.8575,1.0296,1.0439,0.9716
1269.2896,1.1275,1.1275,15.6692,-0.0022,2.0804,161.2451,,22.7094,0.6356,2.1431,1.1275,1.1275,1.0486
1269.442,1.3323,1.3323,15.4838,-0.0047,2.0804,158.42,,22.1043,0.6583,1.9812,1.3323,1.3323,1.2033
1269.5944,1.5116,1.9541,15.2017,-0.0088,2.0804,158.3691,,22.6388,0.6641,1.8604,1.9541,1.5116,1.3468
1269.7468,1.6345,2.0643,14.9789,-0.0124,2.0804,155.7426,,26.017,0.6596,2.1857,2.0643,1.6345,1.4017
1269.8992,1.6241,1.6182,14.9881,-0.0147,2.0804,148.1152,,30.6276,0.6419,2.9311,1.6182,1.6241,1.4053
1270.0516,1.3108,1.3108,15.0235,-0.0147,2.0804,149.5241,,29.2827,0.556,3.4648,1.3108,1.3108,1.3108
1270.204,1.112,1.112,15.1814,-0.0116,2.0804,155.2955,,24.4106,0.5472,3.8065,1.112,1.112,1.112
1270.3564,0.8531,0.8531,15.3511,-0.0081,2.0804,164.1071,,24.2975,0.5588,5.1563,0.8531,0.8531,0.8531
1270.5088,0.8491,0.8491,15.5019,-0.0076,2.0804,163.8529,,23.5544,0.6122,7.2735,0.8491,0.8491,0.8491
1270.6612,0.9702,0.9702,15.7134,-0.008,2.0804,167.0899,,24.4577,0.6324,7.9291,0.9702,0.9702,0.9702
1270.8136,1.1534,1.1534,16.2233,-0.0086,2.0804,167.018,,25.5688,0.6448,4.2422,1.1534,1.1534,1.1534
1270.966,1.5411,1.5411,16.2037,-0.0097,2.0804,166.9202,,20.5482,0.6279,2.89,1.5411,1.5411,1.5411
1271.1184,1.7004,2.0152,15.6906,-0.0118,2.0804,166.9944,,19.9444,0.6142,2.1877,2.0152,1.7004,1.7004
1271.2708,1.8485,2.2306,15.2536,-0.0146,2.0804,158.057,,24.0661,0.6586,2.645,2.2306,1.8485,1.8485
1271.4232,1.8382,2.1217,14.9408,-0.0186,2.0804,153.1588,,25.4502,0.6845,3.1777,2.1217,1.8382,1.8382
1271.5756,1.6775,1.7225,14.7839,-0.0226,2.0804,157.9641,,25.4139,0.664,5.1971,1.7225,1.6775,1.6775
1271.728,1.3981,1.3981,14.7943,-0.0225,2.0804,148.0837,,22.5102,0.6141,8.2847,1.3981,1.3981,1.3981
1271.8804,1.1533,1.1533,14.7298,-0.0128,2.0804,148.0837,,22.3322,0.5873,6.8779,1.1533,1.1533,1.1533
1272.0328,1.0846,1.1048,14.7038,-0.0115,2.0804,146.6525,,22.3084,0.57,6.5377,1.1048,1.0846,1.0846
1272.1852,1.0571,1.1016,14.8008,-0.0145,2.0804,146.8441,,23.9782,0.573,4.4474,1.1016,1.0571,1.0571
1272.3376,1.0621,1.1066,14.9453,-0.0115,2.0804,160.6642,,27.9562,0.5817,3.5582,1.1066,1.0621,1.0621
1272.49,1.1005,1.1655,14.9464,-0.007,2.0804,162.1421,,27.9506,0.5832,3.3805,1.1655,1.1005,1.1005
1272.6424,1.1321,1.226,14.8553,-0.0036,2.0804,158.6758,,26.1258,0.5875,3.7281,1.226,1.1321,1.1321
1272.7948,1.1147,1.2236,14.8571,-0.0002,2.0804,157.7125,,24.8238,0.6093,5.4988,1.2236,1.1147,1.1147
1272.9472,1.0377,1.1582,14.9518,0.0006,2.0804,158.7861,,24.7765,0.6057,4.6202,1.1582,1.0377,1.0377
1273.0996,1.062,1.1736,14.9979,0.0007,2.1502,158.3477,,24.536,0.591,6.6985,1.1736,1.062,1.062
1273.252,1.1053,1.2303,15.0083,0.006,2.5688,161.6709,,24.076,0.533,10.8267,1.2303,1.1053,1.1053
1273.4044,1.3767,1.3767,14.9138,0.0167,2.8359,161.47,,20.0304,0.4779,11.0613,1.3767,1.3767,1.3767
1273.5568,1.9386,1.9386,14.7934,0.0171,2.767,156.7844,,21.9291,0.444,9.9149,1.9386,1.9386,1.9386
1273.7092,2.336,2.336,14.7556,0.0054,2.5789,151.0627,,23.8235,0.4473,7.3661,2.336,2.336,2.336
1273.8616,1.8291,1.8291,14.7397,-0.0024,2.3872,147.1336,,25.569,0.4825,5.7869,1.8291,1.8291,1.8291
1274.014,1.4086,1.4086,14.7301,-0.0108,2.1777,138.9786,,25.9652,0.5266,4.9379,1.4086,1.4086,1.4086
1274.1664,1.1571,1.1571,14.7105,-0.019,2.08,145.1025,,24.3901,0.5613,4.4582,1.1571,1.1571,1.1571
1274.3188,1.0051,1.0051,14.737,-0.0224,2.0796,147.9599,,23.7861,0.5732,4.3639,1.0051,1.0051,1.0051
1274.4712,0.92,0.92,14.8411,-0.0172,2.0792,169.3518,,24.7538,0.576,4.4888,0.92,0.92,0.92
1274.6236,0.8303,0.8303,14.935,-0.0129,2.0788,184.8971,,24.5751,0.5735,5.0596,0.8303,0.8303,0.8303
1274.776,0.7915,0.7915,15.0188,-0.0089,2.0784,181.8218,,23.9324,0.5494,5.1695,0.7915,0.7915,0.7915
1274.9284,0.7889,0.7889,15.0625,-0.0088,2.078,189.5747,,23.4802,0.5458,5.0098,0.7889,0.7889,0.7889
1275.0808,0.8673,0.8673,15.1242,-0.0094,2.0776,189.6391,,24.916,0.5253,4.4139,0.8673,0.8673,0.8673
1275.2332,0.9881,0.9881,15.1484,-0.0123,2.0772,190.2767,,25.6318,0.5277,4.6084,0.9881,0.9881,0.9881
1275.3856,1.2386,1.2386,15.0336,-0.0123,2.1216,178.2769,,21.9893,0.5459,6.3422,1.2386,1.2386,1.2386
1275.538,1.4972,1.9484,14.934,-0.0041,2.4008,181.6559,,21.4875,0.5482,9.7357,1.9484,1.4972,1.4972
1275.6904,1.616,2.0265,14.8503,0.007,2.6465,171.9292,,25.4157,0.5441,7.6886,2.0265,1.616,1.616
1275.8428,1.6384,1.91,14.8147,0.0084,2.6211,171.5746,,19.1123,0.5343,5.6375,1.91,1.6384,1.6384
1275.9952,1.3101,1.3101,14.7951,0.0013,2.2746,164.455,,23.5917,0.5482,4.9012,1.3101,1.3101,1.3101
1276.1476,1.046,1.046,14.8609,-0.0025,2.0837,158.7291,,26.5295,0.5596,4.2683,1.046,1.046,1.046
1276.3,0.9581,0.9581,15.026,-0.0013,2.0837,158.1558,,25.1449,0.5602,3.972,0.9581,0.9581,0.9581
1276.4524,0.8727,0.8727,15.2316,-0.0016,2.0836,155.3791,,28.4143,0.5578,3.7208,0.8727,0.8727,0.8727
1276.6048,0.8511,0.8511,15.4169,-0.0022,2.0836,155.3092,,27.13,0.5524,4.326,0.8511,0.8511,0.8511
1276.7572,0.862,0.862,15.8033,-0.0007,2.0835,156.7074,,24.0412,0.5542,4.8089,0.862,0.862,0.862
1276.9096,0.9314,0.9314,16.0061,-0.0032,2.0835,157.906,,25.0747,0.6006,5.5673,0.9314,0.9314,0.8868
1277.062,0.9637,1.1549,15.8316,-0.0071,2.0834,157.4521,,28.5379,0.6042,5.0306,1.1549,0.9637,0.9115
1277.2144,0.9673,1.25,15.3665,-0.0036,2.0834,157.3169,,24.9227,0.6209,4.3734,1.25,0.9673,0.9114
1277.3668,0.9541,1.1994,15.2167,-0.002,2.0833,153.6831,,25.3256,0.6438,3.9964,1.1994,0.9541,0.9072
1277.5192,0.9296,1.0917,15.3769,-0.0004,2.0833,153.5668,,23.9343,0.6377,4.003,1.0917,0.9296,0.8674
1277.6716,0.906,1.0264,15.6467,0.0033,2.0832,154.5835,,24.2206,0.6216,4.3062,1.0264,0.906,0.8341
1277.824,0.9029,1.0118,15.8557,0.0063,2.0832,155.3658,,27.4371,0.5813,4.5654,1.0118,0.9029,0.8277
1277.9764,0.9029,0.9985,15.9674,0.0063,2.0832,157.6797,,27.8811,0.5801,4.842,0.9985,0.9029,0.8277
1278.1288,0.9028,0.9714,16.0843,0.0029,2.0831,161.0373,,27.11,0.5838,5.3465,0.9714,0.9028,0.8276
1278.2812,0.8832,0.8914,16.1916,-0.0011,2.0831,164.0852,,28.2704,0.6145,5.9045,0.8914,0.8832,0.8347
1278.4336,0.8544,0.8702,16.2378,-0.0045,2.083,162.2641,,28.7694,0.6102,6.4401,0.8702,0.8544,0.8492
1278.586,0.9193,0.9634,16.258,-0.0076,2.083,157.0176,,25.7836,0.5663,5.3707,0.9634,0.9193,0.9193
1278.7384,1.0692,1.1636,16.1887,-0.0121,2.0829,155.3662,,26.0457,0.5523,2.9513,1.1636,1.0692,1.0692
1278.8908,1.259,1.473,16.0633,-0.0177,2.0829,154.7818,,25.6336,0.5794,2.2383,1.473,1.259,1.2012
1279.0432,1.4587,1.6515,15.8881,-0.0202,2.0828,152.6801,,23.8746,0.639,2.0043,1.8098,1.4587,1.2745
1279.1956,1.4683,1.7989,15.7968,-0.0207,2.0828,152.0816,,23.7913,0.6421,2.7447,1.9832,1.4683,1.2902
1279.348,1.3112,1.6569,15.735,-0.0192,2.0827,150.7316,,28.774,0.6,3.3887,1.8079,1.3112,1.1994
1279.5004,1.2014,1.204,15.5647,-0.0158,2.0827,156.4532,,27.5803,0.5679,3.3123,1.204,1.2014,1.0543
1279.6528,0.9905,1.0076,15.2695,-0.0124,2.0826,155.9129,,27.8724,0.5377,3.1905,1.0076,0.9905,0.9409
1279.8052,0.9078,0.9105,15.0935,-0.0079,2.0826,152.1838,,26.1576,0.5383,3.104,0.9105,0.9078,0.8332
1279.9576,0.854,0.9147,14.96,-0.0034,2.0825,150.0805,,28.6515,0.5665,3.0357,0.9147,0.854,0.8046
1280.11,0.8597,0.9287,15.0392,-0.0003,2.0825,154.2586,,27.7196,0.5957,3.1124,0.9287,0.8597,0.8068
1280.2624,0.898,0.9622,15.1468,0.001,2.0824,153.6986,,30.7224,0.6003,3.2229,0.9622,0.898,0.8307
1280.4148,0.9526,1.0372,15.2405,0.001,2.0824,153.0108,,28.6191,0.6033,3.6004,1.0372,0.9526,0.8666
1280.5672,1.0564,1.2146,15.3006,0.0005,2.0823,151.2598,,26.8409,0.6023,4.0085,1.2146,1.0564,0.9219
1280.7196,1.1247,1.3769,15.2844,0.0005,2.0823,151.6052,,31.3102,0.5932,4.7895,1.3769,1.1247,0.977
1280.872,1.1339,1.537,15.1311,-0.001,2.0823,151.0972,,25.6035,0.5756,4.5478,1.537,1.1339,1.0066
1281.0244,1.1338,1.5549,15.0213,-0.0075,2.0822,147.6409,,25.2978,0.5547,3.8435,1.5549,1.1338,1.0205
1281.1768,1.1201,1.3553,14.9215,-0.0136,2.0822,150.1129,,27.2344,0.5607,3.5258,1.3553,1.1201,1.0027
1281.3292,1.0656,1.1345,14.8218,-0.016,2.0821,151.0441,,26.1978,0.5748,3.6271,1.1345,1.0656,0.9364
1281.4816,1.0064,1.108,14.8736,-0.015,2.0821,151.1295,,25.4384,0.5751,4.7226,1.108,1.0064,0.9353
1281.634,1.0064,1.1079,15.0,-0.0116,2.082,153.248,,26.4248,0.5695,6.1535,1.1079,1.0064,0.9555
1281.7864,1.0156,1.1151,15.1222,-0.0087,2.082,157.5298,,24.2259,0.5697,6.8348,1.1151,1.0156,0.988
1281.9388,1.0112,1.1283,15.1624,-0.0055,2.0819,156.4051,,27.1699,0.6005,5.2993,1.1283,1.0112,0.9925
1282.0912,0.9939,1.1282,15.0678,-0.003,2.0819,156.3203,,24.6323,0.6094,4.2205,1.1282,0.9939,0.9656
1282.2436,0.9437,1.0514,14.97,-0.0004,2.0818,145.5036,,29.11,0.6008,3.9301,1.0514,0.9437,0.9265
1282.396,0.9223,0.991,14.7304,-0.0004,2.0818,143.5103,,29.6043,0.5809,3.7775,0.991,0.9223,0.8912
1282.5484,0.9128,0.961,14.5897,-0.0004,2.0817,142.113,,28.7983,0.5631,4.3112,0.961,0.9128,0.8891
1282.7008,0.9013,0.974,14.6036,-0.0004,2.0817,141.8648,,26.296,0.5647,4.7688,0.974,0.9013,0.8931
1282.8532,0.909,1.0369,14.6808,0.0006,2.0816,137.6309,,26.6691,0.5703,5.3268,1.0369,0.909,0.909
1283.0056,0.946,1.1409,14.7133,0.0011,2.0816,156.3323,,25.1392,0.5817,5.6485,1.1645,0.946,0.946
1283.158,0.9756,1.1752,14.6846,0.0001,2.0815,153.2616,,20.9121,0.5811,6.4251,1.2242,0.9756,0.9756
1283.3104,1.0011,1.1751,14.5437,-0.0029,2.0815,154.5321,,23.7594,0.5802,6.2399,1.2415,1.0011,1.0011
1283.4628,1.0011,1.159,14.4029,-0.0084,2.0814,155.6766,,21.5045,0.5977,5.1396,1.2046,1.0011,1.0011
1283.6152,0.9931,1.1044,14.3079,-0.0159,2.0814,153.2422,,24.5468,0.6133,4.3326,1.1044,0.9931,0.9931
1283.7676,0.9579,1.0055,14.1756,-0.0174,2.0814,153.088,,23.8445,0.6105,4.3137,1.0055,0.9579,0.9579
1283.92,0.9197,0.9412,14.1255,-0.0174,2.0813,153.9442,,24.8035,0.5883,3.7682,0.9412,0.9197,0.9197
1284.0724,0.8886,0.8886,14.191,-0.0134,2.0813,155.2812,,23.517,0.5305,3.7342,0.8886,0.8886,0.8886
1284.2248,0.8684,0.8684,14.3081,-0.0092,2.0812,157.109,,24.4783,0.5467,3.9386,0.8684,0.8684,0.8684
1284.3772,0.8802,0.8802,14.6389,-0.0055,2.0812,155.9535,,26.3536,0.5922,5.0377,0.8802,0.8802,0.8802
1284.5296,1.0012,1.0012,14.9465,-0.0021,2.0811,155.1665,,29.5307,0.6472,4.9002,1.0012,1.0012,1.0012
1284.682,1.0876,1.1463,15.0059,-0.0008,2.0811,162.3472,,28.117,0.6566,3.6904,1.1463,1.1278,1.0876
1284.8344,1.1479,1.4398,14.9138,-0.0008,2.081,163.2475,,28.203,0.6582,2.8361,1.4398,1.2338,1.1479
1284.9868,1.162,1.5385,14.6877,-0.0013,2.081,162.0725,,27.3009,0.6043,2.7565,1.5385,1.3017,1.162
1285.1392,1.1743,1.4349,14.6267,-0.0013,2.0809,158.1479,,28.1619,0.6011,3.5222,1.4349,1.3151,1.1743
1285.2916,1.139,1.3036,14.6357,0.0012,2.0809,153.4519,,27.676,0.6003,3.8823,1.3036,1.2087,1.139
1285.444,1.0555,1.1737,14.6571,0.0042,2.0808,152.4719,,27.4318,0.5936,3.5481,1.1737,1.0555,1.0555
1285.5964,0.9912,1.1426,14.7009,0.0073,2.0808,157.025,,28.6304,0.5862,3.9327,1.1426,0.9912,0.9616
1285.7488,1.0002,1.1239,14.8251,0.0113,2.0807,156.8988,,26.5364,0.59,5.4065,1.1239,1.0002,0.9468
1285.9012,1.0222,1.1163,14.9974,0.0152,2.0807,155.333,,21.5433,0.5943,5.6625,1.1163,1.0222,0.9467
1286.0536,1.0302,1.1061,15.0575,0.0193,2.0806,155.554,,24.8888,0.6003,4.8401,1.1061,1.0302,0.9467
1286.206,0.9864,1.0635,15.0197,0.0138,2.0806,156.5789,,26.8426,0.6003,4.6917,1.0635,0.9864,0.9272
1286.3584,0.8919,0.9774,14.908,0.0107,2.0805,156.2832,,25.2578,0.6004,5.2553,0.9774,0.8919,0.8699
1286.5108,0.8963,0.9465,14.6865,0.0071,2.0805,158.3242,,24.7992,0.5864,5.2529,0.9465,0.8963,0.8391
1286.6632,0.9165,0.9552,14.5034,0.0028,2.0804,141.9074,,24.6993,0.5448,4.754,0.9552,0.9165,0.825
1286.8156,0.9545,0.9817,14.4291,-0.0007,2.0804,139.4342,,26.7363,0.5156,4.2278,0.9817,0.9545,0.835
1286.968,1.0036,1.0309,14.3793,-0.0077,2.0804,137.9526,,24.4638,0.5216,5.0383,1.0309,1.0136,0.8662
1287.1204,1.067,1.1159,14.3695,-0.0082,2.2533,138.1195,,22.7874,0.5377,6.9572,1.1159,1.0913,0.9249
1287.2728,1.1158,1.192,14.3398,-0.0051,2.3976,142.2701,,21.2517,0.5528,8.2253,1.192,1.155,1.0044
1287.4252,1.1208,1.3399,14.2777,-0.0017,2.4567,143.2794,,21.7488,0.5679,6.6153,1.3399,1.1787,1.0181
1287.5776,1.0981,1.3337,14.2103,0.0003,2.3496,143.8484,,25.8892,0.5971,5.4408,1.3337,1.1499,1.0195
1287.73,1.0804,1.3035,14.2105,0.0002,2.2179,147.1648,,26.4611,0.619,4.3483,1.3035,1.1467,1.0292
1287.8824,1.0962,1.2856,14.2107,-0.0022,2.1181,153.0509,,25.8281,0.6277,4.133,1.2856,1.1676,1.0962
1288.0348,1.1104,1.3008,14.2318,-0.0007,2.0873,154.4347,,28.8652,0.6129,4.0015,1.3008,1.1702,1.1104
1288.1872,1.0902,1.3542,14.2489,0.0029,2.0761,154.3119,,27.76,0.5916,4.4184,1.3542,1.0515,1.0902
1288.3396,0.9426,1.0502,14.3507,0.0054,2.0848,153.9439,,31.2566,0.5767,4.7431,1.0502,0.9426,0.9426
1288.492,0.9372,1.0337,14.4812,0.0064,2.0941,151.7143,,32.7991,0.5792,5.2211,1.0337,0.9372,0.9372
1288.6444,1.0177,1.296,14.5613,0.0054,2.1197,151.4409,,33.6485,0.59,5.3849,1.296,1.0177,1.0177
1288.7968,1.105,1.5955,14.6421,0.0044,2.1297,148.7,430.5653,34.9852,0.6198,5.7079,1.5955,1.105,1.105
1288.9492,1.0999,1.4213,14.7315,0.0074,2.1346,147.8301,405.258,35.7621,0.6213,5.9722,1.4213,1.0999,1.0999
1289.1016,1.0948,1.2053,14.8095,0.018,2.1327,148.2476,402.2807,34.2923,0.5906,6.4193,1.2053,1.0948,1.0948
1289.254,1.1525,1.2219,14.8924,0.0349,2.1243,148.7142,402.2807,35.1477,0.5727,6.9792,1.2219,1.1525,1.1525
1289.4064,1.1537,1.2957,14.9885,0.0539,2.1201,150.6433,409.724,36.2731,0.5587,7.57,1.2957,1.1537,1.1537
1289.5588,1.1102,1.295,15.1491,0.0802,2.1301,149.4996,408.2354,39.1315,0.569,7.42,1.295,1.1102,1.1257
1289.7112,1.0328,1.1853,15.3236,0.0857,2.1441,149.1003,388.8827,38.1347,0.588,7.2784,1.1853,1.0328,0.899
1289.8636,0.9347,1.1994,15.3419,0.073,2.158,149.722,388.8827,36.666,0.6106,6.8382,1.1994,0.9347,0.9026
1290.016,0.9113,1.5078,15.2522,0.0525,2.1715,149.6554,388.8827,36.1744,0.6224,6.5671,1.351,0.9113,1.2671
1290.1684,0.903,1.6752,15.2224,0.028,2.1716,149.7015,393.3487,33.551,0.6081,6.3781,1.3143,0.903,1.2618
1290.3208,0.9029,1.6278,15.1926,0.0111,2.1597,150.2859,396.326,34.2428,0.5873,6.5409,1.2171,0.9029,1.2184
