DEPTH,CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RACH,RDEP,RLA2,RLA4,RMED,RMIC,RPCH,RSHAL,SP
1580.4384,13.1963,-0.0003,2.201,118.336,277.49,78.6966,0.4521,2.8597,1.7357,2.0289,1.9507,2.0289,2.0289,1.6583,1.553,1.8246,33.843
1580.5908,13.2038,0.0013,2.1757,119.04,278.997,75.5191,0.4339,2.8502,1.7348,1.9959,1.9166,1.9959,1.9959,1.5531,1.5434,1.8546,32.9607
1580.7432,13.1963,0.0017,2.1787,120.372,280.065,76.1921,0.4234,2.8724,1.7493,1.9293,1.8563,1.9293,1.9293,1.5217,1.5149,1.7153,32.1673
1580.8956,13.2188,0.0018,2.1953,121.799,279.54,76.4036,0.3992,2.9034,1.7511,1.9722,1.8399,1.9722,1.9722,1.611,1.5188,1.6818,31.9652
1581.048,13.0839,0.0018,2.1946,120.863,279.649,80.747,0.4059,2.9242,1.7547,2.0319,1.911,2.0319,2.0319,1.7592,1.5497,1.9065,31.8357
1581.2004,13.0165,0.0016,2.166,121.465,278.243,78.3122,0.4234,2.9351,1.7608,1.8787,1.7997,1.8787,1.8787,1.6744,1.5695,1.71,32.1656
1581.3528,13.0053,-0.0003,2.1765,120.81,275.688,80.6668,0.4313,2.8297,1.751,1.9816,1.8321,1.9816,1.9816,1.5903,1.526,1.7165,32.8374
1581.5052,13.1364,-0.0025,2.1925,120.077,274.026,77.7653,0.4337,2.7273,1.7514,2.0547,1.9655,2.0547,2.0547,1.6032,1.528,1.9026,33.5179
1581.6576,13.1401,-0.0041,2.1696,119.624,274.185,78.718,0.4408,2.6836,1.7773,2.1532,2.0205,2.1532,2.1532,1.6541,1.565,1.9631,34.1172
1581.81,13.1214,-0.0051,2.1743,120.381,271.697,74.3028,0.4589,2.6108,1.8031,2.2411,2.1171,2.2411,2.2411,1.7439,1.5909,1.9387,34.5454
1581.9624,13.1626,-0.005,2.1645,120.172,268.368,76.5401,0.4796,2.578,1.8302,2.2903,2.1518,2.2903,2.2903,2.0654,1.6429,2.0123,34.9733
1582.1148,13.3012,0.0,2.1904,120.075,262.97,78.2339,0.4829,2.5688,1.8407,2.2554,2.1081,2.2554,2.2554,2.1816,1.6557,2.0074,36.0838
1582.2672,13.3648,0.0001,2.1719,120.055,260.393,80.8908,0.477,2.5897,1.843,2.1132,2.0352,2.1132,2.1132,1.7021,1.63,2.0025,37.0458
1582.4196,13.421,-0.0009,2.1611,120.514,257.076,79.7541,0.4692,2.6352,1.8442,2.1487,2.0553,2.1487,2.1487,1.6471,1.6041,2.0022,37.7033
1582.572,13.466,-0.0003,2.1516,120.419,258.226,77.6555,0.4497,2.6616,1.8498,2.2167,2.1309,2.2167,2.2167,1.8914,1.6399,2.0805,38.205
1582.7244,13.436,0.0002,2.1746,119.892,257.573,76.5555,0.4253,2.6624,1.8598,2.244,2.1554,2.244,2.244,2.0753,1.6874,2.0973,38.7213
1582.8768,13.4285,0.0002,2.1781,119.361,257.495,75.2049,0.4,2.6075,1.8542,2.1619,2.1216,2.1619,2.1619,1.6519,1.6643,2.0491,39.271
1583.0292,13.4772,0.0002,2.1494,118.699,260.692,75.902,0.3868,2.578,1.8288,2.0419,1.9986,2.0419,2.0419,1.6012,1.6235,1.9606,39.6134
1583.1816,13.5109,-0.0043,2.1507,117.559,259.43,75.7121,0.3871,2.6347,1.8185,1.8959,1.8228,1.8959,1.8959,1.5268,1.5549,1.818,39.6128
1583.334,13.5109,-0.0011,2.1253,116.384,259.325,75.2631,0.4062,2.8276,1.8208,1.8512,1.7538,1.8512,1.8512,1.2093,1.5121,1.7467,39.5114
1583.4864,13.466,0.0003,2.1577,118.206,257.645,74.0181,0.4258,2.9632,1.8413,2.0266,1.8067,2.0266,2.0266,1.2096,1.5759,1.7336,39.0812
1583.6388,13.3161,0.005,2.1086,117.782,255.056,72.2103,0.4307,2.9783,1.855,2.5281,2.2205,2.5281,2.5281,1.4514,1.6663,1.936,38.1525
1583.7912,13.3087,0.006,2.0437,117.806,254.441,69.7755,0.4295,2.9254,1.8539,2.2069,2.051,2.2069,2.2069,1.9281,1.7212,1.8449,37.5069
1583.9436,13.3536,0.0058,2.1593,117.325,252.827,65.801,0.4402,2.8725,1.8552,2.0234,1.8724,2.0234,2.0234,1.9496,1.6628,1.6994,37.1296
1584.096,13.3761,0.0,2.1373,116.677,259.788,66.0815,0.4863,2.8002,1.8161,1.8819,1.7694,1.8819,1.8819,1.4191,1.5919,1.7423,37.0908
1584.2484,13.421,-0.0005,2.1627,116.06,264.45,65.1711,0.5272,2.8101,1.7967,1.8018,1.7198,1.8018,1.8018,1.2309,1.5658,1.6389,36.753
1584.4008,13.466,-0.0008,2.1029,116.213,266.481,73.0624,0.5292,2.901,1.7681,1.8886,1.7376,1.8886,1.8746,1.144,1.5717,1.6651,36.327
1584.5532,13.3536,0.0019,2.0794,117.029,266.327,74.292,0.5005,2.9532,1.7622,1.9464,1.7601,1.9464,1.8749,1.2474,1.5785,1.6769,36.1825
1584.7056,13.3536,0.0001,2.1031,118.308,261.657,73.5937,0.4444,2.9644,1.7582,1.8192,1.7236,1.8192,1.822,1.1916,1.5333,1.6232,36.1819
1584.858,13.3386,-0.0001,2.1508,118.414,261.956,69.2535,0.4134,2.9438,1.762,1.8053,1.6998,1.8053,1.8134,1.1623,1.5111,1.5917,36.0906
1585.0104,13.3311,-0.0001,2.1149,115.692,263.988,67.4889,0.4045,2.8721,1.773,1.8641,1.6995,1.8641,1.8328,1.1888,1.498,1.4976,36.4057
1585.1628,13.3236,0.0002,2.1061,113.912,262.596,71.9306,0.4006,2.7959,1.7747,1.9124,1.7033,1.9124,1.8725,1.211,1.5016,1.5493,36.9859
1585.3152,13.2937,0.0002,2.1022,113.662,260.703,72.925,0.3983,2.7755,1.7836,1.9383,1.7109,1.9383,1.8683,1.2224,1.544,1.4982,38.8778
1585.4676,13.2862,0.0003,2.1041,115.3,257.192,73.801,0.3977,2.776,1.7877,1.9247,1.7241,1.9247,1.8652,1.2223,1.5568,1.5941,40.6643
1585.62,13.2412,-0.0007,2.1052,116.622,256.986,72.4166,0.3973,2.7884,1.7881,2.0243,1.7713,2.0243,1.9511,1.2109,1.5558,1.5435,41.4154
1585.7724,13.1513,-0.0004,2.0616,116.135,256.533,71.9515,0.4194,2.797,1.7937,2.15,1.8415,2.15,1.9967,1.2121,1.5848,1.6782,41.7334
1585.9248,13.0989,0.0004,2.1831,115.056,258.645,73.3598,0.4263,2.7575,1.7787,1.9688,1.6844,1.9688,1.9209,1.8976,1.6279,1.4634,42.0183
1586.0772,13.0614,0.0004,2.3394,114.983,260.963,71.8888,0.4188,2.7253,1.7674,1.8644,1.6478,1.8644,1.8103,2.2589,1.6206,1.45,42.1184
1586.2296,13.1139,0.0004,2.0778,114.492,251.854,69.5599,0.4063,2.6713,1.7798,1.8458,1.64,1.8458,1.7864,1.1045,1.5273,1.4244,42.1177
1586.382,13.0952,-0.0004,2.1278,114.504,250.68,65.5673,0.3891,2.7088,1.7743,1.8679,1.6358,1.8195,1.767,1.1178,1.4828,1.4052,42.3185
1586.5344,12.9566,-0.0015,2.1479,114.907,257.653,66.86,0.3853,2.8212,1.7779,1.8727,1.6071,1.8279,1.7555,1.0749,1.4952,1.4582,41.915
1586.6868,13.0165,-0.0005,2.1417,115.222,266.084,65.2691,0.3886,2.9069,1.777,1.9339,1.6833,1.9144,1.8349,1.1383,1.536,1.505,41.4527
1586.8392,13.0165,0.0,2.1262,114.956,267.646,68.7003,0.4289,3.0758,1.7641,1.9849,1.7286,1.9529,1.8884,1.1766,1.5669,1.491,40.6406
1586.9916,12.9715,0.0001,2.0876,114.111,267.897,67.9301,0.4536,3.1325,1.7459,2.0236,1.7284,1.974,1.8949,1.1949,1.5326,1.4501,40.2634
1587.144,12.9266,0.0006,2.143,114.316,266.938,73.4121,0.4585,3.0673,1.7301,1.9928,1.6896,1.9355,1.8148,1.4217,1.4828,1.4432,39.1672
1587.2964,12.8817,0.0032,2.1674,115.333,265.671,73.0569,0.4311,2.9679,1.7243,1.8014,1.5946,1.8014,1.7198,1.3907,1.4989,1.4368,38.3559
1587.4488,12.8217,0.0037,2.118,115.87,257.768,71.8157,0.4124,2.7752,1.7421,1.847,1.6497,1.847,1.7727,1.1393,1.578,1.486,37.2539
1587.6012,12.8442,0.0033,2.095,116.581,257.08,71.5125,0.4213,2.6729,1.7635,1.9032,1.691,1.9032,1.842,1.077,1.6359,1.5191,36.8755
1587.7536,12.9191,0.0016,2.1171,116.641,260.601,71.5258,0.4331,2.6895,1.7745,1.9425,1.7338,1.9425,1.8865,1.108,1.6048,1.4794,36.8749
1587.906,12.994,0.0002,2.1393,115.836,259.008,73.7489,0.4347,2.6904,1.7692,1.9286,1.7271,1.9286,1.8871,1.1836,1.5678,1.5566,37.1764
1588.0584,13.0839,-0.0018,2.1104,116.099,271.534,70.3959,0.4516,2.8472,1.7448,1.8941,1.6992,1.8941,1.8594,1.224,1.5148,1.5353,38.0339
1588.2108,13.1813,-0.003,2.1189,116.846,271.986,66.3773,0.4619,2.8149,1.7308,1.95,1.7151,1.95,1.8764,1.2772,1.4959,1.5526,38.5956
1588.3632,13.2562,-0.0031,2.1342,117.748,271.238,64.3659,0.4641,2.7654,1.7104,1.9334,1.7073,1.9334,1.8633,1.2644,1.497,1.54,39.3475
1588.5156,13.2749,-0.0041,2.1373,117.961,269.533,66.032,0.4546,2.7397,1.6837,2.0006,1.7899,2.0006,1.9309,1.391,1.5207,1.6305,39.9745
1588.668,13.2974,-0.005,2.1601,117.293,267.528,70.2358,0.4114,2.7145,1.669,2.0594,1.8714,2.0594,1.9996,1.4514,1.5061,1.6476,40.3666
1588.8204,13.3311,-0.005,2.1169,116.69,262.791,73.8096,0.3939,2.6753,1.6535,1.8535,1.7144,1.8535,1.8465,1.2825,1.4768,1.559,40.7424
1588.9728,13.3985,-0.005,2.1137,116.79,258.725,74.2375,0.3944,2.7062,1.649,1.7659,1.694,1.7659,1.7815,1.2882,1.4618,1.6365,40.8975
1589.1252,13.436,-0.0033,2.1277,116.468,258.344,74.757,0.4133,2.8055,1.649,1.7624,1.7095,1.7624,1.7578,1.2464,1.4318,1.7233,40.5948
1589.2776,13.5783,0.0001,2.1009,116.35,252.501,73.488,0.4201,2.9694,1.6483,1.7938,1.6956,1.7938,1.7938,1.1852,1.4272,1.7419,40.3928
1589.43,13.6682,0.0001,2.1261,115.876,261.507,70.381,0.4118,3.0804,1.6468,1.7858,1.6895,1.7858,1.7858,1.1633,1.4164,1.749,40.1981
1589.5824,13.7244,0.0002,2.1031,115.652,262.481,66.9483,0.4002,3.1707,1.6586,1.816,1.7356,1.816,1.816,1.2005,1.4245,1.7567,39.9484
1589.7348,13.5783,0.0012,2.0852,117.823,260.128,67.0407,0.4199,3.0984,1.683,1.9162,1.8401,1.9162,1.9162,1.4218,1.4358,1.8016,39.5871
1589.8872,13.3985,0.0017,2.1186,120.074,255.215,65.6818,0.4538,2.9589,1.7107,2.1604,1.9964,2.1604,2.1604,2.0304,1.4873,1.9896,39.2827
1590.0396,13.23,0.0013,2.1205,118.259,248.159,64.6452,0.4657,2.8068,1.7423,2.5405,2.2162,2.5405,2.5405,3.1822,1.6522,2.237,38.9801
1590.192,13.3087,0.0003,2.2209,117.584,245.664,62.1422,0.4472,2.7013,1.746,2.6949,2.675,2.6949,2.6949,3.5275,1.766,2.3551,38.5767
1590.3444,13.3985,0.0033,2.1526,116.529,239.85,67.2484,0.4047,2.5889,1.7361,2.3254,2.1464,2.3254,2.3254,1.8239,1.6354,2.1933,37.2947
