DEPTH,CALI,DENC,DENS,DTC,DTS,DTS1,DTS2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP
414.9352,,,,,,,,33.4723,,,,,,
415.0876,,,,,,,,26.6161,,,,,,
415.24,,,,,,,,26.4789,,,,,,
415.3924,,,,,,,,27.7168,,,,,,
415.5448,,,,,,,,29.9321,,,,,,
415.6972,,,,,,,,26.6486,,,,,,
415.8496,,,,,,,,25.8395,,,,,,
416.002,,,,,,,,26.9432,,,,,,
416.1544,,,,,,,,30.1294,,,,,,
416.3068,,,,,,,,28.4489,,,,,,
416.4592,,,,,,,,29.7237,,,,,,
416.6116,,,,,,,,28.527,,,,,,
416.764,,,,,,,,27.6152,,,,,,
416.9164,,,,,,,,25.5837,,,,,,
417.0688,,,,,,,,25.7712,,,,,,
417.2212,,,,,,,,32.2984,,,,,,
417.3736,,,,,,,,26.4431,,,,,,
417.526,,,,,,,,25.3974,,,,,,
417.6784,,,,,,,,27.3114,,,,,,
417.8308,,,,,,,,26.5658,,,,,,
417.9832,,,,,,,,34.0231,,,,,,
418.1356,,,,,,,,29.0395,,,,,,
418.288,,,,,,,,32.2635,,,,,,
418.4404,,,,,,,,29.091,,,,,,
418.5928,,,,,,,,30.6018,,,,,,
418.7452,,,,,,,,25.678,,,,,,
418.8976,,,,,,,,27.9301,,,,,,
419.05,,,,,,,,26.9179,,,,,,
419.2024,,,,,,,,25.832,,,,,,
419.3548,,,,,,,,25.7457,,,,,,
419.5072,,,,,,,,26.1406,,,,,,
419.6596,,,,,,,,24.8779,,,,,,
419.812,,,,,,,,27.4041,,,,,,
419.9644,,,,,,,,29.1822,,,,,,
420.1168,,,,,,,,29.3246,,,,,,
420.2692,,,,,,,,31.5798,,,,,,
420.4216,,,,,,,,29.717,,,,,,
420.574,,,,,,,,28.0884,,,,,,
420.7264,,,,,,,,27.7569,,,,,,
420.8788,,,,,,,,28.2244,,,,,,
421.0312,,,,,,,,28.5824,,,,,,
421.1836,,,,,,,,28.0928,,,,,,
421.336,,,,,,,,28.8511,,,,,,
421.4884,,,,,,,,26.3984,,,,,,
421.6408,,,,,,,,23.3228,,,,,,
421.7932,,,,,,,,25.9296,,,,,,
421.9456,,,,,,,,28.5156,,,,,,
422.098,,,,,,,,27.622,,,,,,
422.2504,,,,,,,,27.8503,,,,,,
422.4028,,,,,,,,27.7876,,,,,,
422.5552,,,,,,,,30.022,,,,,,
422.7076,,,,,,,,29.6604,,,,,,
422.86,,,,,,,,29.6887,,,,,,
423.0124,,,,,,,,32.3442,,,,,,
423.1648,,,,,,,,31.6649,,,,,,
423.3172,,,,,,,,31.446,,,,,,
423.4696,,,,,,,,31.9907,,,,,,
423.622,,,,,,,,30.9971,,,,,,
423.7744,,,,,,,,31.633,,,,,,
423.9268,,,,,,,,29.6006,,,,,,
424.0792,,,,,,,,32.9649,,,,,,
424.2316,,,,,,,,35.212,,,,,,
424.384,,,,,,,,33.3312,,,,,,
424.5364,,,,,,,,29.8171,,,,,,
424.6888,,,,,,,,33.3657,,,,,,
424.8412,,,,,,,,30.6836,,,,,,
424.9936,,,,,,,,30.469,,,,,,
425.146,,,,,,,,32.4541,,,,,,
425.2984,,,,,,,,26.7493,,,,,,
425.4508,,,,,,,,26.0085,,,,,,
425.6032,,,,,,,,28.0153,,,,,,
425.7556,,,,,,,,34.0551,,,,,,
425.908,,,,,,,,33.425,,,,,,
426.0604,,,,,,,,32.0513,,,,,,
426.2128,,,,,,,,29.5498,,,,,,
426.3652,,,,,,,,29.4808,,,,,,
426.5176,,,,,,,,33.2447,,,,,,
426.67,,,,,,,,33.6063,,,,,,
426.8224,,,,,,,,30.7034,,,,,,
426.9748,,,,,,,,30.0242,,,,,,
427.1272,,,,,,,,29.8743,,,,,,
427.2796,,,,,,,,29.8399,,,,,,
427.432,,,,,,,,32.0784,,,,,,
427.5844,,,,,,,,32.2649,,,,,,
427.7368,,,,,,,,29.1251,,,,,,
427.8892,,,,,,,,28.8262,,,,,,
428.0416,,,,,,,,28.5897,,,,,,
428.194,,,,,,,,25.976,,,,,,
428.3464,,,,,,,,27.7902,,,,,,
428.4988,,,,,,,,28.7678,,,,,,
428.6512,,,,,,,,29.7359,,,,,,
428.8036,,,,,,,,29.2738,,,,,,
428.956,,,,,,,,29.6677,,,,,,
429.1084,,,,,,,,29.1066,,,,,,
429.2608,,,,,,,,25.6182,,,,,,
429.4132,,,,,,,,23.141,,,,,,
429.5656,,,,,,,,29.4419,,,,,,
429.718,,,,,,,,31.3982,,,,,,
429.8704,,,,,,,,24.6646,,,,,,
430.0228,,,,,,,,26.8858,,,,,,
430.1752,,,,,,,,30.0727,,,,,,
430.3276,,,,,,,,29.3823,,,,,,
430.48,,,,,,,,28.3285,,,,,,
430.6324,,,,,,,,28.7906,,,,,,
430.7848,,,,,,,,29.2201,,,,,,
430.9372,,,,,,,,27.1397,,,,,,
431.0896,,,,,,,,29.7124,,,,,,
431.242,,,,,,,,30.0481,,,,,,
431.3944,,,,,,,,31.3295,,,,,,
431.5468,,,,,,,,28.7313,,,,,,
431.6992,,,,,,,,27.5417,,,,,,
431.8516,,,,,,,,26.6018,,,,,,
432.004,,,,,,,,25.7922,,,,,,
432.1564,,,,,,,,26.223,,,,,,
432.3088,,,,,,,,32.0402,,,,,,
432.4612,,,,,,,,33.5345,,,,,,
432.6136,,,,,,,,27.7524,,,,,,
432.766,,,,,,,,29.5708,,,,,,
432.9184,,,,,,,,32.141,,,,,,
433.0708,,,,,,,,29.3789,,,,,,
433.2232,,,,,,,,32.3537,,,,,,
433.3756,,,,,,,,30.4711,,,,,,
433.528,,,,,,,,27.6703,,,,,,
433.6804,,,,,,,,31.2083,,,,,,
433.8328,,,,,,,,28.7331,,,,,,
433.9852,,,,,,,,25.3755,,,,,,
434.1376,,,,,,,,27.1905,,,,,,
434.29,,,,,,,,26.4292,,,,,,
434.4424,,,,,,,,28.302,,,,,,
434.5948,,,,,,,,26.2885,,,,,,
434.7472,,,,,,,,30.2423,,,,,,
434.8996,,,,,,,,30.1006,,,,,,
435.052,,,,,,,,26.9215,,,,,,
435.2044,,,,,,,,26.3569,,,,,,
435.3568,,,,,,,,25.1708,,,,,,
435.5092,,,,,,,,31.5368,,,,,,
435.6616,,,,,,,,29.3948,,,,,,
435.814,,,,,,,,31.6946,,,,,,
435.9664,,,,,,,,32.0676,,,,,,
436.1188,,,,,,,,32.7514,,,,,,
436.2712,,,,,,,,36.2954,,,,,,
436.4236,,,,,,,,34.899,,,,,,
436.576,,,,,,,,34.0211,,,,,,
436.7284,,,,,,,,33.2113,,,,,,
436.8808,,,,,,,,32.129,,,,,,
437.0332,,,,,,,,31.2715,,,,,,
437.1856,,,,,,,,33.3517,,,,,,
437.338,,,,,,,,31.1328,,,,,,
437.4904,,,,,,,,31.3511,,,,,,
437.6428,,,,,,,,30.8241,,,,,,
437.7952,,,,,,,,30.3278,,,,,,
437.9476,,,,,,,,31.3389,,,,,,
438.1,,,,,,,,32.2909,,,,,,
438.2524,,,,,,,,30.6121,,,,,,
438.4048,,,,,,,,32.483,,,,,,
438.5572,,,,,,,,32.0946,,,,,,
438.7096,,,,,,,,32.2972,,,,,,
438.862,,,,,,,,28.8915,,,,,,
439.0144,,,,,,,,32.2208,,,,,,
439.1668,,,,,,,,29.834,,,,,,
439.3192,,,,,,,,28.7758,,,,,,
439.4716,,,,,,,,27.4084,,,,,,
439.624,,,,,,,,29.1867,,,,,,
439.7764,,,,,,,,30.0159,,,,,,
439.9288,,,,,,,,31.1002,,,,,,
440.0812,,,,,,,,31.3143,,,,,,
440.2336,,,,,,,,34.727,,,,,,
440.386,,,,,,,,32.1703,,,,,,
440.5384,,,,,,,,26.7958,,,,,,
440.6908,,,,,,,,26.6768,,,,,,
440.8432,,,,,,,,29.5378,,,,,,
440.9956,,,,,,,,31.4331,,,,,,
441.148,,,,,,,,29.5097,,,,,,
441.3004,,,,,,,,35.2919,,,,,,
441.4528,,,,,,,,32.8649,,,,,,
441.6052,,,,,,,,31.9032,,,,,,
441.7576,,,,,,,,29.8314,,,,,,
441.91,,,,,,,,28.3342,,,,,,
442.0624,,,,,,,,30.6172,,,,,,
442.2148,,,,,,,,31.066,,,,,,
442.3672,,,,,,,,31.7742,,,,,,
442.5196,,,,,,,,31.645,,,,,,
442.672,,,,,,,,28.4777,,,,,,
442.8244,,,,,,,,29.7294,,,,,,
442.9768,,,,,,,,27.5364,,,,,,
443.1292,,,,,,,,32.6293,,,,,,
443.2816,,,,,,,,31.8813,,,,,,
443.434,,,,,,,,30.6163,,,,,,
443.5864,,,,,,,,24.6215,,,,,,
443.7388,,,,,,,,33.3343,,,,,,
443.8912,,,,,,,,33.7741,,,,,,
444.0436,,,,,,,,29.7611,,,,,,
444.196,,,,,,,,27.7464,,,,,,
444.3484,,,,,,,,28.7136,,,,,,
444.5008,,,,,,,,26.7504,,,,,,
444.6532,,,,,,,,29.0159,,,,,,
444.8056,,,,,,,,29.1407,,,,,,
444.958,,,,,,,,31.9883,,,,,,
445.1104,,,,,,,,29.4516,,,,,,
445.2628,,,,,,,,30.5128,,,,,,
445.4152,,,,,,,,32.349,,,,,,
445.5676,,,,,,,,30.1087,,,,,,
445.72,,,,,,,,31.2948,,,,,,
445.8724,,,,,,,,31.723,,,,,,
446.0248,,,,,,,,33.716,,,,,,
446.1772,,,,,,,,30.9361,,,,,,
446.3296,,,,,,,,32.632,,,,,,
446.482,,,,,,,,35.7132,,,,,,
446.6344,,,,,,,,33.1767,,,,,,
446.7868,,,,,,,,31.6193,,,,,,
446.9392,,,,,,,,29.9996,,,,,,
447.0916,,,,,,,,29.8074,,,,,,
447.244,,,,,,,,30.7743,,,,,,
447.3964,,,,,,,,29.1837,,,,,,
447.5488,,,,,,,,31.9279,,,,,,
447.7012,,,,,,,,29.3887,,,,,,
447.8536,,,,,,,,33.5474,,,,,,
448.006,,,,,,,,26.7767,,,,,,
448.1584,,,,,,,,28.8543,,,,,,
448.3108,,,,,,,,31.143,,,,,,
448.4632,,,,,,,,32.8238,,,,,,
448.6156,,,,,,,,29.749,,,,,,
448.768,,,,,,,,30.1131,,,,,,
448.9204,,,,,,,,27.469,,,,,,
449.0728,,,,,,,,29.2834,,,,,,
449.2252,,,,,,,,30.2473,,,,,,
449.3776,,,,,,,,32.2101,,,,,,
449.53,,,,,,,,31.0944,,,,,,
449.6824,,,,,,,,28.989,,,,,,
449.8348,,,,,,,,31.5885,,,,,,
449.9872,,,,,,,,34.0189,,,,,,
450.1396,,,,,,,,33.8537,,,,,,
450.292,,,,,,,,33.3897,,,,,,
450.4444,,,,,,,,32.4129,,,,,,
450.5968,,,,,,,,32.9005,,,,,,
450.7492,,,,,,,,32.8559,,,,,,
450.9016,,,,,,,,31.3766,,,,,,
451.054,,,,,,,,29.2405,,,,,,
451.2064,,,,,,,,26.726,,,,,,
451.3588,,,,,,,,28.7286,,,,,,
451.5112,,,,,,,,29.0268,,,,,,
451.6636,,,,,,,,29.1062,,,,,,
451.816,,,,,,,,28.5122,,,,,,
451.9684,,,,,,,,28.0537,,,,,,
452.1208,,,,,,,,30.6208,,,,,,
452.2732,,,,,,,,27.8988,,,,,,
452.4256,,,,,,,,27.8389,,,,,,
452.578,,,,,,,,28.8387,,,,,,
452.7304,,,,,,,,29.8386,,,,,,
452.8828,,,,,,,,30.8176,,,,,,
453.0352,,,,,,,,33.1648,,,,,,
453.1876,,,,,,,,28.2482,,,,,,
453.34,,,,,,,,29.7507,,,,,,
453.4924,,,,,,,,28.5609,,,,,,
453.6448,,,,,,,,28.0234,,,,,,
453.7972,,,,,,,,31.2566,,,,,,
453.9496,,,,,,,,29.2006,,,,,,
454.102,,,,,,,,31.564,,,,,,
454.2544,,,,,,,,26.5611,,,,,,
454.4068,,,,,,,,26.6778,,,,,,
454.5592,,,,,,,,29.4052,,,,,,
454.7116,,,,,,,,29.8932,,,,,,
454.864,,,,,,,,29.5245,,,,,,
455.0164,,,,,,,,29.6017,,,,,,
455.1688,,,,,,,,28.4303,,,,,,
455.3212,,,,,,,,30.1413,,,,,,
455.4736,,,,,,,,29.3398,,,,,,
455.626,,,,,,,,32.4882,,,,,,
455.7784,,,,,,,,31.9456,,,,,,
455.9308,,,,,,,,25.5708,,,,,,
456.0832,,,,,,,,31.2993,,,,,,
456.2356,,,,,,,,28.5682,,,,,,
456.388,,,,,,,,30.419,,,,,,
456.5404,,,,,,,,31.8327,,,,,,
456.6928,,,,,,,,33.2903,,,,,,
456.8452,,,,,,,,34.6699,,,,,,
456.9976,,,,,,,,34.529,,,,,,
457.15,,,,,,,,33.6899,,,,,,
457.3024,,,,,,,,33.4448,,,,,,
457.4548,,,,,,,,32.6694,,,,,,
457.6072,,,,,,,,32.9194,,,,,,
457.7596,,,,,,,,27.9056,,,,,,
457.912,,,,,,,,28.4622,,,,,,
458.0644,,,,,,,,31.5212,,,,,,
458.2168,,,,,,,,33.5396,,,,,,
458.3692,,,,,,,,33.1497,,,,,,
458.5216,,,,,,,,29.8636,,,,,,
458.674,,,,,,,,32.0644,,,,,,
458.8264,,,,,,,,30.1021,,,,,,
458.9788,,,,,,,,29.7461,,,,,,
459.1312,,,,,,,,29.0381,,,,,,
459.2836,,,,,,,,30.2675,,,,,,
459.436,,,,,,,,29.5941,,,,,,
459.5884,,,,,,,,32.0624,,,,,,
459.7408,,,,,,,,32.1581,,,,,,
459.8932,,,,,,,,34.5677,,,,,,
460.0456,,,,,,,,34.218,,,,,,
460.198,,,,,,,,35.3868,,,,,,
460.3504,,,,,,,,31.3817,,,,,,
460.5028,,,,,,,,30.3489,,,,,,
460.6552,,,,,,,,29.9025,,,,,,
460.8076,,,,,,,,29.8528,,,,,,
460.96,,,,,,,,32.6772,,,,,,
461.1124,,,,,,,,31.7254,,,,,,
461.2648,,,,,,,,30.1286,,,,,,
461.4172,,,,,,,,30.846,,,,,,
461.5696,,,,,,,,33.5198,,,,,,
461.722,,,,,,,,29.8505,,,,,,
461.8744,,,,,,,,27.8265,,,,,,
462.0268,,,,,,,,27.1568,,,,,,
462.1792,,,,,,,,25.2404,,,,,,
462.3316,,,,,,,,28.2706,,,,,,
462.484,,,,,,,,28.0177,,,,,,
462.6364,,,,,,,,29.8688,,,,,,
462.7888,,,,,,,,27.9316,,,,,,
462.9412,,,,,,,,28.5156,,,,,,
463.0936,,,,,,,,32.3527,,,,,,
463.246,,,,,,,,32.208,,,,,,
463.3984,,,,,,,,32.4734,,,,,,
463.5508,,,,,,,,31.5095,,,,,,
463.7032,,,,,,,,28.7245,,,,,,
463.8556,,,,,,,,23.1804,,,,,,
464.008,,,,,,,,31.5648,,,,,,
464.1604,,,,,,,,32.3783,,,,,,
464.3128,,,,,,,,30.0961,,,,,,
464.4652,,,,,,,,30.5653,,,,,,
464.6176,,,,,,,,32.9781,,,,,,
464.77,,,,,,,,31.2013,,,,,,
464.9224,,,,,,,,31.0082,,,,,,
465.0748,,,,,,,,31.5877,,,,,,
465.2272,,,,,,,,32.8027,,,,,,
465.3796,,,,,,,,30.5424,,,,,,
465.532,,,,,,,,30.6375,,,,,,
465.6844,,,,,,,,30.4843,,,,,,
465.8368,,,,,,,,32.7741,,,,,,
465.9892,,,,,,,,33.0114,,,,,,
466.1416,,,,,,,,32.159,,,,,,
466.294,,,,,,,,31.8389,,,,,,
466.4464,,,,,,,,30.0541,,,,,,
466.5988,,,,,,,,35.8102,,,,,,
466.7512,,,,,,,,35.6741,,,,,,
466.9036,,,,,,,,30.6205,,,,,,
467.056,,,,,,,,30.7967,,,,,,
467.2084,,,,,,,,30.804,,,,,,
467.3608,,,,,,,,29.2109,,,,,,
467.5132,,,,,,,,27.448,,,,,,
467.6656,,,,,,,,26.1767,,,,,,
467.818,,,,,,,,35.486,,,,,,
467.9704,,,,,,,,33.3717,,,,,,
468.1228,,,,,,,,31.1408,,,,,,
468.2752,,,,,,,,32.9998,,,,,,
468.4276,,,,,,,,31.6494,,,,,,
468.58,,,,,,,,33.8876,,,,,,
468.7324,,,,,,,,30.5117,,,,,,
468.8848,,,,,,,,29.1346,,,,,,
469.0372,,,,,,,,31.1943,,,,,,
469.1896,,,,,,,,29.5468,,,,,,
469.342,,,,,,,,30.0536,,,,,,
469.4944,,,,,,,,28.6828,,,,,,
469.6468,,,,,,,,27.1629,,,,,,
469.7992,,,,,,,,29.247,,,,,,
469.9516,,,,,,,,27.2481,,,,,,
470.104,,,,,,,,30.8505,,,,,,
470.2564,,,,,,,,30.7489,,,,,,
470.4088,,,,,,,,26.8916,,,,,,
470.5612,,,,,,,,30.0181,,,,,,
470.7136,,,,,,,,27.7941,,,,,,
470.866,,,,,,,,30.4054,,,,,,
471.0184,,,,,,,,29.3232,,,,,,
471.1708,,,,,,,,25.1839,,,,,,
471.3232,,,,,,,,33.5514,,,,,,
471.4756,,,,,,,,32.2687,,,,,,
471.628,,,,,,,,30.5064,,,,,,
471.7804,,,,,,,,32.8514,,,,,,
471.9328,,,,,,,,31.8088,,,,,,
472.0852,,,,,,,,27.9409,,,,,,
472.2376,,,,,,,,29.6737,,,,,,
472.39,,,,,,,,31.0411,,,,,,
472.5424,,,,,,,,29.6376,,,,,,
472.6948,,,,,,,,28.344,,,,,,
472.8472,,,,,,,,29.5039,,,,,,
472.9996,,,,,,,,29.0143,,,,,,
473.152,,,,,,,,34.7346,,,,,,
473.3044,,,,,,,,35.8306,,,,,,
473.4568,,,,,,,,34.7973,,,,,,
473.6092,,,,,,,,33.5569,,,,,,
473.7616,,,,,,,,40.5936,,,,,,
473.914,,,,,,,,39.8802,,,,,,
474.0664,,,,,,,,42.2239,,,,,,
474.2188,,,,,,,,36.8639,,,,,,
474.3712,,,,,,,,35.9321,,,,,,
474.5236,,,,,,,,36.4418,,,,,,
474.676,,,,,,,,37.4114,,,,,,
474.8284,,,,,,,,33.8426,,,,,,
474.9808,,,,,,,,29.8765,,,,,,
475.1332,,,,,,,,29.7983,,,,,,
475.2856,,,,,,,,28.1857,,,,,,
475.438,,,,,,,,27.8033,,,,,,
475.5904,,,,,,,,28.2463,,,,,,
475.7428,,,,,,,,26.4531,,,,,,
475.8952,,,,,,,,19.6875,,,,,,
476.0476,,,,,,,,27.1567,,,,,,
476.2,,,,,,,,26.3193,,,,,,
476.3524,,,,,,,,26.1931,,,,,,
476.5048,,,,,,,,26.1535,,,,,,
476.6572,,,,,,,,28.9401,,,,,,
476.8096,,,,,,,,31.2535,,,,,,
476.962,,,,,,,,31.7272,,,,,,
477.1144,,,,,,,,33.0689,,,,,,
477.2668,,,,,,,,34.825,,,,,,
477.4192,,,,,,,,33.8447,,,,,,
477.5716,,,,,,,,36.5397,,,,,,
477.724,,,,,,,,35.9594,,,,,,
477.8764,,,,,,,,43.9087,,,,,,
478.0288,,,,,,,,26.1719,,,,,,
478.1812,,,,,,,,43.5661,,,,,,
478.3336,,,,,,,,40.1423,,,,,,
478.486,,,,,,,,39.817,,,,,,
478.6384,,,,,,,,38.9345,,,,,,
478.7908,,,,,,,,42.3895,,,,,,
478.9432,,,,,,,,42.5524,,,,,,
479.0956,,,,,,,,46.6138,,,,,,
479.248,,,,,,,,46.443,,,,,,
479.4004,,,,,,,,41.0666,,,,,,
479.5528,,,,,,,,38.1888,,,,,,
479.7052,,,,,,,,40.9983,,,,,,
479.8576,,,,,,,,39.8268,,,,,,
480.01,,,,,,,,38.8873,,,,,,
480.1624,,,,,,,,42.8795,,,,,,
480.3148,,,,,,,,37.6334,,,,,,
480.4672,,,,,,,,35.2996,,,,,,
480.6196,,,,,,,,37.1735,,,,,,
480.772,,,,,,,,35.2893,,,,,,
480.9244,,,,,,,,37.5956,,,,,,
481.0768,,,,,,,,34.6786,,,,,,
481.2292,,,,,,,,34.5411,,,,,,
481.3816,,,,,,,,47.4255,,,,,,
481.534,,,,,,,,47.4281,,,,,,
481.6864,,,,,,,,46.6894,,,,,,
481.8388,,,,,,,,48.4885,,,,,,
481.9912,,,,,,,,47.0938,,,,,,
482.1436,,,,,,,,46.8755,,,,,,
482.296,,,,,,,,45.3795,,,,,,
482.4484,,,,,,,,45.344,,,,,,
482.6008,,,,,,,,48.04,,,,,,
482.7532,,,,,,,,49.3462,,,,,,
482.9056,,,,,,,,47.2005,,,,,,
483.058,,,,,,,,46.2224,,,,,,
483.2104,,,,,,,,48.635,,,,,,
483.3628,,,,,,,,45.1223,,,,,,
483.5152,,,,,,,,45.1455,,,,,,
483.6676,,,,,,,,46.1544,,,,,,
483.82,,,,,,,,44.4661,,,,,,
483.9724,,,,,,,,47.1499,,,,,,
484.1248,,,,,,,,46.5423,,,,,,
484.2772,,,,,,,,48.8595,,,,,,
484.4296,,,,,,,,47.5501,,,,,,
484.582,,,,,,,,40.3796,,,,,,
484.7344,,,,,,,,37.7116,,,,,,
484.8868,,,,,,,,40.6583,,,,,,
485.0392,,,,,,,,43.5626,,,,,,
485.1916,,,,,,,,38.163,,,,,,
485.344,,,,,,,,40.9759,,,,,,
485.4964,,,,,,,,41.444,,,,,,
485.6488,,,,,,,,47.036,,,,,,
485.8012,,,,,,,,47.7183,,,,,,
485.9536,,,,,,,,45.7769,,,,,,
486.106,,,,,,,,45.6594,,,,,,
486.2584,,,,,,,,42.5098,,,,,,
486.4108,,,,,,,,45.9672,,,,,,
486.5632,,,,,,,,46.0058,,,,,,
486.7156,,,,,,,,40.8012,,,,,,
486.868,,,,,,,,43.509,,,,,,
487.0204,,,,,,,,42.0154,,,,,,
487.1728,,,,,,,,39.3271,,,,,,
487.3252,,,,,,,,40.1278,,,,,,
487.4776,,,,,,,,40.3159,,,,,,
487.63,,,,,,,,37.5364,,,,,,
487.7824,,,,,,,,41.0352,,,,,,
487.9348,,,,,,,,38.976,,,,,,
488.0872,,,,,,,,44.4006,,,,,,
488.2396,,,,,,,,41.2434,,,,,,
488.392,,,,,,,,49.1108,,,,,,
488.5444,,,,,,,,43.5692,,,,,,
488.6968,,,,,,,,41.8743,,,,,,
488.8492,,,,,,,,48.1531,,,,,,
489.0016,,,,,,,,45.8484,,,,,,
489.154,,,,,,,,44.724,,,,,,
489.3064,,,,,,,,42.0899,,,,,,
489.4588,,,,,,,,44.9858,,,,,,
489.6112,,,,,,,,45.8734,,,,,,
489.7636,,,,,,,,46.1951,,,,,,
489.916,,,,,,,,47.6256,,,,,,
490.0684,,,,,,,,46.306,,,,,,
490.2208,,,,,,,,45.4961,,,,,,
490.3732,,,,,,,,47.824,,,,,,
490.5256,,,,,,,,44.1569,,,,,,
490.678,,,,,,,,48.0646,,,,,,
490.8304,,,,,,,,50.5795,,,,,,
490.9828,,,,,,,,49.5819,,,,,,
491.1352,,,,,,,,50.06,,,,,,
491.2876,,,,,,,,43.8828,,,,,,
491.44,,,,,,,,44.824,,,,,,
491.5924,,,,,,,,44.3512,,,,,,
491.7448,,,,,,,,44.2904,,,,,,
491.8972,,,,,,,,43.2211,,,,,,
492.0496,,,,,,,,42.649,,,,,,
492.202,,,,,,,,40.7957,,,,,,
492.3544,,,,,,,,40.6768,,,,,,
492.5068,,,,,,,,37.3592,,,,,,
492.6592,,,,,,,,37.68,,,,,,
492.8116,,,,,,,,46.9434,,,,,,
492.964,,,,,,,,45.4915,,,,,,
