DEPTH,CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL
1549.6564,13.032,0.0678,2.0786,,,57.3721,0.5186,5.2015,2.3332,0.5926,1.8179
1549.8088,12.9168,0.0615,2.0159,,,56.8858,0.4892,4.8006,2.5725,0.7268,1.9483
1549.9612,15.3072,0.0088,2.0993,,,56.295,0.4802,4.5214,2.4935,3.1485,1.8787
1550.1136,14.9238,0.0088,2.0822,,,55.9825,0.4926,4.579,2.3562,3.1622,1.7748
1550.266,14.2228,0.0189,2.1818,,,56.347,0.4604,4.3758,2.3013,1.9166,1.7634
1550.4184,12.8693,0.0084,2.2281,109.2,226.2,57.7456,0.4284,4.1533,2.1464,1.1571,1.6511
1550.5708,12.8513,-0.0029,2.2333,107.3828,225.4352,58.2663,0.4075,3.9155,2.1987,1.1144,1.6737
1550.7232,12.8196,0.0041,2.2427,106.1025,236.9074,57.7104,0.4186,4.0442,2.1932,1.0372,1.6364
1550.8756,12.5402,0.0178,2.2876,104.7064,234.6019,57.3533,0.3981,4.7759,2.045,0.9816,1.5256
1551.028,12.5238,0.0479,2.3914,102.7272,217.0704,56.6758,0.3685,4.7946,1.7073,1.067,1.3085
1551.1804,12.516,0.0517,2.3958,104.2818,209.617,57.0234,0.3576,4.4106,1.425,0.8245,1.0994
1551.3328,12.5665,0.0373,2.3256,106.4638,210.1088,56.2944,0.3861,3.6578,1.3147,1.0023,1.0236
1551.4852,12.7149,0.0129,2.2304,105.9514,209.2964,58.8464,0.4302,3.4174,1.3079,0.8766,1.0093
1551.6376,12.7209,0.0017,2.1736,118.1646,197.6124,61.1047,0.4474,3.197,1.38,0.8953,1.0573
1551.79,12.8949,-0.0066,2.1339,121.9608,188.3107,62.6668,0.4681,3.2986,1.3457,0.7434,1.0472
1551.9424,13.2872,-0.0088,2.1165,122.387,190.3663,62.1982,0.4635,3.4191,1.3037,1.406,0.9975
1552.0948,13.5956,-0.0051,2.1088,122.4658,207.2821,60.8952,0.4711,3.8094,1.4059,1.0446,1.0742
1552.2472,13.6821,0.0007,2.1052,122.8546,232.3795,64.2207,0.4729,4.0335,1.4151,0.8121,1.0875
1552.3996,13.6821,0.0066,2.0918,119.9881,238.8256,65.4892,0.4742,4.1427,1.4255,1.2693,1.0777
1552.552,13.5574,0.0041,2.097,118.7686,238.7432,64.69,0.4967,3.9419,1.5753,1.296,1.1848
1552.7044,13.27,0.0052,2.1171,119.9446,233.1144,59.6166,0.4898,4.0205,1.8203,1.0541,1.3594
1552.8568,13.0533,0.0114,2.1419,120.8962,224.3682,58.8938,0.5012,4.2193,1.8337,1.2294,1.3538
1553.0092,13.0668,0.0095,2.1446,121.4457,199.2646,57.7646,0.4815,4.5343,1.7812,2.1795,1.3132
1553.1616,13.1588,0.0074,2.1728,121.2775,191.8039,59.7677,0.4574,4.4211,1.681,1.1757,1.2442
1553.314,13.1286,0.0123,2.205,118.6607,191.9204,58.164,0.47,4.1257,1.5844,1.0616,1.1941
1553.4664,13.5015,0.0139,2.203,118.1413,212.8727,59.6056,0.4717,3.8657,1.4386,0.9232,1.0768
1553.6188,13.8069,0.0071,2.1578,118.1361,217.906,58.4824,0.5125,3.8652,1.4719,0.538,1.1056
1553.7712,13.8201,0.0045,2.1378,118.0688,217.3548,59.4364,0.5007,3.8329,1.5459,0.8001,1.154
1553.9236,13.5989,0.0025,2.133,118.0667,240.8645,60.8938,0.5171,4.0114,1.667,1.2238,1.2534
1554.076,13.6646,0.0018,2.147,119.2057,235.595,61.5192,0.4972,3.9426,1.8047,4.056,1.3509
1554.2284,14.0787,-0.001,2.1644,120.3464,232.9382,60.805,0.4803,3.8836,1.7671,2.1584,1.3451
1554.3808,13.6183,-0.0048,2.1826,120.1408,232.2847,58.2307,0.4694,3.7516,1.4644,1.6482,1.1288
1554.5332,12.8536,-0.0075,2.1883,121.0746,222.5832,58.5774,0.4633,3.7502,1.3123,1.1927,1.0104
1554.6856,12.8234,-0.0113,2.179,121.266,200.2526,59.0313,0.4589,3.6168,1.1779,0.8601,0.9175
1554.838,12.93,-0.0096,2.1605,121.59,194.0216,58.0812,0.447,3.5959,1.1073,0.7333,0.8601
1554.9904,13.6022,-0.0074,2.1344,119.9097,196.3783,53.1727,0.4126,3.65,1.0605,0.8395,0.819
1555.1428,14.1846,-0.0005,2.1133,119.026,197.1775,50.7775,0.3871,4.0727,1.0577,0.9621,0.8162
1555.2952,14.333,0.0126,2.0934,122.4364,221.7072,49.7723,0.3885,4.4073,1.0477,0.7858,0.8134
1555.4476,14.4496,0.0298,2.0812,125.6344,228.1734,50.737,0.417,4.4154,1.1172,0.9263,0.8786
1555.6,14.6269,0.0236,2.0691,126.3797,225.9359,50.1121,0.4481,3.9677,1.323,0.7582,1.0321
1555.7524,14.073,0.0249,2.0993,128.58,221.7376,50.9088,0.4327,3.5424,1.6079,0.6935,1.2509
1555.9048,13.831,0.0171,2.1365,128.1354,210.2329,58.133,0.4374,3.4605,2.0271,1.4717,1.564
1556.0572,13.8266,0.0059,2.1755,127.557,205.6943,62.9235,0.4202,3.7915,2.0849,1.6734,1.6402
1556.2096,14.1113,-0.0009,2.208,125.3617,205.5282,68.2191,0.4365,4.0286,1.9866,1.8873,1.5828
1556.362,14.6981,0.0015,2.2391,124.9902,205.8564,66.7871,0.4178,4.0942,1.8606,1.6883,1.4844
1556.5144,14.8864,0.0032,2.2461,125.5812,193.6118,67.8781,0.4311,3.8073,1.7839,1.6284,1.4316
1556.6668,14.655,0.0023,2.237,124.3084,199.4427,68.8153,0.4179,3.677,1.795,1.5223,1.4367
1556.8192,14.2551,0.0018,2.2238,124.4267,201.8637,69.3188,0.4505,3.5462,1.8419,1.3114,1.4589
1556.9716,13.9339,0.0059,2.2195,125.5229,207.337,69.5296,0.4509,3.5508,1.8619,1.153,1.4801
1557.124,13.923,0.0048,2.2079,126.7623,213.898,69.6858,0.4667,3.562,1.8343,1.119,1.4508
1557.2764,13.7763,0.0039,2.1998,124.7191,225.0343,70.9268,0.4468,3.6547,1.7591,1.0798,1.394
1557.4288,13.7773,0.0016,2.1793,125.116,226.5461,71.4159,0.4907,3.7552,1.661,0.8947,1.3092
1557.5812,13.8934,0.0026,2.1565,127.547,220.4581,71.0875,0.4818,3.9224,1.6513,0.9531,1.2925
1557.7336,14.4474,0.0018,2.1075,132.2447,227.8819,69.8697,0.4871,3.6281,1.706,0.8542,1.3068
1557.886,14.1058,-0.0043,1.9124,137.3703,230.6541,67.1936,0.5222,2.8448,1.7396,1.2369,1.3243
1558.0384,14.1957,-0.0124,1.7233,138.8261,229.7565,61.8256,0.6017,2.2697,1.8144,2.3343,1.3788
1558.1908,14.2191,-0.0143,1.652,140.9353,228.1279,56.7949,0.648,2.1311,1.4759,1.2695,1.166
1558.3432,14.234,-0.0077,1.7213,142.901,227.067,57.699,0.5805,2.6104,1.1921,1.9765,0.9646
1558.4956,14.0631,-0.002,1.9029,143.3395,213.6501,60.1493,0.4848,3.3467,1.1288,0.7259,0.933
1558.648,13.966,-0.0001,2.0451,141.8719,208.4172,60.8619,0.4262,2.9654,1.1262,0.7042,0.9266
1558.8004,14.0292,0.0009,2.1303,141.2836,208.2667,58.0322,0.3908,2.8085,1.1969,1.0638,0.984
1558.9528,13.9788,0.001,2.1523,129.4281,208.5713,55.4823,0.4155,2.9025,1.523,1.2236,1.2012
1559.1052,13.7883,-0.0026,2.1697,127.9312,208.6641,56.0733,0.3851,3.0616,1.5635,1.3491,1.2382
1559.2576,13.5672,-0.0022,2.1798,126.2835,208.6667,56.593,0.3925,3.061,1.4222,0.9639,1.1255
1559.41,13.6809,-0.0018,2.1813,127.9827,209.0348,57.0683,0.3971,2.9189,1.2287,0.9306,0.9832
1559.5624,13.6169,0.0001,2.177,126.978,209.3792,54.423,0.4144,2.7578,1.0651,0.7416,0.8484
1559.7148,13.4837,-0.001,2.1675,127.0017,209.7876,50.7395,0.4212,2.7817,1.0175,0.6487,0.8093
1559.8672,13.5004,0.0012,2.1592,126.8708,183.9253,50.347,0.3911,2.9788,1.0298,0.6565,0.8277
1560.0196,13.6241,-0.0013,2.1513,128.1185,168.8507,53.9586,0.4039,3.2893,1.3668,0.876,1.081
1560.172,13.8693,-0.0012,2.156,130.5154,167.5059,59.073,0.4365,3.3228,2.4668,0.9816,1.8692
1560.3244,13.6875,-0.0047,2.1811,130.6865,182.041,57.5483,0.4138,3.401,3.8551,3.4566,2.8425
1560.4768,13.6045,-0.0078,2.2719,130.463,187.2514,54.1128,0.3374,3.5463,5.5173,24.6728,3.8972
1560.6292,13.1927,-0.0053,2.4227,127.4374,192.053,49.6618,0.2216,3.9933,4.6074,34.5497,3.2324
1560.7816,13.0833,0.0046,2.5888,124.5045,204.9999,49.7138,0.1753,4.4173,2.1624,18.4226,1.6032
1560.934,12.9979,0.0058,2.6162,110.0742,197.606,51.5565,0.2063,3.7906,1.4996,1.406,1.1386
1561.0864,12.9727,-0.0019,2.482,99.7484,189.8479,52.9127,0.2657,3.4316,1.2412,0.8542,0.9397
1561.2388,12.9924,-0.0067,2.3208,96.1689,187.1132,53.173,0.3324,2.9269,1.1068,0.7754,0.8314
1561.3912,13.0851,-0.0083,2.2144,97.7676,183.9081,52.0661,0.3567,2.7756,1.1065,0.7856,0.8212
1561.5436,13.0822,-0.0043,2.1719,101.6778,196.9881,51.5951,0.3577,2.6625,1.1038,0.7299,0.8025
1561.696,13.0048,-0.0026,2.163,108.6975,195.0494,49.7726,0.3811,2.7422,1.0674,0.666,0.7834
1561.8484,12.9957,-0.0014,2.1546,118.7319,191.394,48.5001,0.3681,2.7794,1.0269,0.7058,0.7503
1562.0008,13.1159,-0.0014,2.1385,123.1774,190.3492,46.7027,0.3874,2.8695,1.0108,0.5886,0.7383
1562.1532,13.0986,-0.0016,2.1284,125.4209,178.9126,48.384,0.3514,2.885,0.976,0.6374,0.7082
1562.3056,13.0526,-0.0031,2.1157,127.7299,172.3251,47.7258,0.3683,2.8665,0.9534,0.6049,0.6906
1562.458,13.0263,-0.004,2.1092,126.2485,169.523,48.5338,0.359,2.7477,0.9547,0.6248,0.6954
1562.6104,13.0307,-0.0074,2.1023,127.4347,194.5846,47.7956,0.3801,2.6801,0.9402,0.6459,0.6697
1562.7628,13.0421,-0.009,2.0957,128.863,201.6698,46.8434,0.391,2.6242,0.9434,0.6706,0.6774
1562.9152,13.0143,-0.0077,2.0969,129.4647,201.8667,46.8399,0.3986,2.6799,0.9414,0.628,0.6724
1563.0676,12.9434,-0.0078,2.096,129.9344,201.8667,47.0694,0.3911,2.7141,0.9227,0.6493,0.6682
1563.22,12.9096,-0.0056,2.1033,130.1709,201.8667,49.7534,0.3767,2.7872,0.9309,0.6824,0.672
1563.3724,13.0256,-0.003,2.1144,128.7928,201.8667,48.7881,0.3641,2.7656,0.9618,0.7446,0.6872
1563.5248,13.4106,-0.0041,2.1214,127.3117,201.8667,48.9876,0.3636,2.7538,1.0223,0.6776,0.7171
1563.6772,13.4508,-0.0049,2.1275,127.4606,201.807,48.236,0.3559,2.7767,1.0432,0.8413,0.7232
1563.8296,13.4416,-0.0034,2.1372,127.2792,197.4627,48.5042,0.3617,2.8192,1.0253,0.7585,0.7176
1563.982,13.6732,-0.0086,2.1386,127.8154,195.6335,47.0561,0.3631,2.7905,0.983,0.823,0.6865
1564.1344,13.9558,-0.0135,2.1371,129.3525,195.4055,45.5338,0.3667,2.6956,0.9272,1.0011,0.6536
1564.2868,14.2657,-0.0148,2.1336,128.8182,195.4,46.1238,0.3563,2.7726,0.9247,0.9779,0.6512
1564.4392,14.5289,-0.0189,2.1387,129.5758,195.1299,46.7137,0.3548,2.8665,0.9434,0.9819,0.6642
1564.5916,14.666,-0.0199,2.1493,127.9192,194.7987,49.1486,0.3522,2.9197,1.0347,0.8965,0.7288
1564.744,14.5207,-0.0151,2.1581,129.1432,194.401,49.8843,0.3498,2.8854,1.1327,0.7249,0.7957
1564.8964,13.1818,-0.0119,2.1458,130.8157,194.0661,51.6165,0.3553,2.979,1.2237,0.7847,0.8645
1565.0488,12.7406,-0.0083,2.1442,130.4688,193.6138,53.156,0.3639,3.1775,1.3378,1.0722,0.9348
1565.2012,12.7195,-0.0047,2.1503,130.3226,193.8778,55.4992,0.3791,3.3575,1.3906,1.2235,0.972
1565.3536,12.734,-0.0034,2.1681,128.7997,195.2619,55.2308,0.3771,3.3709,1.3986,1.2049,0.9636
1565.506,12.7855,-0.0031,2.177,127.091,211.5228,54.2112,0.3791,3.2958,1.3541,1.1456,0.9466
1565.6584,12.9029,-0.0076,2.1889,126.678,216.7847,54.8361,0.387,3.4984,1.3468,1.0638,0.9398
1565.8108,12.8326,-0.0078,2.2069,126.3353,216.7982,58.5004,0.4134,3.6155,1.3472,1.0951,0.9639
1565.9632,12.7656,-0.0071,2.2225,125.9374,201.6691,61.7888,0.412,3.7387,1.2972,0.9048,0.9367
1566.1156,12.7362,-0.0063,2.2131,125.728,196.8686,62.6219,0.4184,3.4018,1.2857,1.037,0.9355
1566.268,12.817,-0.0114,2.1907,124.1169,196.9308,62.3464,0.4153,3.2806,1.2791,1.0726,0.9359
1566.4204,12.7857,-0.0108,2.1798,124.662,196.9981,60.8979,0.4106,3.0991,1.275,1.1743,0.9486
1566.5728,12.7262,-0.0097,2.1838,125.1907,197.0,60.3772,0.3893,3.104,1.261,1.079,0.9393
1566.7252,12.7198,-0.0103,2.1862,125.5911,197.0,59.4886,0.3832,3.0962,1.238,1.0881,0.9428
1566.8776,12.7001,-0.0076,2.1787,125.6648,197.0,59.1067,0.3808,3.2587,1.1727,0.9575,0.9033
1567.03,12.5764,-0.0017,2.1754,125.9978,197.0,60.2002,0.3869,3.5166,1.0986,0.8578,0.8475
1567.1824,12.537,-0.0001,2.1633,126.9053,197.0,58.1719,0.3864,3.4604,1.0822,0.8237,0.8474
1567.3348,12.557,-0.0034,2.1544,126.4185,197.0022,56.5056,0.4079,3.3425,1.0826,1.0109,0.8575
1567.4872,12.5326,-0.0055,2.1446,127.643,197.3254,54.0583,0.4241,3.147,1.0768,0.9088,0.8501
1567.6396,12.4554,-0.0089,2.1478,128.1216,197.398,56.0316,0.427,3.2921,1.0755,0.9367,0.8572
1567.792,12.7702,-0.0118,2.158,128.2696,197.4,57.9597,0.4307,3.2568,1.0703,0.7877,0.8739
1567.9444,13.1958,-0.0103,2.1696,129.8293,197.4,60.8757,0.4185,3.156,1.0609,0.702,0.866
1568.0968,12.8928,-0.0087,2.165,130.7115,197.4,61.7358,0.4123,3.0533,1.0638,0.9388,0.8687
1568.2492,12.8295,-0.0049,2.1669,131.3799,197.1378,61.4219,0.4297,3.2328,1.0848,0.9717,0.8993
1568.4016,12.7231,-0.0068,2.1706,130.4949,196.4221,61.2707,0.444,3.3435,1.1219,1.0436,0.9304
1568.554,12.7242,-0.0077,2.1747,131.2424,196.5956,59.6844,0.4463,3.3886,1.0992,0.933,0.9152
1568.7064,12.5773,-0.0123,2.1666,129.9737,196.9239,60.8079,0.423,3.3788,1.0715,0.9811,0.9083
1568.8588,12.5818,-0.0143,2.1569,131.3598,196.998,59.1888,0.4314,3.5224,1.0601,1.1382,0.9165
1569.0112,12.6032,-0.0147,2.1532,132.5649,197.0003,59.5362,0.4513,3.5113,1.1023,0.9291,0.9555
1569.1636,12.5961,-0.0126,2.1478,133.0528,197.3233,58.17,0.4549,3.3734,1.2064,0.8553,1.0479
1569.316,12.4976,-0.0106,2.152,133.2605,197.398,59.628,0.4592,3.322,1.4132,0.8916,1.2072
1569.4684,12.4589,-0.0041,2.1683,133.396,197.4,61.3728,0.4585,3.4941,1.5559,1.389,1.3357
1569.6208,12.4427,0.0026,2.2036,132.8199,197.4,65.5729,0.4621,3.7759,1.6104,1.9039,1.4149
1569.7732,12.4122,0.0032,2.2271,132.9927,195.8546,68.2805,0.457,3.8572,1.5842,1.5135,1.3881
1569.9256,12.3664,0.0009,2.2288,132.3575,196.6335,73.138,0.4561,3.7984,1.6035,0.9406,1.4123
1570.078,12.3716,0.0004,2.2138,129.3136,196.8604,73.1901,0.4853,3.7239,1.7588,1.4053,1.5261
1570.2304,12.4012,0.0001,2.2065,128.6188,197.9564,76.9392,0.4973,3.737,1.837,1.4661,1.5955
1570.3828,12.4453,-0.0042,2.2142,126.3587,198.5788,75.4412,0.5032,3.8612,1.92,1.7246,1.6471
1570.5352,12.5588,-0.003,2.2387,126.2613,198.1535,79.8414,0.4595,3.9391,2.1071,1.7703,1.8136
1570.6876,12.6539,0.0008,2.2566,124.863,181.3847,79.1124,0.4533,4.0262,2.6193,1.7866,2.2115
1570.84,12.777,0.0018,2.2683,124.7359,176.5276,79.3583,0.4307,4.3572,3.3134,1.997,2.7366
1570.9924,12.9779,-0.0031,2.2764,121.8654,177.2965,75.8954,0.4565,4.9299,3.9632,1.821,3.239
1571.1448,13.323,-0.0013,2.3233,118.1548,178.802,71.4419,0.4383,5.4257,6.1614,2.6372,4.7699
1571.2972,13.4847,0.0254,2.3723,116.0619,186.7587,66.213,0.4331,5.3414,7.8217,1.3967,5.9985
1571.4496,13.4292,0.032,2.3586,123.4929,196.5696,60.2769,0.4184,5.4258,5.195,0.6256,4.0838
1571.602,13.3587,0.0187,2.3347,125.4897,210.9308,57.9494,0.423,6.1717,2.8279,0.7884,2.3155
1571.7544,13.126,0.0753,2.4271,122.866,219.2029,58.1056,0.4403,6.1049,2.2829,1.2576,1.949
1571.9068,13.2081,0.1125,2.4628,119.0482,224.9991,60.3196,0.4714,5.2937,1.8177,0.461,1.5598
1572.0592,13.6054,0.068,2.2735,112.6531,225.4164,64.2367,0.4978,4.6105,1.7503,0.8968,1.514
1572.2116,14.4233,0.0358,2.1481,107.2496,219.3926,70.329,0.5273,4.0409,1.7979,1.0404,1.5717
1572.364,14.8831,0.0422,2.1258,100.4734,217.39,75.8735,0.5439,3.9687,1.8019,1.1145,1.5719
1572.5164,15.1493,0.0176,2.1587,126.7434,216.8316,76.8108,0.5368,3.9617,1.8035,1.2288,1.5947
1572.6688,15.2706,0.0065,2.1736,137.7161,213.4389,75.1712,0.4936,4.0162,1.8214,1.2036,1.6075
1572.8212,15.3356,-0.0016,2.1794,138.3242,221.9148,72.5676,0.4472,3.9658,1.811,1.1199,1.5834
1572.9736,15.0703,-0.0008,2.1823,138.7726,226.9833,71.3388,0.4548,3.8459,1.6978,1.0628,1.5398
1573.126,15.1764,-0.003,2.1849,138.7396,223.8866,69.7501,0.4795,3.9639,1.6923,1.1845,1.4929
1573.2784,15.2192,-0.0028,2.1877,138.5443,221.6015,71.4163,0.4981,4.0308,1.6594,1.0583,1.4533
1573.4308,15.2815,-0.0015,2.1859,138.0958,225.2782,72.5882,0.5396,4.1621,1.6338,0.9621,1.4235
1573.5832,15.2181,-0.0018,2.179,137.0041,218.5764,76.4648,0.5508,4.1752,1.6396,0.8638,1.3907
1573.7356,15.1663,-0.0008,2.1771,138.5461,212.6278,75.5795,0.5621,4.1794,1.6023,1.107,1.3908
1573.888,15.1765,-0.0026,2.1856,137.2546,209.0632,77.6672,0.5157,4.3423,1.6512,1.014,1.3856
1574.0404,15.1313,-0.0054,2.1892,136.6775,201.8144,75.2928,0.506,4.4007,1.5873,0.8497,1.3193
1574.1928,15.0693,-0.006,2.195,136.7958,199.2725,78.1567,0.4953,4.3828,1.5476,0.9875,1.3101
1574.3452,15.0321,-0.0088,2.1841,135.8019,199.7577,77.9484,0.4915,4.2376,1.522,0.9079,1.2758
1574.4976,15.067,-0.0125,2.1657,128.5342,201.48,80.0912,0.4858,4.2989,1.534,0.8956,1.2599
1574.65,15.0354,-0.0131,2.1713,118.6973,196.8444,80.087,0.5078,4.6384,1.5697,0.9202,1.274
1574.8024,15.2194,-0.013,2.1851,113.2821,196.9633,78.3765,0.5016,4.5959,1.5916,0.9746,1.3044
1574.9548,15.3736,-0.0096,2.2072,110.3186,199.1873,76.7103,0.5332,4.3724,1.6091,1.0316,1.3466
1575.1072,15.4022,-0.0126,2.1787,110.4178,199.5965,75.7482,0.5219,3.9482,1.699,1.1146,1.3994
1575.2596,15.4098,-0.0146,2.1439,111.4066,196.453,77.0942,0.5372,3.8599,1.7306,1.0162,1.4035
1575.412,15.2904,-0.0093,2.1249,110.6901,193.9421,78.9687,0.5225,3.6951,1.7527,1.0778,1.446
1575.5644,15.2756,-0.0059,2.1251,112.638,198.6768,78.0605,0.5401,3.8031,1.8293,1.0804,1.4612
1575.7168,15.2939,-0.0072,2.1242,111.1096,202.6215,75.5611,0.5178,3.7596,1.8076,1.0146,1.4708
1575.8692,15.2689,-0.0034,2.1268,107.8951,204.4143,73.7906,0.5001,3.7553,1.8083,1.0339,1.4846
1576.0216,15.2884,-0.0017,2.1217,105.7958,200.8048,74.1031,0.4924,3.587,1.8753,1.0401,1.4738
1576.174,15.2813,-0.0033,2.1136,112.6204,197.4855,77.7942,0.4954,3.4539,1.7787,1.1029,1.4804
1576.3264,15.2477,-0.0017,2.1014,108.8308,196.874,76.8569,0.5264,3.3802,1.814,1.0491,1.4517
1576.4788,15.2329,0.0008,2.1019,108.0563,217.6025,74.8783,0.515,3.4622,1.8901,0.968,1.4695
1576.6312,15.5334,0.0058,2.1011,109.0738,233.0113,71.067,0.5117,3.6481,1.8223,0.8744,1.4726
1576.7836,15.4801,0.0073,2.1014,110.7329,235.0184,70.1817,0.5002,3.7459,1.8432,0.8845,1.4754
1576.936,15.4702,0.0124,2.0906,111.1965,243.7939,69.4615,0.4782,3.7905,1.8274,0.8966,1.4532
1577.0884,15.4206,0.0208,2.0902,109.6218,235.4245,69.842,0.5249,3.8405,1.7705,0.8481,1.4366
1577.2408,15.3604,0.0304,2.0905,109.5612,232.3654,71.8663,0.4847,4.02,1.7572,0.838,1.4235
1577.3932,15.7552,0.0432,2.0716,110.5202,232.0084,75.2244,0.5016,4.1742,1.7669,0.7427,1.4038
1577.5456,16.0677,0.0622,2.0638,113.0268,242.1143,76.9948,0.4652,4.5261,1.7133,0.8966,1.4007
1577.698,16.0578,0.0723,2.0516,113.2472,242.2717,79.2182,0.5049,4.4852,1.7103,0.7951,1.3849
1577.8504,16.0633,0.0965,2.0866,104.5049,200.6851,77.7261,0.4921,4.1552,1.6738,0.8611,1.3842
1578.0028,16.0939,0.1041,2.1051,100.5161,190.7369,78.455,0.4949,3.7483,1.6942,0.7901,1.3976
1578.1552,15.9483,0.0959,2.1129,101.4145,130.045,78.8936,0.5015,3.6491,1.7355,0.7674,1.4049
1578.3076,15.8702,0.0905,2.117,102.2742,128.3279,83.9965,0.545,3.7815,1.7517,0.7938,1.4203
1578.46,15.9735,0.0808,2.1237,114.4509,225.9532,85.6258,0.5308,3.8216,1.6935,0.8224,1.4439
1578.6124,15.9394,0.07,2.1216,131.7412,237.1071,86.563,0.5293,4.1041,1.6833,0.8585,1.4271
1578.7648,16.025,0.0706,2.1405,135.8418,236.1623,82.5536,0.5115,4.2972,1.6947,0.7736,1.4144
1578.9172,15.8277,0.0737,2.1421,135.8922,234.7755,80.8723,0.5323,4.2592,1.6633,0.8023,1.4
1579.0696,16.0425,0.0732,2.132,135.6851,238.1152,80.5701,0.5152,4.1178,1.6936,0.8981,1.4038
1579.222,16.1085,0.0791,2.1298,133.764,239.0355,82.8612,0.4899,3.9689,1.6805,0.8274,1.4108
1579.3744,16.2056,0.0815,2.1171,134.2061,238.8079,83.5902,0.4958,4.0062,1.672,0.7769,1.3842
1579.5268,16.5064,0.0958,2.1234,137.5123,242.9374,85.2808,0.5053,3.9355,1.6219,0.7488,1.3743
1579.6792,17.0223,0.1028,2.1123,138.4009,243.5343,85.0972,0.5023,3.9044,1.6,0.7928,1.3486
1579.8316,16.6436,0.1074,2.1156,138.3361,242.898,84.6285,0.5059,4.0016,1.5538,0.7849,1.3305
1579.984,16.8888,0.1097,2.118,138.5664,241.8964,82.6158,0.5233,4.111,1.5081,0.9029,1.2937
1580.1364,17.0972,0.101,2.1072,139.0777,241.6081,82.5696,0.5456,4.3448,1.5133,0.8852,1.2865
1580.2888,17.2325,0.0888,2.0802,139.4219,236.7516,82.2051,0.5168,4.429,1.5113,0.8618,1.2954
1580.4412,17.2085,0.0783,2.0649,141.6651,236.8323,83.3597,0.5037,4.473,1.501,0.9252,1.2869
1580.5936,17.3529,0.0721,2.0481,143.1394,230.9991,81.6673,0.5237,4.3302,1.5795,0.9456,1.3117
1580.746,17.492,0.074,2.0483,135.5712,227.7068,81.6572,0.5429,4.2669,1.5508,0.9677,1.3178
1580.8984,17.5467,0.0825,2.0512,138.4229,249.8385,79.3216,0.5287,4.2195,1.667,0.9288,1.332
1581.0508,17.5574,0.0847,2.0526,139.6524,246.1008,79.6196,0.5019,4.3067,1.5838,0.9937,1.3391
1581.2032,17.5194,0.091,2.0355,144.1279,243.9478,81.0931,0.514,4.4568,1.5674,0.9699,1.3246
