DEPTH,CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP
1350.214,12.0289,-0.0257,2.1141,125.9,292.4235,55.0003,0.3931,2.7611,0.9131,0.8568,0.6773,-203.3125
1350.3664,12.0332,-0.0191,2.1401,124.1,294.3304,56.075,0.3727,2.7516,0.9347,0.9291,0.6989,-205.5
1350.5188,12.0221,-0.0172,2.1448,123.55,297.3241,55.5105,0.3383,2.7958,1.0223,0.8574,0.7579,-207.4375
1350.6712,12.0246,-0.0159,2.1395,124.3,296.9326,57.1789,0.3604,2.8429,1.0888,0.7146,0.8049,-206.5625
1350.8236,12.0315,-0.0182,2.1154,124.1,297.9359,54.5519,0.3756,2.8207,1.1018,0.7149,0.8208,-205.875
1350.976,12.0178,-0.0193,2.0965,125.3,295.4366,54.2964,0.412,2.7253,1.0725,0.6531,0.809,-204.25
1351.1284,12.0315,-0.0191,2.0942,124.85,296.2109,50.2773,0.4052,2.6742,1.0297,0.6447,0.779,-201.625
1351.2808,12.0172,-0.0206,2.0958,125.3,291.6486,51.0966,0.3734,2.6601,1.0373,0.6275,0.7815,-199.5
1351.4332,12.0315,-0.0233,2.0914,125.4,289.1699,47.1593,0.3439,2.6446,1.026,0.6292,0.7736,-200.0
1351.5856,12.0195,-0.0253,2.0867,125.35,292.8074,46.2564,0.3523,2.6822,0.9295,0.6076,0.7039,-201.1875
1351.738,12.0315,-0.0236,2.0949,126.6,294.1033,46.1535,0.3867,2.7451,0.8165,0.6011,0.6349,-203.625
1351.8904,12.0315,-0.0272,2.0945,126.6,294.221,53.1773,0.4068,2.7888,0.797,0.5623,0.6235,-203.4375
1352.0428,12.0273,-0.0275,2.0942,125.7,296.3433,56.1102,0.3945,2.7603,0.816,0.5625,0.6415,-204.625
1352.1952,12.0195,-0.0237,2.1033,124.4,298.6153,57.6446,0.3937,2.7434,0.9122,0.7431,0.7038,-203.875
1352.3476,12.0315,-0.0154,2.1263,124.8,300.5284,56.7108,0.3899,2.632,0.9833,1.026,0.7546,-202.9375
1352.5,12.0127,-0.0129,2.139,124.45,301.117,55.0222,0.425,2.7176,1.0401,1.0474,0.7862,-200.6875
1352.6524,12.0375,-0.0124,2.1334,124.1,300.3795,53.2583,0.4238,2.7078,1.1229,0.6683,0.8597,-201.875
1352.8048,12.0221,-0.0146,2.1183,126.3,298.7847,50.852,0.3998,2.9765,1.0037,0.6661,0.7782,-201.75
1352.9572,12.0272,-0.0161,2.1161,126.65,300.6867,50.9881,0.3673,3.062,0.9999,0.742,0.7828,-202.0
1353.1096,12.0178,-0.0201,2.1097,127.55,298.3526,55.8537,0.3498,3.1309,0.9617,0.763,0.7511,-204.875
1353.262,12.0273,-0.0182,2.1093,128.8,299.0196,61.1392,0.4121,3.0549,0.9416,0.8372,0.7474,-207.5625
1353.4144,12.0315,-0.0182,2.0996,127.4,299.9492,62.4527,0.4425,2.9946,1.0122,0.8317,0.7981,-206.5625
1353.5668,12.0246,-0.0181,2.1049,126.9,301.5601,61.6379,0.462,3.1076,1.0758,0.6762,0.8475,-205.75
1353.7192,12.0289,-0.018,2.1304,126.1,303.3424,60.1697,0.4125,3.1945,1.2254,0.6772,0.9493,-205.3125
1353.8716,12.0195,-0.0168,2.1627,123.25,305.246,61.7334,0.4171,3.0904,1.4762,1.2709,1.1239,-200.625
1354.024,12.0315,-0.0193,2.1813,121.9,303.5304,61.614,0.3943,2.9642,1.6181,1.1938,1.2119,-200.5625
1354.1764,12.0221,-0.0221,2.1688,121.6,301.7572,57.8147,0.3885,2.8122,1.5506,1.1249,1.1893,-198.875
1354.3288,12.0289,-0.0245,2.142,122.4,299.9347,55.236,0.3677,2.851,1.2104,0.859,0.9483,-199.4375
1354.4812,12.0246,-0.0261,2.1238,125.25,296.9414,53.9037,0.3795,2.8254,1.0947,0.8543,0.8821,-200.6875
1354.6336,12.0289,-0.0265,2.1282,123.7,294.277,57.1278,0.4085,2.8749,1.1319,0.6766,0.9062,-204.125
1354.786,12.0169,-0.0242,2.151,122.9,295.5359,59.5758,0.397,2.8997,1.2119,0.6594,0.965,-205.875
1354.9384,12.0264,-0.0225,2.1646,120.9,297.5753,60.053,0.3849,2.958,1.2793,1.2021,1.0173,-207.25
1355.0908,12.0384,-0.023,2.1618,120.3,298.1237,59.258,0.38,2.9478,1.3752,1.1294,1.0897,-206.625
1355.2432,12.0145,-0.0247,2.1542,120.8,301.2979,60.0939,0.3692,2.9229,1.3884,0.9199,1.1202,-203.9375
1355.3956,12.0221,-0.0244,2.1495,120.95,304.048,60.3325,0.3977,2.8403,1.3418,0.9504,1.0843,-201.0625
1355.548,12.0289,-0.0234,2.1534,121.45,305.9856,59.8424,0.3901,2.8435,1.34,0.9998,1.0838,-199.75
1355.7004,12.0195,-0.0253,2.1385,121.6,304.7508,57.6747,0.4317,2.8133,1.2555,0.9281,1.0201,-201.0
1355.8528,12.0315,-0.025,2.1324,122.6,303.0658,54.8283,0.417,2.8793,1.1674,0.7749,0.9611,-203.0625
1356.0052,12.0332,-0.023,2.133,123.45,305.0646,57.62,0.4317,2.9919,1.114,0.8631,0.9201,-204.5
1356.1576,12.0218,-0.0217,2.145,124.1,304.6593,57.5269,0.4126,3.2451,1.1186,1.0115,0.9249,-208.0
1356.31,12.0195,-0.0201,2.1502,123.1,304.9157,62.4012,0.4134,3.2741,1.2599,0.926,1.0281,-207.375
1356.4624,12.0315,-0.0169,2.1595,123.15,303.3792,61.9692,0.3847,3.2225,1.3466,0.8324,1.105,-207.0
1356.6148,12.0273,-0.0133,2.1675,122.6,302.269,65.7604,0.3947,2.9647,1.3832,1.2685,1.137,-205.25
1356.7672,12.0246,-0.0107,2.1775,121.55,303.255,63.7043,0.3997,2.9572,1.4869,1.2168,1.2113,-203.5625
1356.9196,12.0221,-0.009,2.1863,121.55,300.2133,64.3014,0.4176,3.0417,1.5588,1.2064,1.2711,-202.375
1357.072,12.0315,-0.0077,2.1978,121.5,299.9594,63.8457,0.4135,3.1391,1.5677,1.2041,1.2822,-202.1875
1357.2244,12.0221,-0.0079,2.2023,121.2,299.8295,64.6338,0.4124,3.1948,1.5981,1.3392,1.309,-203.8125
1357.3768,12.0246,-0.0119,2.1976,121.05,300.0771,63.6345,0.4154,3.1371,1.5673,1.3547,1.2898,-207.625
1357.5292,12.0246,-0.0142,2.1921,122.0,299.9003,62.9181,0.4187,3.2233,1.5513,1.5262,1.2785,-210.1875
1357.6816,12.0272,-0.0118,2.1976,121.9,297.5204,66.3333,0.4174,3.2072,1.6067,1.3341,1.3254,-209.25
1357.834,12.0246,-0.0154,2.193,122.2,299.4853,65.8997,0.417,3.2917,1.5984,1.6517,1.3165,-205.5625
1357.9864,12.02,-0.0172,2.1949,122.3,300.4905,67.1405,0.3977,3.3367,1.6391,1.5356,1.3426,-205.0
1358.1388,12.0367,-0.0129,2.2004,122.8,303.3345,66.9254,0.3992,3.4813,1.6572,1.5146,1.3586,-204.0
1358.2912,12.0246,-0.0127,2.1948,122.8,301.5854,65.4724,0.4169,3.4684,1.6153,1.2986,1.319,-205.3125
1358.4436,12.0178,-0.0157,2.186,123.15,306.0918,67.0857,0.4049,3.4056,1.5959,1.4818,1.3017,-207.375
1358.596,12.0341,-0.0172,2.1769,123.0,305.1496,67.5633,0.4025,3.3125,1.5185,1.4189,1.2402,-208.75
1358.7484,12.0255,-0.02,2.1668,123.3,304.3417,66.7669,0.392,3.2005,1.2853,1.3454,1.0645,-208.9375
1358.9008,12.0152,-0.0255,2.1473,124.8,304.5222,64.6076,0.4349,3.1675,1.2227,1.0324,1.0143,-211.5625
1359.0532,12.0315,-0.0273,2.1418,124.6,303.6693,62.848,0.4445,3.0875,1.2237,0.9364,1.0103,-211.1875
1359.2056,12.02,-0.0262,2.1492,124.9,300.9963,63.3063,0.4159,3.1673,1.2064,1.3587,1.0075,-211.875
1359.358,12.0341,-0.0192,2.173,124.45,299.4359,62.7308,0.3696,3.1582,1.4386,1.3496,1.1534,-211.125
1359.5104,12.0221,-0.0156,2.1837,121.95,298.8139,62.8186,0.3662,3.0838,1.4504,1.1049,1.1756,-206.125
1359.6628,12.0289,-0.0181,2.1782,122.6,300.9666,67.6681,0.4024,3.0071,1.3853,1.0827,1.12,-203.625
1359.8152,12.0172,-0.0183,2.1651,122.45,298.6528,66.2352,0.4196,2.8568,1.3573,1.0903,1.1046,-203.5
1359.9676,12.0341,-0.0168,2.1609,122.35,303.8478,63.7275,0.4011,2.9816,1.3067,0.93,1.0673,-205.9375
1360.12,12.0195,-0.0195,2.162,123.2,304.5111,62.6018,0.373,3.0608,1.2931,0.9527,1.0556,-209.375
1360.2724,12.0315,-0.0146,2.1772,122.5,306.4569,64.9681,0.3684,3.235,1.295,1.1183,1.0482,-208.9375
1360.4248,12.0221,-0.0124,2.1801,122.25,304.705,65.2069,0.368,3.2004,1.3329,1.1695,1.0829,-209.3125
1360.5772,12.0289,-0.0137,2.1737,122.4,303.6014,61.125,0.3665,3.1731,1.3695,1.0058,1.105,-208.0625
1360.7296,12.0195,-0.0149,2.1675,122.1,306.7822,59.9528,0.3512,3.1334,1.3811,1.0227,1.1097,-206.125
1360.882,12.0347,-0.0142,2.1668,122.3,308.0902,63.2963,0.3595,2.9841,1.348,1.1282,1.0853,-205.375
1361.0344,12.0221,-0.0171,2.153,122.8,306.776,63.9004,0.3624,2.9974,1.1498,1.0981,0.9488,-204.625
1361.1868,12.0289,-0.0195,2.1365,122.3,307.205,63.2832,0.4,2.9184,1.0699,0.8444,0.8991,-204.75
1361.3392,12.0143,-0.0187,2.1165,122.9,311.9428,60.1583,0.4248,2.8485,1.018,0.806,0.8515,-206.375
1361.4916,12.0319,-0.0183,2.1012,124.8,314.7628,59.3911,0.4014,2.6457,1.0239,0.8515,0.8449,-207.0625
1361.644,12.0238,-0.0202,2.0916,127.5,314.7306,59.7694,0.3792,2.603,1.0445,0.7981,0.8711,-208.0
1361.7964,12.0212,-0.0219,2.0954,128.15,314.4152,57.98,0.3404,2.5609,1.0475,0.6903,0.8642,-205.8125
1361.9488,12.0221,-0.0193,2.1399,122.4,314.985,58.2358,0.3796,2.9029,1.0357,0.6565,0.8501,-203.8125
1362.1012,12.0319,-0.0175,2.1988,117.4,312.8932,56.1667,0.3603,2.9725,0.9945,0.6489,0.8124,-203.0625
1362.2536,12.0264,-0.0171,2.2392,116.45,307.4813,54.3096,0.3674,2.9311,0.9506,0.8843,0.7808,-202.0625
1362.406,12.0289,-0.0216,2.1887,116.75,302.8529,52.0504,0.3449,2.7479,0.8651,0.7961,0.7131,-202.5625
1362.5584,12.0218,-0.0289,2.133,118.0,299.7984,56.8427,0.3962,2.9521,0.758,0.6033,0.6437,-203.125
1362.7108,12.0195,-0.0274,2.1129,124.3,302.8803,61.4285,0.4207,3.424,0.9369,0.6122,0.7836,-202.8125
1362.8632,12.0289,-0.0231,2.151,124.45,295.4286,67.5124,0.4511,3.5815,1.2254,1.5098,1.0034,-201.0625
1363.0156,12.0264,-0.0197,2.1847,122.35,299.7226,67.8938,0.4353,3.5036,1.6888,1.5033,1.3339,-200.125
1363.168,12.0195,-0.0182,2.2113,121.2,299.0461,68.1688,0.4641,3.2568,1.7996,1.5372,1.4355,-200.625
1363.3204,12.0301,-0.018,2.2079,121.4,299.4897,69.9439,0.4415,3.1712,1.5756,1.5288,1.2764,-199.625
1363.4728,12.0315,-0.0179,2.1839,121.9,301.4062,69.4201,0.4171,2.9257,1.4696,1.1641,1.2028,-199.4375
1363.6252,12.0195,-0.0171,2.1618,121.8,303.6328,69.5395,0.4003,2.9486,1.2462,0.9891,1.0424,-200.8125
1363.7776,12.0375,-0.0153,2.1546,122.25,302.8362,66.9294,0.388,3.0543,1.1523,0.9877,0.9736,-199.9375
1363.93,12.0169,-0.0144,2.1638,121.9,304.12,66.1396,0.412,3.2609,1.152,1.0339,0.974,-200.5625
1364.0824,12.0289,-0.0121,2.1776,121.8,298.8498,67.7913,0.422,3.3728,1.2823,1.0726,1.0606,-200.8125
1364.2348,12.0152,-0.0125,2.1913,121.8,299.5894,68.172,0.4401,3.3141,1.605,1.4412,1.3007,-200.5
1364.3872,12.0273,-0.0147,2.2014,121.75,295.041,71.3706,0.4329,3.341,1.6412,1.4714,1.3502,-202.1875
1364.5396,12.0272,-0.0148,2.2061,121.4,299.154,73.0625,0.405,3.4151,1.6536,1.5125,1.3583,-203.1875
1364.692,12.0367,-0.0132,2.2088,121.1,298.2243,74.1679,0.4215,3.4897,1.6714,1.5275,1.39,-202.8125
1364.8444,12.0195,-0.0163,2.2113,120.85,299.9044,71.0887,0.4272,3.3447,1.6916,1.2809,1.3848,-206.0625
1364.9968,12.0145,-0.0178,2.2168,121.15,300.1829,69.6323,0.4374,3.243,1.7241,1.2821,1.4161,-206.625
1365.1492,12.0289,-0.0151,2.2248,121.8,300.3557,69.4822,0.4275,3.2831,1.7673,1.5817,1.4471,-206.125
1365.3016,12.0238,-0.0168,2.2223,122.55,302.8312,73.2772,0.4404,3.4557,1.7724,1.532,1.4624,-206.6875
1365.454,12.0246,-0.0202,2.2137,122.65,301.8841,74.6027,0.4284,3.3921,1.7596,1.5551,1.4412,-206.5
1365.6064,12.0075,-0.0176,2.2087,122.9,302.5166,71.2387,0.4132,3.4066,1.676,1.6334,1.3829,-206.125
1365.7588,12.0264,-0.017,2.2087,122.95,300.3368,67.5632,0.4009,3.3352,1.6332,1.3238,1.3435,-206.25
1365.9112,12.0118,-0.0181,2.1963,122.8,296.3504,65.8743,0.4305,3.3424,1.6182,1.2775,1.3287,-208.5
1366.0636,12.0212,-0.0187,2.1931,122.7,299.2085,67.1865,0.4237,3.3878,1.545,1.2905,1.2745,-209.875
1366.216,12.0264,-0.0176,2.1828,122.7,300.3244,68.6194,0.4204,3.3952,1.4948,1.3503,1.2358,-210.6875
1366.3684,12.0341,-0.0166,2.1813,122.65,299.564,69.3645,0.3868,3.412,1.4889,1.4072,1.2279,-210.625
1366.5208,12.0375,-0.0151,2.1792,123.1,302.8396,70.1597,0.4263,3.3806,1.4774,1.2505,1.2249,-207.8125
1366.6732,12.0393,-0.0169,2.1757,122.6,305.3826,68.3463,0.4499,3.3008,1.4459,1.2211,1.1931,-207.6875
1366.8256,12.0573,-0.0167,2.171,123.4,303.2953,67.3911,0.4267,3.2775,1.4058,1.2117,1.1827,-206.3125
1366.978,12.0616,-0.0179,2.1667,123.6,302.7894,67.9273,0.4062,3.1751,1.4221,1.2319,1.193,-205.25
1367.1304,12.0401,-0.0174,2.1707,123.3,303.2229,66.1583,0.3918,3.3041,1.4453,1.1078,1.2105,-205.5625
1367.2828,12.0495,-0.0197,2.1792,123.45,303.6056,67.8055,0.4291,3.3398,1.4447,1.1496,1.2078,-205.125
1367.4352,12.0496,-0.0216,2.1822,123.65,304.804,66.9512,0.4352,3.2891,1.4552,1.1607,1.2108,-206.6875
1367.5876,12.0547,-0.0252,2.1741,122.7,303.8141,68.5182,0.4276,3.1674,1.4795,1.1607,1.231,-207.9375
1367.74,12.0496,-0.0252,2.171,123.55,305.037,67.7068,0.4325,3.1569,1.4267,1.1208,1.1873,-208.5625
1367.8924,12.0495,-0.0247,2.1674,123.3,305.4969,71.0214,0.4681,3.1225,1.4039,1.1151,1.1628,-207.4375
1368.0448,12.0496,-0.0241,2.1601,124.1,304.4434,74.3504,0.4662,3.1443,1.3763,1.1276,1.1518,-206.8125
1368.1972,12.0496,-0.0238,2.1595,124.35,306.0388,74.6198,0.4226,3.1609,1.3961,1.106,1.1596,-204.6875
1368.3496,12.0541,-0.0272,2.1494,124.35,306.9427,69.3763,0.366,3.0675,1.4153,1.108,1.1765,-204.5
1368.502,12.0453,-0.0263,2.1575,124.1,307.3954,69.1374,0.3969,3.0609,1.4404,1.1314,1.198,-205.625
1368.6544,12.0496,-0.0291,2.1582,123.9,306.5992,69.3672,0.4356,3.1002,1.4566,1.1406,1.2174,-207.3125
1368.8068,12.0522,-0.0287,2.1652,124.15,306.178,69.0496,0.4355,3.2167,1.409,1.156,1.1769,-207.4375
1368.9592,12.0547,-0.0278,2.1578,124.3,306.4187,66.2809,0.415,3.2453,1.3872,1.1494,1.1517,-207.875
1369.1116,12.0496,-0.0242,2.1472,125.3,307.0951,63.73,0.4194,3.1177,1.3818,1.0008,1.1578,-207.8125
1369.264,12.0467,-0.0231,2.1439,125.65,309.3256,64.9029,0.4581,3.2143,1.3667,1.0257,1.1419,-205.0
1369.4164,12.0401,-0.0202,2.1531,125.3,310.2093,61.8205,0.4449,3.2864,1.3686,1.0619,1.1348,-205.3125
1369.5688,12.0453,-0.0189,2.1563,125.1,311.1091,62.0956,0.4322,3.4281,1.4052,1.0537,1.1513,-205.25
1369.7212,12.0467,-0.0185,2.1456,125.05,311.1171,61.6184,0.4078,3.4683,1.3911,1.0419,1.1378,-207.8125
1369.8736,12.0496,-0.0219,2.1364,125.3,309.1084,64.7009,0.4287,3.3268,1.3278,0.9951,1.0901,-207.625
1370.026,12.0453,-0.0225,2.1322,125.5,310.1145,65.8803,0.4216,3.2546,1.3158,0.9663,1.0878,-209.0625
1370.1784,12.0495,-0.0218,2.1436,125.7,309.8427,68.0049,0.4411,3.2162,1.4023,1.0359,1.1608,-211.0625
1370.3308,12.0674,-0.0178,2.16,125.15,311.1013,69.2213,0.4381,3.2728,1.549,1.0938,1.2659,-209.5
1370.4832,12.0817,-0.0163,2.1826,124.85,311.0827,72.2998,0.4664,3.289,1.7868,1.3534,1.4386,-209.0
1370.6356,12.0659,-0.0118,2.2015,124.7,308.1312,74.3753,0.4562,3.2965,1.8553,1.4678,1.5098,-209.4375
1370.788,12.0685,-0.014,2.2004,124.15,302.9206,73.7327,0.4513,3.412,1.8483,1.4322,1.5023,-209.6875
1370.9404,12.0688,-0.0159,2.1873,123.0,309.3079,71.7289,0.439,3.4841,1.7721,1.3778,1.4469,-210.9375
1371.0928,12.0685,-0.0193,2.1746,122.8,306.8775,68.2446,0.4428,3.4389,1.5529,1.2375,1.2866,-211.75
1371.2452,12.0754,-0.0192,2.164,122.65,305.2104,66.6183,0.4476,3.272,1.4085,1.1722,1.1761,-210.1875
1371.3976,12.078,-0.0216,2.1567,123.35,308.0083,65.066,0.4578,3.253,1.3718,1.099,1.1522,-211.6875
1371.55,12.0614,-0.0188,2.1594,123.8,311.2444,66.6027,0.432,3.2779,1.3764,1.2663,1.1455,-212.25
1371.7024,12.059,-0.0161,2.1702,124.4,311.6264,68.4169,0.4257,3.4123,1.4956,1.3112,1.2282,-212.125
1371.8548,12.0728,-0.0151,2.1842,124.4,310.8409,69.4916,0.4086,3.4048,1.5583,1.2658,1.2929,-211.1875
1372.0072,12.0608,-0.0159,2.1899,123.9,306.2246,69.8635,0.4313,3.3833,1.5615,1.2715,1.2979,-212.0625
1372.1596,12.0702,-0.0146,2.1924,124.0,311.5325,71.2735,0.443,3.3784,1.5803,1.3408,1.3174,-213.5
1372.312,12.066,-0.0125,2.1955,124.25,310.3913,71.5429,0.4306,3.3531,1.5982,1.3669,1.332,-213.625
1372.4644,12.0702,-0.0146,2.1909,123.75,308.4745,70.8498,0.4242,3.3854,1.6084,1.4502,1.3423,-212.125
1372.6168,12.0582,-0.0105,2.1972,123.6,307.168,71.5411,0.411,3.3861,1.635,1.4454,1.3576,-211.0
1372.7692,12.0625,-0.0078,2.2009,123.55,306.2105,69.1438,0.4021,3.3839,1.6411,1.4241,1.3769,-208.5
1372.9216,12.0577,-0.0059,2.208,123.9,306.3218,69.2092,0.4047,3.3907,1.6416,1.386,1.3731,-209.375
1373.074,12.0573,-0.0072,2.2125,124.2,303.4147,69.8572,0.3863,3.3618,1.621,1.4304,1.3603,-213.3125
1373.2264,12.053,-0.006,2.2179,124.55,301.0164,75.3015,0.4505,3.4991,1.6054,1.4304,1.3431,-213.8125
1373.3788,12.0599,-0.0094,2.2108,123.6,299.5858,77.6243,0.4483,3.3781,1.5748,1.343,1.323,-214.1875
1373.5312,12.0504,-0.0125,2.1951,123.8,298.62,77.1168,0.4657,3.4806,1.5541,1.3873,1.2981,-214.4375
1373.6836,12.0624,-0.014,2.1858,124.3,299.3324,74.9695,0.4289,3.406,1.5158,1.3737,1.2791,-214.6875
1373.836,12.0479,-0.0163,2.1773,124.1,306.599,70.5513,0.4193,3.4135,1.4971,1.3459,1.2637,-214.6875
1373.9884,12.0573,-0.0173,2.1733,124.0,303.8346,69.3613,0.433,3.3395,1.4931,1.3642,1.274,-213.4375
1374.1408,12.055,-0.0188,2.1652,124.3,303.2053,65.3925,0.427,3.2274,1.4844,1.2169,1.2598,-211.875
1374.2932,12.0504,-0.0188,2.1636,124.35,304.7184,67.9001,0.4761,3.3687,1.4615,1.2472,1.2457,-210.5625
1374.4456,12.0599,-0.0217,2.1628,124.8,304.57,66.9448,0.4568,3.3819,1.4673,1.2188,1.2413,-210.0625
1374.598,12.0573,-0.0174,2.1617,124.7,306.0157,70.2437,0.4583,3.5236,1.4599,1.2104,1.25,-212.0
1374.7504,12.055,-0.0178,2.1567,124.7,303.8615,70.4825,0.4194,3.4802,1.4122,1.19,1.2097,-212.0625
1374.9028,12.053,-0.0159,2.15,124.85,304.0421,72.1295,0.4444,3.5082,1.3901,1.1614,1.1871,-212.6875
1375.0552,12.0806,-0.0192,2.1479,125.2,300.4436,72.2273,0.412,3.492,1.3739,1.198,1.1745,-212.5625
1375.2076,12.1509,-0.0159,2.1469,125.65,300.9026,73.0149,0.4133,3.5348,1.3883,1.2072,1.1794,-212.5625
1375.36,12.158,-0.0181,2.1522,126.4,304.5133,70.532,0.4009,3.6454,1.4013,1.143,1.1907,-209.0
1375.5124,12.1536,-0.0159,2.1551,126.8,303.1111,69.8208,0.4267,3.636,1.4141,1.039,1.2019,-207.9375
1375.6648,12.1381,-0.0152,2.1642,125.9,303.1078,65.9285,0.4283,3.6898,1.4514,1.081,1.2245,-209.3125
1375.8172,12.1296,-0.0116,2.1703,126.05,307.3977,67.4333,0.4177,3.6676,1.4758,1.2268,1.2532,-209.125
1375.9696,12.1115,-0.0143,2.1783,126.15,311.0542,64.4427,0.4166,3.6949,1.5049,1.252,1.2734,-209.625
1376.122,12.0358,-0.0139,2.1805,125.8,311.7766,68.5588,0.4216,3.6109,1.5783,1.5124,1.3334,-211.1875
1376.2744,12.0522,-0.0143,2.1759,126.25,314.0381,68.2247,0.4405,3.4267,1.6217,1.5193,1.3682,-210.125
1376.4268,12.0495,-0.0147,2.167,127.35,313.9706,72.8565,0.4551,3.3481,1.5844,1.5954,1.3303,-209.0625
1376.5792,12.0333,-0.0157,2.1649,127.3,310.4145,71.5832,0.4806,3.3566,1.5765,1.5757,1.3248,-208.875
1376.7316,12.0547,-0.0096,2.1748,126.55,310.3217,71.6034,0.4494,3.3891,1.5405,1.363,1.2976,-209.3125
1376.884,12.0366,-0.0096,2.178,126.35,315.4116,69.4562,0.4286,3.4882,1.5089,1.375,1.2758,-211.5
1377.0364,12.0522,-0.0094,2.1812,126.1,310.8429,72.2257,0.4082,3.578,1.5203,1.4407,1.287,-210.875
1377.1888,12.0401,-0.011,2.1782,126.2,311.1086,72.4678,0.4541,3.6008,1.5242,1.4275,1.2853,-210.4375
1377.3412,12.0427,-0.0143,2.1687,126.35,318.699,73.9968,0.467,3.6311,1.543,1.3562,1.3001,-209.75
1377.4936,12.0401,-0.0189,2.1623,126.4,319.0187,71.5851,0.4566,3.5828,1.5324,1.3778,1.2905,-208.8125
1377.646,12.047,-0.0218,2.1572,126.4,319.022,73.1628,0.397,3.6398,1.5322,1.3805,1.2862,-208.1875
1377.7984,12.0439,-0.0248,2.1611,126.7,319.022,73.8062,0.3976,3.5817,1.5473,1.3381,1.3046,-208.8125
1377.9508,12.0427,-0.0244,2.1567,126.0,317.0508,76.0004,0.4014,3.578,1.5294,1.3562,1.2888,-210.125
1378.1032,12.0427,-0.0211,2.158,125.8,315.7814,76.1884,0.4381,3.4523,1.5488,1.3629,1.3108,-210.8125
1378.2556,12.0522,-0.0225,2.1523,126.7,318.2754,72.7255,0.4312,3.4721,1.5715,1.2833,1.3241,-209.75
1378.408,12.0467,-0.0188,2.1651,126.9,318.3414,74.2294,0.4531,3.4258,1.5706,1.3836,1.3125,-209.75
1378.5604,12.0444,-0.0182,2.1702,126.9,310.4395,71.1187,0.4538,3.4632,1.5775,1.4115,1.3171,-210.25
1378.7128,12.0401,-0.0199,2.1702,126.35,302.3314,73.1249,0.4756,3.4266,1.5577,1.404,1.3149,-211.1875
1378.8652,12.0496,-0.0206,2.1661,124.8,304.1143,69.2114,0.4615,3.4824,1.5489,1.375,1.3075,-213.9375
1379.0176,12.0439,-0.0181,2.1672,125.3,303.605,71.6311,0.4647,3.5741,1.5031,1.3575,1.2803,-214.125
1379.17,12.0444,-0.021,2.1605,125.15,293.9234,73.5225,0.4276,3.5796,1.4936,1.3535,1.2584,-211.5625
1379.3224,12.0401,-0.0195,2.1649,125.0,307.5866,73.6186,0.4469,3.5473,1.4982,1.2531,1.2806,-210.25
1379.4748,12.047,-0.0172,2.1736,125.0,309.9129,72.9021,0.4256,3.524,1.5191,1.3347,1.2956,-209.875
1379.6272,12.0418,-0.0157,2.1844,124.15,305.5069,71.2734,0.4584,3.5176,1.5816,1.393,1.3419,-209.6875
1379.7796,12.0384,-0.0154,2.1892,123.85,302.1637,72.0523,0.4499,3.5136,1.4899,1.3772,1.2709,-210.3125
1379.932,12.0539,-0.0123,2.1906,123.4,300.4444,71.097,0.4549,3.4388,1.3925,1.3826,1.1976,-210.5625
1380.0844,12.0496,-0.0159,2.1805,122.3,291.1327,71.7887,0.4534,3.4162,1.3417,1.1739,1.1504,-210.5625
1380.2368,12.035,-0.0198,2.1652,122.4,303.407,69.3591,0.4274,3.425,1.3274,1.1295,1.1416,-210.0625
1380.3892,12.047,-0.0222,2.1558,123.2,289.2408,67.9045,0.4365,3.4543,1.3831,1.0692,1.1765,-209.6875
1380.5416,12.0412,-0.0217,2.1572,123.1,293.1361,66.9739,0.43,3.4955,1.4392,1.1626,1.2173,-209.125
1380.694,12.047,-0.0266,2.1605,123.2,299.3182,67.5733,0.4335,3.4352,1.5207,1.3306,1.2767,-209.5625
1380.8464,12.0401,-0.0188,2.1737,123.5,297.5667,67.6926,0.4335,3.4433,1.5599,1.3669,1.3011,-209.1875
1380.9988,12.0539,-0.0153,2.1814,123.1,299.154,68.9667,0.4412,3.4039,1.5272,1.2902,1.2867,-209.9375
1381.1512,12.0384,-0.0152,2.1781,123.4,301.6703,69.922,0.4503,3.4286,1.4668,1.3213,1.2606,-207.8125
1381.3036,12.0565,-0.0143,2.1802,123.5,303.0521,69.3044,0.4517,3.462,1.4376,1.343,1.2465,-208.375
1381.456,12.035,-0.0123,2.1884,123.6,301.0628,68.1497,0.4329,3.526,1.567,1.4083,1.3478,-211.0
1381.6084,12.047,-0.0167,2.1954,125.1,303.1872,69.9198,0.4233,3.4399,1.7628,1.4423,1.4931,-211.5625
1381.7608,12.0412,-0.0173,2.2014,125.25,303.2626,73.5197,0.4331,3.3639,1.8686,2.044,1.5703,-210.8125
1381.9132,12.0427,-0.0164,2.1994,124.9,302.2085,70.9907,0.4225,3.24,1.6503,2.0804,1.4204,-211.9375
1382.0656,12.0496,-0.0199,2.1763,124.4,297.3202,66.215,0.4504,3.1788,1.4855,1.5189,1.2709,-213.0
1382.218,12.047,-0.0171,2.1583,124.7,299.121,59.808,0.4178,2.9129,1.2644,1.4851,1.0917,-214.375
1382.3704,12.0439,-0.0164,2.1339,128.5,293.8609,60.7847,0.412,2.7811,1.0255,0.8161,0.8898,-214.75
1382.5228,12.0418,-0.0155,2.124,129.9,291.5607,61.9562,0.387,2.7678,0.9579,0.7873,0.8499,-213.8125
