DEPTH,CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP
434.8996,,,,,,29.5782,,,,,,
435.052,,,,,,29.2292,,,,,,
435.2044,,,,,,28.985,,,,,,
435.3568,,,,,,29.6549,,,,,,
435.5092,,,,,,30.4308,,,,,,
435.6616,,,,,,31.2237,,,,,,
435.814,,,,,,31.7549,,,,,,
435.9664,,,,,,29.1603,,,,,,
436.1188,,,,,,27.9598,,,,,,
436.2712,,,,,,29.1086,,,,,,
436.4236,,,,,,29.4698,,,,,,
436.576,,,,,,26.6581,,,,,,
436.7284,,,,,,25.7435,,,,,,
436.8808,,,,,,26.2979,,,,,,
437.0332,,,,,,27.3862,,,,,,
437.1856,,,,,,26.7441,,,,,,
437.338,,,,,,25.132,,,,,,
437.4904,,,,,,25.2988,,,,,,
437.6428,,,,,,25.5869,,,,,,
437.7952,,,,,,28.7622,,,,,,
437.9476,,,,,,31.1462,,,,,,
438.1,,,,,,31.3405,,,,,,
438.2524,,,,,,30.7443,,,,,,
438.4048,,,,,,27.9743,,,,,,
438.5572,,,,,,27.9975,,,,,,
438.7096,,,,,,28.1968,,,,,,
438.862,,,,,,29.8556,,,,,,
439.0144,,,,,,30.2817,,,,,,
439.1668,,,,,,28.7806,,,,,,
439.3192,,,,,,26.0922,,,,,,
439.4716,,,,,,24.0043,,,,,,
439.624,,,,,,24.8683,,,,,,
439.7764,,,,,,26.8946,,,,,,
439.9288,,,,,,26.532,,,,,,
440.0812,,,,,,23.1381,,,,,,
440.2336,,,,,,21.5857,,,,,,
440.386,,,,,,23.9515,,,,,,
440.5384,,,,,,27.6377,,,,,,
440.6908,,,,,,28.0765,,,,,,
440.8432,,,,,,26.0463,,,,,,
440.9956,,,,,,25.3388,,,,,,
441.148,,,,,,26.0682,,,,,,
441.3004,,,,,,26.4661,,,,,,
441.4528,,,,,,27.0261,,,,,,
441.6052,,,,,,28.2216,,,,,,
441.7576,,,,,,30.2429,,,,,,
441.91,,,,,,32.2321,,,,,,
442.0624,,,,,,30.8029,,,,,,
442.2148,,,,,,29.7737,,,,,,
442.3672,,,,,,27.4403,,,,,,
442.5196,,,,,,26.9489,,,,,,
442.672,,,,,,27.7216,,,,,,
442.8244,,,,,,27.3936,,,,,,
442.9768,,,,,,29.5697,,,,,,
443.1292,,,,,,28.3808,,,,,,
443.2816,,,,,,28.7114,,,,,,
443.434,,,,,,26.8635,,,,,,
443.5864,,,,,,27.9173,,,,,,
443.7388,,,,,,27.9245,,,,,,
443.8912,,,,,,28.3684,,,,,,
444.0436,,,,,,26.7629,,,,,,
444.196,,,,,,26.3192,,,,,,
444.3484,,,,,,27.1998,,,,,,
444.5008,,,,,,30.0475,,,,,,
