DEPTH,CALI,DENC,DENS,DTC,DTS_1,DTS_2,GR,NEUT,PEF,RDEP,RMIC,RSHAL
1313.2308,,-0.0474,1.3363,112.7757,272.7084,238.8618,68.2545,0.6444,11.9379,1.0967,0.3334,0.6648
1313.3832,,-0.0379,1.2662,104.3598,266.5445,219.869,68.1081,0.6363,11.776,0.6782,0.1505,0.4141
1313.5356,,-0.0353,1.2869,103.3357,264.6514,217.799,66.9221,0.5951,11.3965,0.5816,0.1485,0.3385
1313.688,,-0.0318,1.3113,104.0055,254.9828,209.8837,67.1492,0.5866,11.421,0.7214,0.1495,0.4017
1313.8404,,-0.0295,1.3256,107.4781,248.7287,209.1466,66.4545,0.605,11.7222,0.8423,0.1504,0.4573
1313.9928,,-0.0268,1.3176,108.4655,242.8262,209.1466,68.8712,0.6259,11.606,0.9195,0.208,0.491
1314.1452,,-0.0283,1.2847,113.9158,245.7545,181.0269,65.9974,0.6176,11.4994,0.9487,0.5127,0.5046
1314.2976,,-0.0287,1.262,118.0223,245.1247,206.462,67.5219,0.5851,11.2763,0.9515,0.5012,0.5131
1314.45,,-0.033,1.2483,122.7327,247.4279,205.447,66.893,0.5894,11.481,0.9656,0.4682,0.5186
1314.6024,,-0.0347,1.2497,133.7247,236.709,204.4718,66.6229,0.6198,11.408,0.9881,0.5099,0.5137
1314.7548,,-0.0376,1.2527,138.3752,225.4627,202.5215,64.2174,0.6447,11.5653,0.9988,0.3529,0.5134
1314.9072,,-0.0364,1.2513,140.3955,229.5999,202.5215,69.0826,0.6284,11.2887,0.9803,0.2948,0.5082
1315.0596,,-0.0384,1.2377,144.6613,229.5999,202.5215,69.7648,0.6054,11.6431,0.9665,0.3474,0.4841
1315.212,,-0.036,1.234,145.2957,231.7502,220.939,66.9331,0.6741,11.4722,0.9289,0.4234,0.4681
1315.3644,,-0.0351,1.2283,150.2948,226.3009,214.7706,67.7473,0.6663,11.7914,0.8839,0.4395,0.4471
1315.5168,,-0.032,1.2329,130.5142,218.783,215.6274,68.8147,0.638,11.6995,0.8471,0.3858,0.4354
1315.6692,,-0.0328,1.2326,129.0446,218.783,221.689,66.6298,0.591,11.9485,0.8307,0.3127,0.43
1315.8216,,-0.0309,1.2371,129.0446,221.2928,221.689,69.942,0.5867,12.1367,0.8393,0.2408,0.4319
1315.974,,-0.0304,1.245,138.4632,222.5746,220.0387,68.4302,0.6272,12.3769,0.8607,0.1677,0.4334
1316.1264,,-0.0304,1.2508,143.078,226.2072,218.1564,74.0801,0.6402,12.0167,0.8923,0.2388,0.4441
1316.2788,,-0.0349,1.2482,145.5347,237.0218,264.1909,74.5592,0.6481,11.1527,0.8912,0.3069,0.453
1316.4312,,-0.0329,1.247,146.6282,231.4827,264.1909,73.3562,0.6201,11.0234,0.8796,0.4198,0.4401
1316.5836,,-0.0342,1.2383,148.3468,232.9414,265.3593,73.9648,0.5806,11.7571,0.828,0.4312,0.4185
1316.736,,-0.0347,1.261,150.2661,234.4001,265.3593,68.9017,0.5541,13.1704,0.801,0.4253,0.4017
1316.8884,,-0.0366,1.2806,149.4653,227.6587,265.3593,69.4654,0.5922,12.9967,0.8236,0.2616,0.4086
1317.0408,,-0.033,1.3269,148.0298,232.3099,248.6275,70.2283,0.6026,12.1472,0.8778,0.1977,0.4211
1317.1932,,-0.0245,1.4434,146.2977,232.0972,248.6275,69.3827,0.5884,9.1716,0.9894,0.4534,0.4576
1317.3456,,-0.0161,1.64,144.1745,224.9308,248.6275,66.438,0.5303,6.6052,1.1131,0.3548,0.5261
1317.498,,-0.0054,1.9021,141.6372,199.4069,250.7114,63.1485,0.5016,5.0984,1.2029,0.3492,0.579
1317.6504,,0.0083,2.0291,139.8512,193.5285,250.7114,61.4605,0.4659,4.3764,1.3163,0.8649,0.644
1317.8028,,0.0053,2.0484,135.3482,203.4119,232.8869,61.2563,0.4715,4.0783,1.3372,0.7801,0.6939
1317.9552,,-0.0053,2.0563,132.0339,190.6683,235.3217,63.2825,0.4567,3.7442,1.3013,0.7752,0.701
1318.1076,,-0.0098,2.0642,132.717,186.1976,238.425,59.932,0.4667,3.5792,1.3125,0.762,0.7069
1318.26,,-0.0103,2.0763,132.1489,190.4594,247.9909,60.7991,0.434,3.5015,1.3261,0.6781,0.7195
1318.4124,,-0.0178,2.0684,133.2871,183.8039,257.3014,58.586,0.4257,3.4709,1.3362,0.6609,0.7333
1318.5648,,-0.0188,2.0693,131.8923,179.4586,257.3014,59.8672,0.4212,3.361,1.3084,0.7582,0.7171
1318.7172,,-0.0202,2.0681,130.2517,181.4456,257.3014,59.628,0.4257,3.36,1.2588,0.6441,0.7015
1318.8696,,-0.0227,2.0686,129.1219,183.8369,261.4932,59.1128,0.432,3.5,1.2254,0.6042,0.7015
1319.022,,-0.0261,2.0704,126.5304,209.6035,265.5812,62.2357,0.414,3.779,1.2409,0.6469,0.712
1319.1744,,-0.0288,2.0782,134.6835,202.5541,265.5812,61.8963,0.3996,4.0994,1.2827,0.6526,0.7363
1319.3268,,-0.0256,2.0922,133.8659,199.2602,269.1382,58.8097,0.4004,4.0577,1.3629,0.7988,0.786
1319.4792,,-0.0253,2.0865,132.0782,192.3002,266.5228,56.8155,0.426,3.8953,1.4212,1.0036,0.8303
1319.6316,,-0.0234,2.0795,130.3105,195.8841,266.5228,57.1997,0.4432,3.9392,1.3847,0.9366,0.811
1319.784,,-0.0204,2.0738,130.0809,191.0162,266.5228,56.2795,0.4383,4.1106,1.3002,0.7532,0.7754
1319.9364,,-0.0172,2.084,129.6818,194.9685,266.5228,58.8346,0.4317,4.3028,1.2232,0.7348,0.7531
1320.0888,,-0.0188,2.0833,129.8072,188.2256,266.5228,61.6183,0.4197,4.0443,1.1781,0.6067,0.7237
1320.2412,,-0.0183,2.0851,129.7879,181.1859,266.5228,62.3044,0.4068,3.9748,1.1658,0.536,0.7216
1320.3936,,-0.0193,2.0801,130.4667,182.2837,266.2148,61.6318,0.4118,4.1439,1.1826,0.6947,0.7372
1320.546,,-0.0176,2.0784,131.6315,188.0434,266.2148,60.7477,0.422,4.2981,1.2418,0.7573,0.7666
1320.6984,,-0.0159,2.0754,131.4326,181.6692,266.5228,60.7921,0.455,4.7562,1.262,0.7136,0.7868
1320.8508,,-0.016,2.0748,131.2055,173.6041,266.5228,59.3966,0.4358,4.4889,1.2804,0.7043,0.8017
1321.0032,,-0.0171,2.0711,130.9575,170.1392,266.5228,57.8703,0.4287,4.08,1.2985,0.685,0.8065
1321.1556,,-0.0161,2.0748,130.989,174.9758,266.5228,57.8508,0.4199,3.4621,1.2744,0.6668,0.8081
1321.308,,-0.0191,2.0702,131.1091,179.5347,266.5228,59.3087,0.4461,3.1724,1.2688,0.5518,0.7998
1321.4604,,-0.0208,2.0679,130.9705,188.711,266.5228,55.1287,0.4638,3.2033,1.2256,0.6337,0.7633
1321.6128,,-0.021,2.0673,130.7601,168.0934,266.5228,58.9677,0.4591,3.1675,1.1702,0.6167,0.7423
1321.7652,,-0.0214,2.0667,130.4321,168.0934,266.5228,55.773,0.4447,3.2664,1.1288,0.5716,0.7248
1321.9176,12.4329,-0.0201,2.0726,129.921,168.941,266.5228,57.8534,0.4488,3.0883,1.0841,0.5688,0.7019
1322.07,12.4278,-0.0164,2.0762,129.5789,189.6377,266.5228,58.5837,0.4518,3.0549,1.0648,0.584,0.6841
1322.2224,12.4294,-0.0172,2.0774,129.4775,190.361,266.5228,59.4324,0.4583,3.0179,1.0613,0.6219,0.6686
1322.3748,12.4343,-0.0179,2.0727,129.72,191.1793,266.5228,57.5817,0.4614,3.1361,1.067,0.5871,0.6761
1322.5272,12.4278,-0.0164,2.0751,130.1791,190.7411,266.5228,59.9681,0.4413,3.1305,1.068,0.6015,0.6826
1322.6796,12.431,-0.0199,2.0721,130.5511,191.5804,266.5228,59.3997,0.438,3.0977,1.074,0.5942,0.6846
1322.832,12.4329,-0.0242,2.0683,130.5107,191.7449,266.5228,56.9605,0.4284,3.0667,1.1004,0.633,0.6918
1322.9844,12.4294,-0.0232,2.0667,130.2244,188.9261,266.5228,58.4951,0.4456,3.133,1.0998,0.6029,0.6919
1323.1368,12.431,-0.0225,2.0706,130.1539,187.7018,266.5228,57.7276,0.4204,3.0752,1.093,0.5918,0.6964
1323.2892,12.431,-0.0231,2.0735,130.0934,206.1672,266.5228,59.9529,0.4028,3.0606,1.1034,0.5869,0.6869
1323.4416,12.436,-0.0229,2.0797,130.0088,215.6707,266.5228,59.625,0.4097,3.0647,1.1088,0.5723,0.6921
1323.594,12.4245,-0.0228,2.0753,129.9627,225.0969,266.5228,57.5281,0.4262,3.1609,1.1355,0.5442,0.7012
1323.7464,12.4147,-0.0238,2.071,130.172,241.277,266.5228,57.8897,0.4269,3.1046,1.1584,0.5591,0.706
1323.8988,12.4196,-0.0264,2.0665,130.1625,241.7835,266.5228,58.0627,0.411,3.0672,1.1147,0.5708,0.6918
1324.0512,12.4278,-0.0292,2.0673,130.1246,243.481,266.5228,62.1008,0.3935,2.9845,1.0818,0.5358,0.6672
1324.2036,12.4245,-0.0276,2.0755,130.19,237.6983,266.5228,59.3168,0.4248,3.0322,1.0546,0.5281,0.6437
1324.356,12.4261,-0.0272,2.0814,130.1866,238.4164,266.5228,60.0605,0.4319,3.1566,1.0626,0.6454,0.659
1324.5084,12.4312,-0.0279,2.0832,129.8934,243.8672,266.5228,57.328,0.4598,3.1746,1.1372,0.6446,0.6971
1324.6608,12.4261,-0.0273,2.0812,130.0107,240.1863,266.5228,59.6504,0.439,3.1922,1.2602,0.7002,0.7652
1324.8132,12.4213,-0.0298,2.0714,130.1859,236.6877,266.5228,57.7816,0.434,3.1223,1.3006,0.7196,0.7901
1324.9656,12.4193,-0.0329,2.0595,130.2062,235.4271,266.5228,56.4607,0.4148,3.4585,1.234,0.6418,0.7549
1325.118,12.4229,-0.0338,2.0511,130.5882,235.4271,266.5228,57.9698,0.4148,3.5052,1.1634,0.6189,0.7185
1325.2704,12.4196,-0.0351,2.0492,131.4857,219.1713,266.5228,56.4371,0.4154,3.5543,1.1014,0.5617,0.6789
1325.4228,12.4196,-0.0334,2.0477,132.2065,220.1813,266.5228,58.0655,0.4209,3.2041,1.0277,0.5356,0.6429
1325.5752,12.4245,-0.029,2.0539,132.812,222.7221,266.5228,54.8545,0.4257,3.1593,1.0855,0.5899,0.6689
1325.7276,12.4196,-0.0264,2.0539,132.5281,228.9761,266.5228,59.1505,0.4445,3.0713,1.1777,0.6165,0.7246
1325.88,12.418,-0.0233,2.0643,132.2853,183.2517,266.5228,58.567,0.4366,3.1946,1.2063,0.856,0.7307
1326.0324,12.4193,-0.0193,2.0745,131.3651,199.9363,266.5228,56.7318,0.4252,3.2549,1.2027,0.6727,0.7484
1326.1848,12.418,-0.02,2.0791,130.5973,199.9363,266.5228,59.2284,0.44,3.3341,1.1635,0.606,0.7252
1326.3372,12.418,-0.0197,2.0786,130.2396,199.0528,266.5228,59.9642,0.4545,3.198,1.0981,0.662,0.6852
1326.4896,12.4196,-0.0172,2.0859,129.8261,198.7838,266.5228,58.073,0.45,3.2369,1.0992,0.6324,0.6855
1326.642,12.4164,-0.0167,2.0893,129.6353,192.4402,266.5228,56.5335,0.4128,3.1684,1.1032,0.5954,0.6768
1326.7944,12.4245,-0.0163,2.0897,129.4446,194.9198,266.5228,56.5411,0.4121,3.2557,1.0791,0.6174,0.6764
1326.9468,12.4142,-0.0166,2.09,128.9211,192.1902,266.5228,58.869,0.4443,3.0982,1.0666,0.6142,0.6702
1327.0992,12.418,-0.0182,2.0907,128.3596,189.6148,266.5228,58.3807,0.4455,3.139,1.0718,0.6027,0.6587
1327.2516,12.4229,-0.0183,2.096,127.9927,192.9564,266.5228,57.8064,0.4396,3.1066,1.0749,0.5914,0.6747
1327.404,12.418,-0.0181,2.0922,128.0381,186.7877,266.5228,56.578,0.4319,3.2583,1.0921,0.61,0.6869
1327.5564,12.421,-0.0183,2.0909,128.0778,186.4889,266.5228,55.1524,0.4211,3.3039,1.1114,0.6112,0.6861
1327.7088,12.4164,-0.0183,2.0875,128.3577,221.28,266.5228,57.4129,0.4327,3.2909,1.1128,0.6379,0.6951
1327.8612,12.4197,-0.0167,2.0899,128.5791,228.0118,266.5228,57.3345,0.4574,3.2708,1.1306,0.6399,0.7082
1328.0136,12.4193,-0.0194,2.0834,128.5244,220.8517,266.5228,57.0786,0.4771,3.344,1.1268,0.6107,0.7151
1328.166,12.4164,-0.0258,2.0726,128.1934,219.5732,266.5228,56.0635,0.4648,3.3982,1.1277,0.6185,0.7084
1328.3184,12.418,-0.03,2.0693,127.8826,222.2583,266.5228,54.1683,0.4123,3.6641,1.1478,0.6,0.7065
1328.4708,12.4262,-0.0313,2.0705,127.8921,221.3469,266.5228,58.0303,0.4243,3.7514,1.1186,0.5969,0.7085
1328.6232,12.4229,-0.0331,2.0793,128.1398,222.932,266.5228,58.6744,0.4602,3.9604,1.1009,0.7047,0.6979
1328.7756,12.421,-0.0313,2.0893,128.5807,222.8759,266.5228,58.0309,0.4691,3.8667,1.0896,0.6129,0.6869
1328.928,12.4294,-0.0261,2.1012,128.9639,218.9622,266.5228,57.3857,0.4499,3.6068,1.1185,0.7269,0.6974
1329.0804,12.4245,-0.0268,2.1034,129.0534,216.6498,266.5228,60.2729,0.4174,3.5823,1.1635,0.698,0.725
1329.2328,12.4229,-0.0258,2.1058,128.5962,169.8732,266.5228,60.9432,0.4275,3.5131,1.2439,0.7249,0.767
1329.3852,12.4245,-0.0259,2.1048,128.3129,166.6888,266.5228,60.9394,0.4346,3.7871,1.2781,0.7937,0.7834
1329.5376,12.4311,-0.0294,2.1028,128.4403,166.6888,266.5228,60.5131,0.4374,3.7473,1.2479,0.7496,0.7882
1329.69,12.4229,-0.033,2.0976,128.4758,166.6888,266.5228,65.0268,0.4444,3.997,1.2421,0.7586,0.7884
1329.8424,12.4261,-0.0304,2.1036,128.4458,166.9352,266.5228,61.9278,0.4341,4.1848,1.2399,0.7218,0.7758
1329.9948,12.4227,-0.0304,2.1022,128.3117,171.4411,266.5228,62.5645,0.4066,4.2432,1.227,0.7764,0.7739
1330.1472,12.4229,-0.0308,2.0994,127.7043,171.7,266.5228,63.9599,0.3826,3.8104,1.233,0.7426,0.7859
1330.2996,12.4278,-0.0281,2.104,127.339,167.0012,266.5228,63.8623,0.393,3.6664,1.2607,0.721,0.7847
1330.452,12.4295,-0.0248,2.1097,127.3501,167.9476,266.5228,61.8723,0.418,3.8772,1.2642,0.747,0.7848
1330.6044,12.4244,-0.0198,2.1225,127.3721,166.5662,266.5228,65.8216,0.4513,3.9485,1.2965,0.7578,0.8025
1330.7568,12.4327,-0.0218,2.1099,127.6453,166.5662,268.7869,66.7056,0.4606,3.7598,1.2889,0.8788,0.8146
1330.9092,12.4245,-0.0231,2.1017,127.5528,171.2629,268.7869,63.6689,0.4498,3.5623,1.2953,0.6925,0.8033
1331.0616,12.4261,-0.023,2.0923,127.2881,168.1099,268.7869,63.2588,0.4248,3.5496,1.2865,0.6054,0.8091
1331.214,12.4278,-0.0223,2.1009,126.8436,167.9247,268.7869,64.4188,0.4019,3.5884,1.2507,0.6954,0.8211
1331.3664,12.4261,-0.0275,2.1002,126.438,170.6226,268.7869,66.973,0.4072,3.4752,1.3319,0.8034,0.8416
1331.5188,12.4327,-0.0254,2.0989,126.0806,172.3466,268.7869,66.3015,0.4088,3.498,1.3248,0.8209,0.8796
1331.6712,12.4227,-0.0236,2.0963,125.6724,168.6342,268.7869,60.7563,0.4158,3.4476,1.3969,0.8145,0.8818
1331.8236,12.4327,-0.0254,2.0895,125.367,171.2029,268.7869,69.6917,0.4094,3.4351,1.388,0.7888,0.8725
1331.976,12.4261,-0.0245,2.0949,126.3855,168.9116,268.7869,66.7372,0.4262,3.3488,1.3536,0.7582,0.8605
1332.1284,12.4245,-0.0239,2.0973,127.4349,171.4004,268.7869,67.6054,0.4418,3.3931,1.324,0.7426,0.8437
1332.2808,12.4261,-0.0229,2.1057,127.9539,174.2,268.7869,69.2301,0.4376,3.4734,1.3225,0.7529,0.8353
1332.4332,12.4261,-0.0234,2.1043,128.8673,173.7528,222.0907,64.9222,0.4349,3.5824,1.3532,0.7862,0.8463
1332.5856,12.4295,-0.0222,2.1031,129.263,173.4827,222.0907,62.1632,0.4378,3.4452,1.3661,0.7826,0.8528
1332.738,12.4261,-0.0216,2.0985,128.8448,173.6828,222.0907,65.3307,0.4531,3.2695,1.3496,0.7456,0.8591
1332.8904,12.4245,-0.0193,2.101,128.488,177.9846,222.0907,68.0444,0.447,3.142,1.3457,0.7538,0.847
1333.0428,12.4327,-0.0216,2.0959,128.2368,174.3853,222.0907,62.3873,0.4207,3.1499,1.3103,0.7607,0.8299
1333.1952,12.4227,-0.0193,2.0908,128.5101,175.6338,222.0907,60.5255,0.4161,3.2103,1.2908,0.7357,0.81
1333.3476,12.4311,-0.0183,2.0814,128.5215,178.0782,222.0907,60.3674,0.412,3.2059,1.2494,0.7183,0.7957
1333.5,12.4227,-0.0195,2.0759,128.776,177.7632,222.0907,58.0222,0.4254,3.1658,1.2211,0.7104,0.7748
1333.6524,12.4261,-0.0194,2.0799,128.6948,185.2847,222.0907,57.1472,0.4189,3.0365,1.1768,0.644,0.7513
1333.8048,12.4295,-0.0173,2.082,128.6195,179.8893,222.0907,59.111,0.4239,3.0604,1.146,0.6211,0.7303
1333.9572,12.4245,-0.019,2.0812,128.2762,178.5502,222.0907,61.3335,0.4151,2.9903,1.1034,0.605,0.7128
1334.1096,12.4278,-0.0198,2.075,128.1877,175.0366,222.0907,60.8946,0.3971,3.0825,1.0929,0.6066,0.7027
1334.262,12.4311,-0.019,2.0774,128.3786,174.9765,222.0907,59.0957,0.391,3.0384,1.1085,0.6139,0.6907
1334.4144,12.4295,-0.0181,2.0761,127.5108,173.9066,222.0907,56.9716,0.4059,3.0722,1.0917,0.6479,0.6944
1334.5668,12.4245,-0.0185,2.0764,126.7752,177.0593,222.0907,59.7164,0.4238,3.0354,1.0808,0.6516,0.6927
1334.7192,12.4261,-0.018,2.081,126.8427,177.0605,222.0907,58.762,0.4279,2.9733,1.0878,0.6271,0.6899
1334.8716,12.4261,-0.0173,2.0898,127.1882,177.0014,222.0907,60.5897,0.4261,2.9741,1.0941,0.6478,0.6946
1335.024,12.4261,-0.0173,2.0945,127.4139,175.5394,222.0907,61.2507,0.4221,2.9804,1.1119,0.6439,0.7064
1335.1764,12.4327,-0.017,2.0975,128.1664,175.8322,222.0907,64.0102,0.4011,3.1006,1.1289,0.6446,0.7153
1335.3288,12.4261,-0.0157,2.0989,129.7986,173.2953,222.0907,61.6989,0.3773,3.09,1.1425,0.693,0.7148
1335.4812,12.4245,-0.0167,2.0924,128.2605,172.2094,222.0907,66.8761,0.4316,3.0491,1.1586,0.686,0.7173
1335.6336,12.4295,-0.0216,2.0849,128.2994,172.6437,222.0907,53.4123,0.4474,2.9906,1.1595,0.7023,0.7238
1335.786,12.4245,-0.0222,2.0808,128.7298,171.7565,222.0907,59.6457,0.4764,3.0564,1.151,0.7114,0.7215
1335.9384,12.4261,-0.0212,2.0839,128.4123,187.6451,222.0907,69.1563,0.4472,3.1308,1.1479,0.6905,0.7185
1336.0908,12.4261,-0.0239,2.079,128.5353,183.1602,222.0907,68.3714,0.4566,3.0946,1.1368,0.7078,0.7134
1336.2432,12.431,-0.0251,2.0744,128.8984,180.8226,222.0907,60.3036,0.4494,3.0524,1.1328,0.7155,0.7245
1336.3956,12.4363,-0.0213,2.0808,129.0475,182.2476,222.0907,65.3824,0.4222,3.0237,1.1561,0.721,0.7279
1336.548,12.4327,-0.02,2.0861,128.9567,180.889,222.0907,59.5058,0.4053,3.0677,1.1843,0.7335,0.7276
1336.7004,12.4329,-0.0186,2.0935,129.1158,182.8929,222.0907,63.4818,0.4001,3.0119,1.1724,0.7311,0.7467
1336.8528,12.4327,-0.019,2.0923,128.9921,183.5619,222.0907,61.5138,0.4185,3.0632,1.1935,0.7346,0.7509
1337.0052,12.4376,-0.0191,2.0978,128.9447,184.3441,222.0907,59.2522,0.427,3.0507,1.1962,0.7469,0.7609
1337.1576,12.431,-0.0192,2.0916,127.8158,183.8183,222.0907,62.1278,0.4221,3.1439,1.2046,0.7309,0.7609
1337.31,12.4327,-0.0215,2.0859,123.4175,188.5721,222.0907,56.4609,0.4228,3.0981,1.1842,0.7113,0.7447
1337.4624,12.4327,-0.0257,2.0692,119.3552,182.898,222.0907,56.774,0.4302,3.2933,1.1669,0.6724,0.7324
1337.6148,12.4327,-0.0256,2.0728,123.3078,182.9289,222.0907,57.7893,0.4373,3.3431,1.1602,0.6949,0.7326
1337.7672,12.4363,-0.0232,2.0764,123.7922,188.1934,222.0907,60.2969,0.4399,3.322,1.1537,0.7694,0.737
1337.9196,12.4343,-0.0204,2.0832,126.8063,185.0671,222.0907,60.5989,0.4189,3.114,1.173,0.7628,0.7494
1338.072,12.4343,-0.0203,2.0827,127.0225,182.5013,222.0907,62.942,0.4192,3.039,1.1852,0.7594,0.7618
1338.2244,12.4441,-0.0208,2.0927,127.688,183.8571,222.0907,62.6289,0.4129,3.0848,1.1863,0.7358,0.7702
1338.3768,12.4431,-0.0172,2.1053,127.444,185.4335,222.0907,61.7489,0.4291,3.1032,1.2123,0.7523,0.7807
1338.5292,12.4392,-0.0168,2.1085,127.4254,186.2012,222.0907,59.7272,0.4182,3.1355,1.2215,0.7804,0.7827
1338.6816,12.4392,-0.0206,2.0949,127.3604,184.8303,216.3458,60.2104,0.4241,3.1667,1.2343,0.7418,0.7807
1338.834,12.4408,-0.0211,2.083,127.2184,188.2573,216.3458,59.684,0.4273,3.1462,1.2092,0.7161,0.7781
1338.9864,12.4392,-0.0171,2.0789,126.0184,192.5928,216.3458,62.4317,0.4433,3.0844,1.1779,0.6962,0.7401
1339.1388,12.4392,-0.0151,2.0787,125.9621,180.1011,216.3458,61.2273,0.4426,3.0308,1.1527,0.6679,0.7323
1339.2912,12.4431,-0.0161,2.0833,125.5648,183.9166,216.3458,60.6016,0.4595,3.034,1.1339,0.718,0.731
1339.4436,12.4408,-0.0147,2.091,124.9435,184.2816,216.3458,62.0945,0.4497,3.0756,1.1341,0.7022,0.7278
1339.596,12.4414,-0.0178,2.1247,124.2498,238.7665,216.3458,61.377,0.4426,3.2576,1.1201,0.7527,0.7258
1339.7484,12.4408,-0.0209,2.2148,124.9541,238.7665,225.1537,61.6413,0.3984,3.8461,1.1554,0.7668,0.7329
1339.9008,12.4392,-0.0117,2.3672,123.7163,273.3834,225.1537,64.4778,0.3607,4.3985,1.2775,1.0701,0.814
1340.0532,12.4425,-0.0026,2.4611,121.0812,271.0905,225.1537,65.9109,0.3546,4.118,1.4634,133.996,0.9404
1340.2056,12.4392,-0.0116,2.3632,117.2483,264.999,280.5984,60.5944,0.3555,3.7166,1.6301,16.3186,1.0244
1340.358,12.4392,-0.017,2.2301,116.5161,259.7755,266.4739,60.0273,0.4022,3.4483,1.6372,1.8648,1.0351
1340.5104,12.4431,-0.0157,2.1474,117.3878,261.0935,268.2159,61.7098,0.4094,3.263,1.5388,0.9495,0.9919
1340.6628,12.4376,-0.0155,2.1194,120.2582,246.1526,269.8121,58.6294,0.422,3.13,1.3974,0.7722,0.9055
1340.8152,12.4392,-0.0167,2.1152,123.4266,200.3394,258.4379,59.7843,0.4026,3.0508,1.2615,0.8228,0.8276
1340.9676,12.4392,-0.0212,2.1081,125.4556,181.6624,256.6404,58.4883,0.4115,3.0655,1.2364,0.7663,0.7979
1341.12,12.4457,-0.0269,2.0974,126.8596,189.1089,256.6404,62.6794,0.3979,3.0944,1.2127,0.743,0.784
1341.2724,12.4392,-0.0276,2.0929,127.374,187.0164,256.6404,58.1894,0.4275,3.1049,1.1699,0.7329,0.7453
1341.4248,12.4414,-0.0271,2.0919,127.7778,187.0164,256.6404,60.5811,0.4203,3.1689,1.16,0.7279,0.7327
1341.5772,12.4392,-0.0247,2.0954,127.7759,181.2856,256.6404,56.5906,0.4568,3.218,1.1436,0.7146,0.7359
1341.7296,12.4392,-0.0219,2.0936,128.4603,179.5252,256.6404,57.2478,0.435,3.2039,1.1626,0.7376,0.7421
1341.882,12.4376,-0.0201,2.095,128.0416,187.3868,256.6404,58.9726,0.4497,3.1624,1.2085,0.7444,0.7693
1342.0344,12.4392,-0.0214,2.0919,128.2141,181.3352,256.6404,56.8944,0.4556,3.1786,1.2434,0.7491,0.7882
1342.1868,12.4457,-0.0202,2.0981,128.569,176.5627,256.6404,59.8963,0.4715,3.1735,1.2321,0.7218,0.7934
1342.3392,12.4346,-0.0194,2.0964,128.885,179.4109,256.6404,58.2773,0.4689,3.0631,1.2072,0.7575,0.7768
1342.4916,12.4431,-0.0202,2.0949,128.8965,183.6259,256.6404,59.95,0.4583,2.9854,1.1885,0.7143,0.7587
1342.644,12.4359,-0.0203,2.0917,128.753,188.7585,256.6404,56.7102,0.4377,2.9373,1.1567,0.7466,0.7456
1342.7964,12.4441,-0.0192,2.095,128.1295,188.7585,256.6404,58.2609,0.4321,3.0156,1.1508,0.7588,0.7451
1342.9488,12.4346,-0.0169,2.0923,128.5342,189.141,256.6404,59.1277,0.418,3.0433,1.1913,0.7483,0.7612
1343.1012,12.4408,-0.0196,2.0835,129.0122,185.2017,256.6404,62.3067,0.4387,3.1206,1.2177,0.7662,0.7668
1343.2536,12.4441,-0.0214,2.0735,128.2943,185.2639,256.6404,61.9645,0.4413,3.1232,1.2368,0.7583,0.7837
1343.406,12.4408,-0.0212,2.0712,127.725,185.2421,256.6404,62.9359,0.4296,3.149,1.2248,0.7475,0.7839
1343.5584,12.4473,-0.0197,2.0733,128.4503,185.2421,256.6404,62.725,0.429,3.1314,1.1664,0.736,0.7514
1343.7108,12.4571,-0.022,2.0698,129.3353,183.675,256.6404,59.6523,0.4097,3.1566,1.1307,0.7277,0.7215
1343.8632,12.4617,-0.0224,2.0727,128.9381,183.675,256.6404,57.9828,0.4206,3.1767,1.0936,0.7422,0.7023
1344.0156,12.4701,-0.0211,2.0722,129.0393,183.675,256.6404,58.9406,0.4229,3.2276,1.1123,0.7254,0.7096
1344.168,12.4718,-0.0192,2.0815,129.099,168.9503,256.6404,63.5891,0.4361,3.1736,1.1516,0.6933,0.7338
1344.3204,12.4718,-0.0184,2.0831,129.2733,169.74,256.6404,61.2822,0.4386,3.1846,1.1668,0.7421,0.7523
1344.4728,12.4767,-0.0189,2.0904,129.2968,172.5695,256.6404,60.6376,0.4317,3.1447,1.1978,0.7577,0.7628
1344.6252,12.4685,-0.0178,2.0879,129.238,173.9807,256.6404,59.9512,0.4153,3.2251,1.2655,0.744,0.7957
1344.7776,12.4767,-0.018,2.0867,129.0117,175.2729,256.6404,62.3466,0.4175,3.2217,1.2942,0.7561,0.8183
1344.93,12.4734,-0.0162,2.0824,129.0191,177.8573,256.6404,64.7152,0.4098,3.1702,1.3399,0.7643,0.8333
1345.0824,12.4701,-0.0165,2.0761,129.9958,174.027,256.6404,60.4273,0.4182,3.0625,1.3327,0.7866,0.8282
1345.2348,12.4753,-0.016,2.073,130.1349,169.7587,256.6404,67.1886,0.4121,3.0978,1.2951,0.8431,0.814
1345.3872,12.4734,-0.017,2.0745,130.6863,171.5748,256.6404,68.33,0.4171,3.2815,1.2489,0.7546,0.7957
1345.5396,12.4881,-0.0185,2.0782,130.9716,171.5748,256.6404,62.8149,0.4356,3.4221,1.2219,0.7948,0.7819
1345.692,12.4957,-0.0227,2.0767,130.8176,171.5748,256.6404,61.623,0.4393,3.4965,1.2251,0.7954,0.7891
1345.8444,12.4946,-0.0233,2.0784,130.6761,171.5748,256.6404,64.3761,0.4367,3.5804,1.3011,0.8356,0.8393
